atc_code,atc_name,ddd,uom,adm_r,note
A07XA02,ceratonia,NA,NA,NA,NA
A07XA03,calcium compounds,NA,NA,NA,NA
A07XA04,racecadotril,NA,NA,NA,NA
A07XA06,crofelemer,NA,NA,NA,NA
A07XA51,"albumin tannate, combinations",NA,NA,NA,NA
A08,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",NA,NA,NA,NA
A08A,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",NA,NA,NA,NA
A08AA,Centrally acting antiobesity products,NA,NA,NA,NA
A08AA01,phentermine,15,mg,O,NA
A08AA02,fenfluramine,0.12,g,O,NA
A08AA03,amfepramone,75,mg,O,NA
A08AA04,dexfenfluramine,30,mg,O,NA
A08AA05,mazindol,1,mg,O,NA
A08AA06,etilamfetamine,NA,NA,NA,NA
A08AA07,cathine,NA,NA,NA,NA
A08AA08,clobenzorex,NA,NA,NA,NA
A08AA09,mefenorex,NA,NA,NA,NA
A08AA10,sibutramine,10,mg,O,NA
A08AA11,lorcaserin,NA,NA,NA,NA
A08AA12,setmelanotide,NA,NA,NA,NA
A08AA51,phentermine and topiramate,NA,NA,NA,NA
A08AA56,"ephedrine, combinations",NA,NA,NA,NA
A08AA62,bupropion and naltrexone,NA,NA,NA,NA
A08AB,Peripherally acting antiobesity products,NA,NA,NA,NA
A08AB01,orlistat,0.36,g,O,NA
A08AX,Other antiobesity drugs,NA,NA,NA,NA
A08AX01,rimonabant,20,mg,O,NA
A09,"DIGESTIVES, INCL. ENZYMES",NA,NA,NA,NA
A09A,"DIGESTIVES, INCL. ENZYMES",NA,NA,NA,NA
A09AA,Enzyme preparations,NA,NA,NA,NA
A09AA01,diastase,NA,NA,NA,NA
A09AA02,"multienzymes (lipase, protease etc.)",NA,NA,NA,NA
A09AA03,pepsin,NA,NA,NA,NA
A09AA04,tilactase,NA,NA,NA,NA
A09AB,Acid preparations,NA,NA,NA,NA
A09AB01,glutamic acid hydrochloride,1.5,g,O,NA
A09AB02,betaine hydrochloride,1,g,O,NA
A09AB03,hydrochloric acid,NA,NA,NA,NA
A09AB04,citric acid,2,g,O,NA
A09AC,"Enzyme and acid preparations, combinations",NA,NA,NA,NA
A09AC01,pepsin and acid preparations,NA,NA,NA,NA
A09AC02,multienzymes and acid preparations,NA,NA,NA,NA
A10,DRUGS USED IN DIABETES,NA,NA,NA,NA
A10A,INSULINS AND ANALOGUES,NA,NA,NA,NA
A10AB,"Insulins and analogues for injection, fast-acting",NA,NA,NA,NA
A10AB01,insulin (human),40,U,P,NA
A10AB02,insulin (beef),40,U,P,NA
A10AB03,insulin (pork),40,U,P,NA
A10AB04,insulin lispro,40,U,P,NA
A10AB05,insulin aspart,40,U,P,NA
A10AB06,insulin glulisine,40,U,P,NA
A10AB30,combinations,40,U,P,NA
A10AC,"Insulins and analogues for injection, intermediate-acting",NA,NA,NA,NA
A10AC01,insulin (human),40,U,P,NA
A10AC02,insulin (beef),40,U,P,NA
A10AC03,insulin (pork),40,U,P,NA
A10AC04,insulin lispro,40,U,P,NA
A10AC30,combinations,40,U,P,NA
A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",NA,NA,NA,NA
A10AD01,insulin (human),40,U,P,NA
A10AD02,insulin (beef),40,U,P,NA
A10AD03,insulin (pork),40,U,P,NA
A10AD04,insulin lispro,40,U,P,NA
A10AD05,insulin aspart,40,U,P,NA
A10AD06,insulin degludec and insulin aspart,40,U,P,NA
A10AD30,combinations,40,U,P,NA
A10AE,"Insulins and analogues for injection, long-acting",NA,NA,NA,NA
A10AE01,insulin (human),40,U,P,NA
A10AE02,insulin (beef),40,U,P,NA
A10AE03,insulin (pork),40,U,P,NA
A10AE04,insulin glargine,40,U,P,NA
A10AE05,insulin detemir,40,U,P,NA
A10AE06,insulin degludec,40,U,P,NA
A10AE30,combinations,40,U,P,NA
A10AE54,insulin glargine and lixisenatide,40,U,P,Refers to insulin glargine
A10AE56,insulin degludec and liraglutide,40,U,P,Refers to insulin degludec
A10AF,Insulins and analogues for inhalation,NA,NA,NA,NA
A10AF01,insulin (human),40,U,P,NA
A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",NA,NA,NA,NA
A10BA,Biguanides,NA,NA,NA,NA
A10BA01,phenformin,0.1,g,O,NA
A10BA02,metformin,2,g,O,NA
A10BA03,buformin,0.2,g,O,NA
A10BB,Sulfonylureas,NA,NA,NA,NA
A10BB01,glibenclamide,7,mg,O,microcryst.substance
A10BB01,glibenclamide,10,mg,O,NA
A10BB02,chlorpropamide,0.375,g,O,NA
A10BB03,tolbutamide,1.5,g,O,NA
A10BB04,glibornuride,38,mg,O,NA
A10BB05,tolazamide,0.5,g,O,NA
A10BB06,carbutamide,0.75,g,O,NA
A10BB07,glipizide,10,mg,O,NA
A10BB08,gliquidone,60,mg,O,NA
A10BB09,gliclazide,60,mg,O,NA
A10BB10,metahexamide,NA,NA,NA,NA
A10BB11,glisoxepide,NA,NA,NA,NA
A10BB12,glimepiride,2,mg,O,NA
A10BB31,acetohexamide,0.5,g,O,NA
A10BC,Sulfonamides (heterocyclic),NA,NA,NA,NA
A10BC01,glymidine,1,g,O,NA
A10BD,Combinations of oral blood glucose lowering drugs,NA,NA,NA,NA
A10BD01,phenformin and sulfonylureas,NA,NA,NA,NA
A10BD02,metformin and sulfonylureas,NA,NA,NA,NA
A10BD03,metformin and rosiglitazone,NA,NA,NA,NA
A10BD04,glimepiride and rosiglitazone,NA,NA,NA,NA
A10BD05,metformin and pioglitazone,NA,NA,NA,NA
A10BD06,glimepiride and pioglitazone,NA,NA,NA,NA
A10BD07,metformin and sitagliptin,NA,NA,NA,NA
A10BD08,metformin and vildagliptin,NA,NA,NA,NA
A10BD09,pioglitazone and alogliptin,NA,NA,NA,NA
A10BD10,metformin and saxagliptin,NA,NA,NA,NA
A10BD11,metformin and linagliptin,NA,NA,NA,NA
A10BD12,pioglitazone and sitagliptin,NA,NA,NA,NA
A10BD13,metformin and alogliptin,NA,NA,NA,NA
A10BD14,metformin and repaglinide,NA,NA,NA,NA
A10BD15,metformin and dapagliflozin,NA,NA,NA,NA
A10BD16,metformin and canagliflozin,NA,NA,NA,NA
A10BD17,metformin and acarbose,NA,NA,NA,NA
A10BD18,metformin and gemigliptin,NA,NA,NA,NA
A10BD19,linagliptin and empagliflozin,NA,NA,NA,NA
A10BD20,metformin and empagliflozin,NA,NA,NA,NA
A10BD21,saxagliptin and dapagliflozin,NA,NA,NA,NA
A10BD22,metformin and evogliptin,NA,NA,NA,NA
A10BD23,metformin and ertugliflozin,NA,NA,NA,NA
A10BD24,sitagliptin and ertugliflozin,NA,NA,NA,NA
A10BD25,"metformin, saxagliptin and dapagliflozin",NA,NA,NA,NA
A10BD26,metformin and lobeglitazone,NA,NA,NA,NA
A10BD27,"metformin, linagliptin and empagliflozin",NA,NA,NA,NA
A10BF,Alpha glucosidase inhibitors,NA,NA,NA,NA
A10BF01,acarbose,0.3,g,O,NA
A10BF02,miglitol,0.3,g,O,NA
A10BF03,voglibose,0.6,mg,O,NA
A10BG,Thiazolidinediones,NA,NA,NA,NA
A10BG01,troglitazone,0.4,g,O,NA
A10BG02,rosiglitazone,6,mg,O,NA
A10BG03,pioglitazone,30,mg,O,NA
A10BG04,lobeglitazone,0.5,mg,O,NA
A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,NA,NA,NA,NA
A10BH01,sitagliptin,0.1,g,O,NA
A10BH02,vildagliptin,0.1,g,O,NA
A10BH03,saxagliptin,5,mg,O,NA
A10BH04,alogliptin,25,mg,O,NA
A10BH05,linagliptin,5,mg,O,NA
A10BH06,gemigliptin,50,mg,O,NA
A10BH07,evogliptin,5,mg,O,NA
A10BH08,teneligliptin,NA,NA,NA,NA
A10BH51,sitagliptin and simvastatin,NA,NA,NA,NA
A10BH52,gemigliptin and rosuvastatin,NA,NA,NA,NA
A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,NA,NA,NA,NA
A10BJ01,exenatide,0.286,mg,P,depot inj
A10BJ01,exenatide,15,mcg,P,NA
A10BJ02,liraglutide,1.5,mg,P,NA
A10BJ03,lixisenatide,20,mcg,P,NA
A10BJ04,albiglutide,5.7,mg,P,NA
A10BJ05,dulaglutide,0.16,mg,P,NA
A10BJ06,semaglutide,10.5,mg,O,NA
A10BJ06,semaglutide,0.11,mg,P,NA
A10BJ07,beinaglutide,NA,NA,NA,NA
A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,NA,NA,NA,NA
A10BK01,dapagliflozin,10,mg,O,NA
A10BK02,canagliflozin,0.2,g,O,NA
A10BK03,empagliflozin,17.5,mg,O,NA
A10BK04,ertugliflozin,10,mg,O,NA
A10BK05,ipragliflozin,NA,NA,NA,NA
A10BK06,sotagliflozin,NA,NA,NA,NA
A10BK07,luseogliflozin,NA,NA,NA,NA
A10BX,"Other blood glucose lowering drugs, excl. insulins",NA,NA,NA,NA
A10BX01,guar gum,NA,NA,NA,NA
A10BX02,repaglinide,4,mg,O,NA
A10BX03,nateglinide,0.36,g,O,NA
A10BX05,pramlintide,NA,NA,NA,NA
A10BX06,benfluorex,0.45,g,O,NA
A10BX08,mitiglinide,30,mg,O,NA
A10BX15,imeglimin,NA,NA,NA,NA
A10BX16,tirzepatide,NA,NA,NA,NA
A10BX17,carfloglitazar,NA,NA,NA,NA
A10BX18,dorzagliatin,NA,NA,NA,NA
A10X,OTHER DRUGS USED IN DIABETES,NA,NA,NA,NA
A10XA,Aldose reductase inhibitors,NA,NA,NA,NA
A10XA01,tolrestat,NA,NA,NA,NA
A11,VITAMINS,NA,NA,NA,NA
A11A,"MULTIVITAMINS, COMBINATIONS",NA,NA,NA,NA
A11AA,Multivitamins with minerals,NA,NA,NA,NA
A11AA01,multivitamins and iron,NA,NA,NA,NA
A11AA02,multivitamins and calcium,NA,NA,NA,NA
A11AA03,"multivitamins and other minerals, incl. combinations",NA,NA,NA,NA
A11AA04,multivitamins and trace elements,NA,NA,NA,NA
A11AB,"Multivitamins, other combinations",NA,NA,NA,NA
A11B,"MULTIVITAMINS, PLAIN",NA,NA,NA,NA
A11BA,"Multivitamins, plain",NA,NA,NA,NA
A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",NA,NA,NA,NA
A11CA,"Vitamin A, plain",NA,NA,NA,NA
A11CA01,retinol (vit A),50,TU,O,NA
A11CA01,retinol (vit A),50,TU,P,NA
A11CA02,betacarotene,NA,NA,NA,NA
A11CB,Vitamin A and D in combination,NA,NA,NA,NA
A11CC,Vitamin D and analogues,NA,NA,NA,NA
A11CC01,ergocalciferol,NA,NA,NA,NA
A11CC02,dihydrotachysterol,1,mg,O,NA
A11CC03,alfacalcidol,1,mcg,O,NA
A11CC03,alfacalcidol,1,mcg,P,NA
A11CC04,calcitriol,1,mcg,O,NA
A11CC04,calcitriol,1,mcg,P,NA
A11CC05,colecalciferol,20,mcg,O,NA
A11CC06,calcifediol,NA,NA,NA,NA
A11CC20,combinations,NA,NA,NA,NA
A11CC55,"colecalciferol, combinations",NA,NA,NA,NA
A11D,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",NA,NA,NA,NA
A11DA,"Vitamin B1, plain",NA,NA,NA,NA
A11DA01,thiamine (vit B1),50,mg,O,NA
A11DA01,thiamine (vit B1),50,mg,P,NA
A11DA02,sulbutiamine,NA,NA,NA,NA
A11DA03,benfotiamine,NA,NA,NA,NA
A11DB,Vitamin B1 in combination with vitamin B6 and/or vitamin B12,NA,NA,NA,NA
A11E,"VITAMIN B-COMPLEX, INCL. COMBINATIONS",NA,NA,NA,NA
A11EA,"Vitamin B-complex, plain",NA,NA,NA,NA
A11EB,Vitamin B-complex with vitamin C,NA,NA,NA,NA
A11EC,Vitamin B-complex with minerals,NA,NA,NA,NA
A11ED,Vitamin B-complex with anabolic steroids,NA,NA,NA,NA
A11EX,"Vitamin B-complex, other combinations",NA,NA,NA,NA
A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",NA,NA,NA,NA
A11GA,"Ascorbic acid (vitamin C), plain",NA,NA,NA,NA
A11GA01,ascorbic acid (vit C),0.2,g,O,NA
A11GA01,ascorbic acid (vit C),0.2,g,P,NA
A11GB,"Ascorbic acid (vitamin C), combinations",NA,NA,NA,NA
A11GB01,ascorbic acid (vit C) and calcium,NA,NA,NA,NA
A11H,OTHER PLAIN VITAMIN PREPARATIONS,NA,NA,NA,NA
A11HA,Other plain vitamin preparations,NA,NA,NA,NA
A11HA01,nicotinamide,0.15,g,O,NA
A11HA02,pyridoxine (vit B6),0.16,g,O,NA
A11HA02,pyridoxine (vit B6),0.16,g,P,NA
A11HA03,tocopherol (vit E),0.2,g,O,NA
A11HA03,tocopherol (vit E),0.2,g,P,NA
A11HA04,riboflavin (vit B2),NA,NA,NA,NA
A11HA05,biotin,NA,NA,NA,NA
A11HA06,pyridoxal phosphate,NA,NA,NA,NA
A11HA07,inositol,NA,NA,NA,NA
A11HA08,tocofersolan,0.2,g,O,Expressed as tocopherol
A11HA30,dexpanthenol,NA,NA,NA,NA
A11HA31,calcium pantothenate,NA,NA,NA,NA
A11HA32,pantethine,NA,NA,NA,NA
A11J,"OTHER VITAMIN PRODUCTS, COMBINATIONS",NA,NA,NA,NA
A11JA,Combinations of vitamins,NA,NA,NA,NA
A11JB,Vitamins with minerals,NA,NA,NA,NA
A11JC,"Vitamins, other combinations",NA,NA,NA,NA
A12,MINERAL SUPPLEMENTS,NA,NA,NA,NA
A12A,CALCIUM,NA,NA,NA,NA
A12AA,Calcium,NA,NA,NA,NA
A12AA01,calcium phosphate,2,g,O,NA
A12AA02,calcium glubionate,NA,NA,NA,NA
A12AA03,calcium gluconate,3,g,O,NA
A12AA04,calcium carbonate,3,g,O,NA
A12AA05,calcium lactate,2,g,O,NA
A12AA06,calcium lactate gluconate,3,g,O,equivalent to 0.5 g Ca2+
A12AA07,calcium chloride,NA,NA,NA,NA
A12AA08,calcium glycerylphosphate,NA,NA,NA,NA
A12AA09,calcium citrate lysine complex,0.5,g,O,NA
A12AA10,calcium glucoheptonate,3,g,O,NA
A12AA11,calcium pangamate,NA,NA,NA,NA
A12AA13,calcium citrate,NA,NA,NA,NA
A12AA20,calcium (different salts in combination),0.5,g,O,Ca2+
A12AA30,calcium laevulate,NA,NA,NA,NA
A12AX,"Calcium, combinations with vitamin D and/or other drugs",NA,NA,NA,NA
A12B,POTASSIUM,NA,NA,NA,NA
A12BA,Potassium,NA,NA,NA,NA
A12BA01,potassium chloride,3,g,O,NA
A12BA02,potassium citrate,4,g,O,NA
A12BA03,potassium hydrogentartrate,7.5,g,O,NA
A12BA04,potassium hydrogencarbonate,4,g,O,NA
A12BA05,potassium gluconate,NA,NA,NA,NA
A12BA30,potassium (different salts in combination),NA,NA,NA,NA
A12BA51,"potassium chloride, combinations",NA,NA,NA,NA
A12C,OTHER MINERAL SUPPLEMENTS,NA,NA,NA,NA
A12CA,Sodium,NA,NA,NA,NA
A12CA01,sodium chloride,1,g,O,NA
A12CA02,sodium sulfate,NA,NA,NA,NA
A12CB,Zinc,NA,NA,NA,NA
A12CB01,zinc sulfate,0.6,g,O,NA
A12CB02,zinc gluconate,NA,NA,NA,NA
A12CB03,zinc protein complex,NA,NA,NA,NA
A12CC,Magnesium,NA,NA,NA,NA
A12CC01,magnesium chloride,2.5,g,O,NA
A12CC02,magnesium sulfate,3,g,O,NA
A12CC03,magnesium gluconate,5,g,O,NA
A12CC04,magnesium citrate,2,g,O,NA
A12CC05,magnesium aspartate,NA,NA,NA,NA
A12CC06,magnesium lactate,NA,NA,NA,NA
A12CC07,magnesium levulinate,NA,NA,NA,NA
A12CC08,magnesium pidolate,NA,NA,NA,NA
A12CC09,magnesium orotate,NA,NA,NA,NA
A12CC10,magnesium oxide,NA,NA,NA,NA
A12CC30,magnesium (different salts in combination),NA,NA,NA,NA
A12CD,Fluoride,NA,NA,NA,NA
A12CD01,sodium fluoride,88,mg,O,40 mg fluoride
A12CD02,sodium monofluorophosphate,0.152,g,O,20 mg fluoride
A12CD51,"fluoride, combinations",NA,NA,NA,NA
A12CE,Selenium,NA,NA,NA,NA
A12CE01,sodium selenate,0.2,mg,O,Se
A12CE02,sodium selenite,0.2,mg,O,Se
A12CX,Other mineral products,NA,NA,NA,NA
A13,TONICS,NA,NA,NA,NA
A13A,TONICS,NA,NA,NA,NA
A14,ANABOLIC AGENTS FOR SYSTEMIC USE,NA,NA,NA,NA
A14A,ANABOLIC STEROIDS,NA,NA,NA,NA
A14AA,Androstan derivatives,NA,NA,NA,NA
A14AA01,androstanolone,NA,NA,NA,NA
A14AA02,stanozolol,5,mg,O,NA
A14AA02,stanozolol,3.5,mg,P,NA
A14AA03,metandienone,5,mg,O,NA
A14AA04,metenolone,10,mg,O,NA
A14AA04,metenolone,7,mg,P,NA
A14AA05,oxymetholone,0.25,g,O,NA
A14AA06,quinbolone,NA,NA,NA,NA
A14AA07,prasterone,NA,NA,NA,NA
A14AA08,oxandrolone,NA,NA,NA,NA
A14AA09,norethandrolone,NA,NA,NA,NA
A14AB,Estren derivatives,NA,NA,NA,NA
A14AB01,nandrolone,2,mg,P,NA
A14AB02,ethylestrenol,2,mg,O,NA
A14AB03,oxabolone cipionate,NA,NA,NA,NA
A14B,OTHER ANABOLIC AGENTS,NA,NA,NA,NA
A15,APPETITE STIMULANTS,NA,NA,NA,NA
A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,NA,NA,NA,NA
A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,NA,NA,NA,NA
A16AA,Amino acids and derivatives,NA,NA,NA,NA
A16AA01,levocarnitine,2,g,O,NA
A16AA01,levocarnitine,2,g,P,NA
A16AA02,ademetionine,NA,NA,NA,NA
A16AA03,glutamine,NA,NA,NA,NA
A16AA04,mercaptamine,2,g,O,NA
A16AA05,carglumic acid,0.2,g,O,NA
A16AA06,betaine,6,g,O,NA
A16AA07,metreleptin,NA,NA,NA,NA
A16AB,Enzymes,NA,NA,NA,NA
A16AB01,alglucerase,NA,NA,NA,NA
A16AB02,imiglucerase,300,U,P,NA
A16AB03,agalsidase alfa,1,mg,P,NA
A16AB04,agalsidase beta,5,mg,P,NA
A16AB05,laronidase,1,TU,P,NA
A16AB06,sacrosidase,68,TU,O,NA
A16AB07,alglucosidase alfa,0.1,g,P,NA
A16AB08,galsulfase,NA,NA,NA,NA
A16AB09,idursulfase,NA,NA,NA,NA
A16AB10,velaglucerase alfa,300,U,P,NA
A16AB11,taliglucerase alfa,NA,NA,NA,NA
A16AB12,elosulfase alfa,20,mg,P,NA
A16AB13,asfotase alfa,NA,NA,NA,NA
A16AB14,sebelipase alfa,5,mg,P,NA
A16AB15,velmanase alfa,10,mg,P,NA
A16AB16,idursulfase beta,NA,NA,NA,NA
A16AB17,cerliponase alfa,21,mg,P,NA
A16AB18,vestronidase alfa,NA,NA,NA,NA
A16AB19,pegvaliase,NA,NA,NA,NA
A16AB20,pegunigalsidase alfa,NA,NA,NA,NA
A16AB21,atidarsagene autotemcel,NA,NA,NA,NA
A16AB22,avalglucosidase alfa,NA,NA,NA,NA
A16AB23,cipaglucosidase alfa,NA,NA,NA,NA
A16AB24,pegzilarginase,NA,NA,NA,NA
A16AB25,olipudase alfa,NA,NA,NA,NA
A16AX,Various alimentary tract and metabolism products,NA,NA,NA,NA
A16AX01,thioctic acid,0.6,g,O,NA
A16AX01,thioctic acid,0.6,g,P,NA
A16AX02,anethole trithione,NA,NA,NA,NA
A16AX03,sodium phenylbutyrate,20,g,O,NA
A16AX04,nitisinone,20,mg,O,NA
A16AX05,zinc acetate,0.15,g,O,NA
A16AX06,miglustat,0.3,g,O,NA
A16AX07,sapropterin,NA,NA,NA,NA
A16AX08,teduglutide,5,mg,P,NA
A16AX09,glycerol phenylbutyrate,15,g,O,NA
A16AX10,eliglustat,0.168,g,O,NA
A16AX11,sodium benzoate,NA,NA,NA,NA
A16AX12,trientine,0.45,g,O,Expressed as trientine
A16AX13,uridine triacetate,NA,NA,NA,NA
A16AX14,migalastat,61.5,mg,O,NA
A16AX15,telotristat,0.75,g,O,NA
A16AX16,givosiran,NA,NA,NA,NA
A16AX17,triheptanoin,NA,NA,NA,NA
A16AX18,lumasiran,NA,NA,NA,NA
A16AX19,fosdenopterin,NA,NA,NA,NA
A16AX20,lonafarnib,NA,NA,NA,NA
A16AX21,elivaldogene autotemcel,NA,NA,NA,NA
A16AX22,tiomolibdic acid,NA,NA,NA,NA
A16AX30,sodium benzoate and sodium phenylacetate,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,NA,NA,NA,NA
B01,ANTITHROMBOTIC AGENTS,NA,NA,NA,NA
B01A,ANTITHROMBOTIC AGENTS,NA,NA,NA,NA
B01AA,Vitamin K antagonists,NA,NA,NA,NA
B01AA01,dicoumarol,0.1,g,O,NA
B01AA02,phenindione,0.1,g,O,NA
B01AA03,warfarin,7.5,mg,O,NA
B01AA03,warfarin,7.5,mg,P,NA
B01AA04,phenprocoumon,3,mg,O,NA
B01AA07,acenocoumarol,5,mg,O,NA
B01AA08,ethyl biscoumacetate,0.6,g,O,NA
B01AA09,clorindione,NA,NA,NA,NA
B01AA10,diphenadione,NA,NA,NA,NA
B01AA11,tioclomarol,NA,NA,NA,NA
B01AA12,fluindione,NA,NA,NA,NA
B01AB,Heparin group,NA,NA,NA,NA
B01AB01,heparin,10,TU,P,NA
B01AB02,antithrombin III,2.1,TU,P,NA
B01AB04,dalteparin,2.5,TU,P,anti Xa
B01AB05,enoxaparin,2,TU,P,anti Xa
B01AB06,nadroparin,2.85,TU,P,anti Xa
B01AB07,parnaparin,3.2,TU,P,anti Xa
B01AB08,reviparin,1.43,TU,P,anti Xa
B01AB09,danaparoid,1.5,TU,P,anti Xa
B01AB10,tinzaparin,3.5,TU,P,anti Xa
B01AB11,sulodexide,500,LSU,O,LSU = lipoprotein lipase releasing units
B01AB11,sulodexide,500,LSU,P,LSU = lipoprotein lipase releasing units
B01AB12,bemiparin,2.5,TU,P,NA
B01AB51,"heparin, combinations",NA,NA,NA,NA
B01AC,Platelet aggregation inhibitors excl. heparin,NA,NA,NA,NA
B01AC01,ditazole,NA,NA,NA,NA
B01AC02,cloricromen,NA,NA,NA,NA
B01AC03,picotamide,NA,NA,NA,NA
B01AC04,clopidogrel,75,mg,O,NA
B01AC05,ticlopidine,0.5,g,O,NA
B01AC06,acetylsalicylic acid,1,tablet,O,Independent of strength
B01AC07,dipyridamole,0.4,g,O,NA
B01AC07,dipyridamole,0.2,g,P,NA
B01AC08,carbasalate calcium,1,tablet,O,NA
B01AC09,epoprostenol,NA,NA,NA,NA
B01AC10,indobufen,NA,NA,NA,NA
B01AC11,iloprost,0.15,mg,Inhal.solution,NA
B01AC11,iloprost,50,mcg,P,NA
B01AC13,abciximab,25,mg,P,NA
B01AC15,aloxiprin,NA,NA,NA,NA
B01AC16,eptifibatide,0.2,g,P,NA
B01AC17,tirofiban,10,mg,P,NA
B01AC18,triflusal,0.6,g,O,NA
B01AC19,beraprost,NA,NA,NA,NA
B01AC21,treprostinil,4.3,mg,P,NA
B01AC22,prasugrel,10,mg,O,NA
B01AC23,cilostazol,0.2,g,O,NA
B01AC24,ticagrelor,0.18,g,O,NA
B01AC25,cangrelor,50,mg,P,NA
B01AC26,vorapaxar,2.08,mg,O,NA
B01AC27,selexipag,1.8,mg,O,NA
B01AC30,combinations,NA,NA,NA,NA
B01AC56,"acetylsalicylic acid, combinations with proton pump inhibitors",NA,NA,NA,NA
B01AD,Enzymes,NA,NA,NA,NA
B01AD01,streptokinase,1.5,MU,P,NA
B01AD02,alteplase,0.1,g,P,NA
B01AD03,anistreplase,30,U,P,NA
B01AD04,urokinase,3,MU,P,NA
B01AD05,fibrinolysin,NA,NA,NA,NA
B01AD06,brinase,NA,NA,NA,NA
B01AD07,reteplase,20,U,P,NA
B01AD08,saruplase,NA,NA,NA,NA
B01AD09,ancrod,NA,NA,NA,NA
B01AD10,drotrecogin alfa (activated),40,mg,P,NA
B01AD11,tenecteplase,40,mg,P,NA
B01AD12,protein C,NA,NA,NA,NA
B01AE,Direct thrombin inhibitors,NA,NA,NA,NA
B01AE01,desirudin,30,mg,P,NA
B01AE02,lepirudin,0.25,g,P,NA
B01AE03,argatroban,0.2,g,P,NA
B01AE04,melagatran,6,mg,P,NA
B01AE05,ximelagatran,48,mg,O,NA
B01AE06,bivalirudin,0.25,g,P,NA
B01AE07,dabigatran etexilate,0.3,g,O,NA
B01AF,Direct factor Xa inhibitors,NA,NA,NA,NA
B01AF01,rivaroxaban,20,mg,O,NA
B01AF02,apixaban,10,mg,O,NA
B01AF03,"""edoxaban",NA,60,mg,O
B01AF04,betrixaban,NA,NA,NA,NA
B01AX,Other antithrombotic agents,NA,NA,NA,NA
B01AX01,defibrotide,1.75,g,P,NA
B01AX04,dermatan sulfate,NA,NA,NA,NA
B01AX05,fondaparinux,2.5,mg,P,NA
B01AX07,caplacizumab,10,mg,P,NA
B02,ANTIHEMORRHAGICS,NA,NA,NA,NA
B02A,ANTIFIBRINOLYTICS,NA,NA,NA,NA
B02AA,Amino acids,NA,NA,NA,NA
B02AA01,aminocaproic acid,16,g,O,NA
B02AA01,aminocaproic acid,16,g,P,NA
B02AA02,tranexamic acid,2,g,O,NA
B02AA02,tranexamic acid,2,g,P,NA
B02AA03,aminomethylbenzoic acid,0.25,g,O,NA
B02AB,Proteinase inhibitors,NA,NA,NA,NA
B02AB01,aprotinin,500,TU,P,NA
B02AB02,alfa1 antitrypsin,0.6,g,P,NA
B02AB04,camostat,NA,NA,NA,NA
B02AB05,ulinastatin,NA,NA,NA,NA
B02B,VITAMIN K AND OTHER HEMOSTATICS,NA,NA,NA,NA
B02BA,Vitamin K,NA,NA,NA,NA
B02BA01,phytomenadione,20,mg,O,NA
B02BA01,phytomenadione,20,mg,P,NA
B02BA02,menadione,10,mg,O,NA
B02BA02,menadione,2,mg,P,NA
B02BB,Fibrinogen,NA,NA,NA,NA
B02BB01,"fibrinogen, human",5,g,P,NA
B02BC,Local hemostatics,NA,NA,NA,NA
B02BC01,absorbable gelatin sponge,NA,NA,NA,NA
B02BC02,oxidized cellulose,NA,NA,NA,NA
B02BC03,tetragalacturonic acid hydroxymethylester,NA,NA,NA,NA
B02BC05,adrenalone,NA,NA,NA,NA
B02BC06,thrombin,NA,NA,NA,NA
B02BC07,collagen,NA,NA,NA,NA
B02BC08,calcium alginate,NA,NA,NA,NA
B02BC09,epinephrine,NA,NA,NA,NA
B02BC30,combinations,NA,NA,NA,NA
B02BD,Blood coagulation factors,NA,NA,NA,NA
B02BD01,"coagulation factor IX, II, VII and X in combination",NA,NA,NA,NA
B02BD02,coagulation factor VIII,NA,NA,NA,NA
B02BD03,factor VIII inhibitor bypassing activity,NA,NA,NA,NA
B02BD04,coagulation factor IX,NA,NA,NA,NA
B02BD05,coagulation factor VII,NA,NA,NA,NA
B02BD06,von Willebrand factor and coagulation factor VIII in combination,NA,NA,NA,NA
B02BD07,coagulation factor XIII,NA,NA,NA,NA
B02BD08,coagulation factor VIIa,NA,NA,NA,NA
B02BD10,von Willebrand factor,NA,NA,NA,NA
B02BD11,catridecacog,NA,NA,NA,NA
B02BD13,coagulation factor X,NA,NA,NA,NA
B02BD14,susoctocog alfa,NA,NA,NA,NA
B02BD30,thrombin,NA,NA,NA,NA
B02BX,Other systemic hemostatics,NA,NA,NA,NA
B02BX01,etamsylate,NA,NA,NA,NA
B02BX02,carbazochrome,NA,NA,NA,NA
B02BX03,batroxobin,NA,NA,NA,NA
B02BX04,romiplostim,30,mcg,P,NA
