YEAR,LOCATION,SV,MEASUREMENT_METHOD,OBSERVATION
2016,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,3385
2017,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,3426
2018,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,3483
2019,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,3557
2020,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,3724
2000,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,525
2001,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,802
2002,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,1039
2003,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,1299
2004,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,1559
2005,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,1821
2006,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,2092
2007,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,2337
2008,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,2641
2009,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,2942
2010,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,3142
2011,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,2984
2012,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,2813
2013,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,2666
2014,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,2647
2015,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,2609
2016,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,2624
2017,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,2643
2018,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,2666
2019,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,2713
2020,country/USA,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,2850
2000,country/USA,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,1427
2001,country/USA,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,1836
2002,country/USA,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,2233
2003,country/USA,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,2720
2004,country/USA,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,3094
2005,country/USA,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,3646
2006,country/USA,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,4117
2007,country/USA,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,4584
2008,country/USA,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,5129
2009,country/USA,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,5648
2010,country/USA,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,6047
2011,country/USA,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,6141
2012,country/USA,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,6218
2013,country/USA,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,6448
2014,country/USA,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,6448
2015,country/USA,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,6590
2016,country/USA,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,6877
2017,country/USA,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,7097
2018,country/USA,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,7420
2019,country/USA,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,7662
2020,country/USA,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,8015
1981,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,19722
1982,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,19608
1983,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,19561
1984,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,19636
1985,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,19700
1986,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,19762
1987,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,19881
1988,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,19960
1989,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,19971
1990,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,20164
1991,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,20737
1992,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,21812
1993,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,23486
1994,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,25658
1995,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,27825
1996,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,30412
1997,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,33515
1998,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,36437
1999,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,38953
2000,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,65847
2001,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,72948
2002,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,79828
2003,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,87383
2004,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,95507
2005,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,105046
2006,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,115999
2007,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,126846
2008,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,137598
2009,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,147878
2010,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,155580
2011,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,158892
2012,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,159311
2013,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,161253
2014,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,163339
2015,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,166401
2016,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,171118
2017,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,175477
2018,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,181065
2019,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,185799
2020,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,190276
2010,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,160678
2011,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,164098
2012,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,164571
2013,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,166702
2014,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,168809
2015,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,171985
2016,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,176950
2017,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,181503
2018,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,187367
2019,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,192318
2020,country/USA,dcid:Count_Person_HispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,197089
1981,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,3887242
1982,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,3894866
1983,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,3904587
1984,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,3923002
1985,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,3944409
1986,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,3964145
1987,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,3988507
1988,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,3997831
1989,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4005027
1990,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4023713
1991,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4065703
1992,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4112806
1993,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4164825
1994,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4202292
1995,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4229689
1996,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4254514
1997,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4280941
1998,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4308478
1999,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4324513
2000,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4375157
2001,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4381912
2002,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4385910
2003,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4400019
2004,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4417445
2005,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4444983
2006,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4491139
2007,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4522188
2008,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4554497
2009,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4581420
2010,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4599420
2011,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4610314
2012,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4626743
2013,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4639498
2014,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4649377
2015,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4656682
2016,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4663158
2017,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4669265
2018,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4676347
2019,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4687176
2020,country/USA,dcid:Count_Person_NotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4694975
2010,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,53146
2011,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,53632
2012,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,54276
2013,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,54803
2014,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,55333
2015,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,55879
2016,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,56261
2017,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,56681
2018,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,57156
2019,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,57786
2020,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,58450
1981,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,8308
1982,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,8985
1983,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,9724
1984,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,10502
1985,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,11380
1986,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,12292
1987,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,13252
1988,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,14304
1989,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,15399
1990,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,16249
1991,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,16214
1992,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,15751
1993,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,15482
1994,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,15153
1995,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,15035
1996,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,14983
1997,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,14696
1998,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,14232
1999,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,13967
2000,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,21956
2001,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,22283
2002,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,22649
2003,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,23102
2004,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,23448
2005,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,23799
2006,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,24303
2007,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,24786
2008,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,25214
2009,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,25569
2010,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,26120
2011,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,26147
2012,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,26225
2013,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,26358
2014,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,26553
2015,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,26694
2016,country/USA,dcid:Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,26737
