"Table with row headers in columns A, C, and D and column headers in row 6.",,,,,,,,,,,,,,,,,,,,,
"Estimates of the Population of States by Age, Sex, and Race:  1970-1979",,,,,,,,,,,,,,,,,,,,,
"Source:  1970-1979 Population Estimates by Age, Sex, and Race, PE-19",,,,,,,,,,,,,,,,,,,,,
"Internet Release Date:  November 5, 2004",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Year of Estimate,FIPS State Code,State Name,Race/Sex Indicator,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 29 years,30 to 34 years,35 to 39 years,40 to 44 years,45 to 49 years,50 to 54 years,55 to 59 years,60 to 64 years,65 to 69 years,70 to 74 years,75 to 79 years,80 to 84 years,85 years and over
1970,33,New Hampshire,Other races male,104,78,63,75,107,74,60,63,44,29,29,13,16,17,14,9,3,18
1970,33,New Hampshire,Other races female,108,84,72,53,99,105,80,97,66,39,18,23,19,12,17,20,6,12
1970,34,New Jersey,White male,"253,250","302,986","315,246","275,147","215,550","196,703","171,506","176,885","203,711","210,841","196,386","171,756","138,948","101,338","75,134","49,386","26,858","13,643"
1970,34,New Jersey,White female,"241,642","287,874","302,941","265,234","233,648","209,095","179,796","185,283","213,522","226,579","211,735","184,420","155,587","127,640","108,147","77,115","46,376","27,981"
1970,34,New Jersey,Black male,"44,667","48,996","46,562","36,967","28,025","24,884","22,548","21,414","20,718","18,532","15,058","11,921","9,532","7,448","4,670","2,679","1,391",863
1970,34,New Jersey,Black female,"44,451","48,222","46,242","38,274","34,465","31,631","28,645","26,076","24,045","21,183","17,257","14,343","11,756","9,609","6,371","3,681","2,191","1,488"
1970,34,New Jersey,Other races male,"2,127","1,807","1,566","1,359","1,427","1,642","1,795","1,425","1,096",839,551,445,384,315,233,130,123,98
1970,34,New Jersey,Other races female,"2,143","1,840","1,503","1,379","1,853","2,234","1,964","1,719","1,321",855,551,491,382,315,252,170,104,78
1970,35,New Mexico,White male,"42,815","53,113","55,754","48,016","37,626","29,411","26,267","26,097","26,314","25,005","21,987","19,367","15,844","11,642","8,160","5,490","3,217","1,671"
1970,35,New Mexico,White female,"41,518","51,119","54,341","47,484","38,513","30,642","28,184","27,215","27,285","26,480","22,866","20,211","17,037","13,166","9,654","6,860","4,087","2,607"
1970,35,New Mexico,Black male,"1,122","1,377","1,278","1,128","1,065",606,546,605,479,383,341,276,239,192,128,83,34,22
1970,35,New Mexico,Black female,"1,146","1,327","1,316","1,114",857,594,581,580,519,383,324,341,239,190,113,82,51,26
1970,35,New Mexico,Other races male,"5,377","6,028","5,281","4,253","2,790","2,345","2,043","1,730","1,490","1,302","1,090",940,787,709,454,319,182,147
1970,35,New Mexico,Other races female,"5,403","6,195","5,558","4,579","3,413","2,707","2,451","2,215","1,812","1,395","1,144","1,001",845,644,364,231,166,148
1970,36,New York,White male,"630,322","718,099","748,166","678,838","557,380","505,076","424,962","422,552","471,678","480,059","451,280","421,114","369,794","282,769","211,971","140,561","76,480","39,267"
1970,36,New York,White female,"602,063","685,549","714,998","679,001","644,516","536,918","445,349","445,010","504,282","527,058","504,883","475,866","426,685","361,919","302,397","211,567","126,462","77,292"
1970,36,New York,Black male,"116,301","128,574","119,944","98,803","75,174","74,892","68,388","62,705","59,625","54,549","43,188","33,931","26,585","20,177","12,563","6,671","3,253","1,833"
1970,36,New York,Black female,"115,117","126,310","119,355","102,977","100,220","97,395","87,205","78,745","74,487","66,322","55,601","45,222","36,567","28,431","18,142","10,395","5,859","4,031"
1970,36,New York,Other races male,"9,628","8,841","8,059","7,774","7,793","8,201","8,695","7,064","5,619","4,851","3,829","3,195","2,884","2,521","1,738",996,553,322
1970,36,New York,Other races female,"9,313","8,424","7,712","7,745","9,313","9,632","8,395","6,890","5,933","4,509","3,576","3,025","2,401","1,798","1,393",860,501,331
1970,37,North Carolina,White male,"162,034","181,838","189,528","197,625","189,310","141,257","119,416","113,970","118,916","116,811","103,448","89,659","73,187","53,228","37,483","24,388","12,942","7,044"
1970,37,North Carolina,White female,"153,847","172,938","180,876","179,165","176,819","141,626","122,832","118,667","123,576","123,219","111,380","100,816","88,377","70,333","53,637","37,352","22,184","14,021"
1970,37,North Carolina,Black male,"58,242","67,282","73,111","70,283","47,901","30,430","24,762","23,339","25,176","25,295","24,062","21,773","17,373","14,229","9,086","5,417","2,895","1,870"
1970,37,North Carolina,Black female,"57,763","66,606","72,779","70,015","49,583","32,720","28,832","28,792","31,185","29,811","27,690","25,135","21,387","18,685","11,989","7,387","4,408","3,219"
1970,37,North Carolina,Other races male,"3,109","3,315","3,353","3,222","3,100","1,919","1,594","1,306","1,069",969,804,646,546,455,255,182,142,125
1970,37,North Carolina,Other races female,"3,061","3,213","3,257","2,865","2,659","2,098","1,937","1,623","1,379","1,123",892,797,640,435,318,183,150,136
1970,38,North Dakota,White male,"25,140","31,136","34,514","32,274","24,953","17,533","14,813","15,075","16,149","15,983","15,983","15,492","13,723","10,589","8,214","5,959","3,719","2,207"
1970,38,North Dakota,White female,"23,820","29,854","33,170","30,985","23,178","16,429","15,108","15,099","15,908","15,409","15,684","15,085","13,475","10,953","9,067","6,983","4,748","3,196"
1970,38,North Dakota,Black male,172,183,153,107,368,146,136,175,60,7,8,4,5,3,3,1,2,3
1970,38,North Dakota,Black female,152,160,138,68,80,102,108,90,23,7,9,3,8,4,3,1,1,0
1970,38,North Dakota,Other races male,"1,113","1,284","1,189",868,528,438,373,332,298,261,204,166,191,141,78,55,30,21
1970,38,North Dakota,Other races female,"1,135","1,300","1,176",888,581,479,470,418,319,260,233,206,140,126,94,55,33,33
1970,39,Ohio,White male,"419,503","482,139","513,398","457,204","354,836","311,732","266,775","254,856","284,580","289,484","263,998","228,621","187,417","137,365","104,565","74,043","42,511","23,470"
1970,39,Ohio,White female,"400,289","460,108","490,945","456,810","408,100","322,030","277,706","264,433","295,848","309,032","282,016","246,764","211,948","172,540","145,809","111,589","70,288","45,752"
1970,39,Ohio,Black male,"49,228","55,640","60,323","50,817","33,714","27,115","24,358","24,875","27,130","26,124","21,982","18,559","14,739","12,114","8,433","4,895","2,409","1,502"
1970,39,Ohio,Black female,"48,608","56,138","61,185","52,657","42,658","32,658","30,307","30,476","31,821","29,129","24,137","20,396","16,530","13,976","9,841","6,077","3,313","2,350"
1970,39,Ohio,Other races male,"1,531","1,311","1,069",964,"1,190","1,362","1,283",883,733,671,471,359,293,281,230,171,102,96
1970,39,Ohio,Other races female,"1,695","1,352","1,166","1,083","1,563","1,676","1,389","1,168",995,693,500,392,384,319,260,213,121,97
1970,40,Oklahoma,White male,"87,141","104,584","112,362","108,525","95,277","74,562","62,235","60,684","64,419","66,063","60,366","56,934","52,217","42,177","31,297","21,400","12,380","7,399"
1970,40,Oklahoma,White female,"82,780","99,443","107,024","104,020","92,848","74,753","64,883","64,452","67,695","69,142","64,064","63,481","60,205","51,805","41,065","31,317","20,173","13,846"
1970,40,Oklahoma,Black male,"9,058","10,673","11,052","9,550","6,992","4,200","3,388","3,258","3,268","3,302","3,056","3,069","2,871","2,825","2,092","1,395",889,635
1970,40,Oklahoma,Black female,"9,021","10,652","10,861","9,783","6,975","4,917","4,428","4,391","4,257","4,120","3,802","3,927","3,762","3,555","2,581","1,708","1,045",943
1970,40,Oklahoma,Other races male,"5,406","6,194","6,386","5,854","4,056","3,089","2,670","2,439","2,363","2,476","2,043","2,079","1,755","1,676","1,130",660,374,246
1970,40,Oklahoma,Other races female,"5,210","6,124","6,568","5,877","4,235","3,139","2,936","2,840","2,748","2,700","2,421","2,431","2,128","2,048","1,412",959,561,374
1970,41,Oregon,White male,"81,255","96,224","104,945","98,499","73,957","67,983","56,879","51,596","56,480","59,048","57,498","53,671","45,258","35,430","26,683","18,783","11,101","6,423"
1970,41,Oregon,White female,"77,807","91,843","100,692","99,555","85,155","69,214","56,938","53,609","58,547","62,510","59,475","55,448","48,242","39,320","33,093","25,154","16,561","10,956"
1970,41,Oregon,Black male,"1,478","1,530","1,549","1,590","1,261",896,718,627,641,685,639,561,442,302,174,97,65,27
1970,41,Oregon,Black female,"1,331","1,523","1,562","1,758","1,272",802,714,600,659,730,622,514,418,271,168,110,65,63
1970,41,Oregon,Other races male,"1,542","1,561","1,594","1,620","1,729","1,220",994,782,738,743,602,525,434,370,240,159,136,89
1970,41,Oregon,Other races female,"1,499","1,693","1,780","1,773","1,787","1,239",988,994,902,816,580,457,327,331,259,181,94,77
1970,42,Pennsylvania,White male,"419,037","491,856","535,848","491,144","366,467","316,919","268,735","272,633","325,417","341,473","328,101","294,028","244,225","180,616","136,352","93,883","51,747","27,309"
1970,42,Pennsylvania,White female,"401,429","470,651","512,973","488,051","416,962","328,458","283,947","290,750","349,210","373,786","360,487","323,498","281,876","229,622","190,805","140,538","85,996","53,637"
1970,42,Pennsylvania,Black male,"50,704","57,640","59,192","49,558","34,093","28,194","24,636","24,981","27,345","27,797","23,550","19,793","16,387","13,920","9,887","5,403","2,534","1,588"
1970,42,Pennsylvania,Black female,"50,210","57,318","59,899","52,023","43,133","35,032","31,648","31,986","33,568","32,150","27,864","23,769","19,670","17,149","11,619","6,818","3,763","2,682"
1970,42,Pennsylvania,Other races male,"1,695","1,426","1,138","1,147","1,332","1,515","1,428","1,098",843,667,473,465,430,395,329,228,149,98
1970,42,Pennsylvania,Other races female,"1,759","1,426","1,240","1,205","1,848","1,946","1,473","1,211","1,059",735,535,465,417,401,340,234,167,111
1970,44,Rhode Island,White male,"37,139","42,245","43,581","42,907","47,297","29,183","22,739","22,462","26,356","28,075","25,974","23,309","19,170","14,756","11,340","7,799","4,317","2,249"
1970,44,Rhode Island,White female,"35,536","40,312","41,962","40,533","38,085","28,417","22,936","23,139","28,058","30,256","28,929","26,492","23,780","20,064","16,973","12,280","7,583","4,919"
1970,44,Rhode Island,Black male,"1,438","1,493","1,485","1,511","1,727",919,799,685,686,576,413,345,264,228,169,112,64,32
1970,44,Rhode Island,Black female,"1,373","1,491","1,468","1,318","1,145",881,796,739,728,617,522,418,333,281,237,147,99,66
1970,44,Rhode Island,Other races male,350,270,209,207,502,404,337,240,154,103,96,73,64,54,46,31,20,15
1970,44,Rhode Island,Other races female,304,262,233,195,249,247,229,196,149,119,90,82,66,68,51,40,23,20
1970,45,South Carolina,White male,"76,021","86,461","89,673","96,292","93,703","67,550","55,106","52,372","53,093","53,625","47,591","40,044","32,108","22,357","15,027","9,392","4,608","2,551"
1970,45,South Carolina,White female,"72,959","82,107","85,380","84,195","81,325","65,586","55,441","53,992","54,622","56,479","49,976","44,448","38,860","30,058","22,361","15,770","9,444","5,775"
1970,45,South Carolina,Black male,"43,307","50,316","54,068","51,393","31,774","20,810","16,388","15,309","16,103","16,574","15,834","13,969","10,959","9,197","5,675","3,518","1,942","1,182"
1970,45,South Carolina,Black female,"43,560","49,987","54,162","50,465","33,714","22,285","19,291","19,252","20,542","19,729","18,383","16,456","14,226","13,017","8,220","5,271","3,088","2,245"
1970,45,South Carolina,Other races male,308,259,245,350,561,307,269,179,144,100,55,50,56,39,24,23,12,55
1970,45,South Carolina,Other races female,323,272,256,248,341,319,314,279,202,143,77,54,79,54,31,29,20,22
1970,46,South Dakota,White male,"25,082","31,993","35,499","33,393","23,687","17,017","14,686","15,069","17,242","17,784","17,077","15,631","13,916","11,705","9,836","7,197","4,336","2,474"
1970,46,South Dakota,White female,"24,133","30,849","34,085","32,784","23,299","16,881","15,425","15,978","17,065","17,274","17,019","15,911","14,671","12,877","11,362","8,959","5,999","3,839"
1970,46,South Dakota,Black male,84,94,84,167,294,57,55,72,51,17,16,13,9,10,7,8,1,3
1970,46,South Dakota,Black female,87,101,88,64,60,38,51,47,16,22,20,12,7,9,7,1,5,1
1970,46,South Dakota,Other races male,"2,527","2,673","2,369","1,946","1,086",893,785,704,634,576,541,474,373,326,242,166,84,47
1970,46,South Dakota,Other races female,"2,561","2,564","2,354","2,066","1,300",982,848,862,725,646,539,462,368,338,220,148,92,66
1970,47,Tennessee,White male,"133,811","154,381","163,052","158,576","133,160","114,665","97,684","90,741","95,901","96,489","87,658","79,836","68,877","52,275","37,278","24,452","13,832","7,978"
1970,47,Tennessee,White female,"127,491","146,959","154,820","151,242","142,599","116,770","101,523","98,112","102,721","104,240","95,550","88,053","79,785","65,925","50,730","37,056","22,750","14,784"
1970,47,Tennessee,Black male,"31,990","37,295","39,312","35,043","22,243","15,349","12,613","12,056","12,919","12,855","12,740","12,417","11,143","9,595","6,900","4,340","2,365","1,546"
1970,47,Tennessee,Black female,"31,765","37,108","39,690","36,117","26,489","18,480","16,640","16,337","16,843","16,019","15,164","14,791","13,586","12,086","8,501","5,374","3,195","2,457"
1970,47,Tennessee,Other races male,349,293,256,382,478,356,342,236,185,126,104,87,93,63,46,36,49,65
1970,47,Tennessee,Other races female,383,321,302,242,433,430,365,298,241,151,192,104,127,94,92,57,44,42
1970,48,Texas,White male,"432,798","494,973","515,586","480,929","422,717","338,038","281,007","270,610","281,687","275,867","242,772","219,334","187,796","143,844","100,986","65,742","36,374","20,187"
1970,48,Texas,White female,"415,538","474,920","495,418","465,625","426,887","341,870","289,897","280,743","293,450","289,902","254,563","237,512","210,730","176,039","135,622","98,104","61,460","40,679"
1970,48,Texas,Black male,"76,175","84,877","86,439","75,842","55,300","41,197","34,225","32,945","32,915","30,445","27,132","25,392","22,779","19,711","13,812","8,800","4,595","3,254"
1970,48,Texas,Black female,"75,387","84,979","85,385","75,505","60,876","45,826","40,257","38,905","38,871","35,062","30,894","29,066","26,348","23,913","16,308","10,578","6,203","4,756"
1970,48,Texas,Other races male,"2,800","2,960","2,649","2,719","3,773","2,622","2,076","1,568","1,285","1,147",770,685,596,440,297,196,124,120
1970,48,Texas,Other races female,"2,913","2,921","2,754","2,606","3,118","2,820","2,269","2,155","1,919","1,296",859,709,612,468,349,214,150,102
1970,49,Utah,White male,"56,804","58,257","61,627","56,302","45,621","35,693","28,205","25,749","26,408","25,375","23,562","20,155","16,791","12,398","9,323","6,073","3,517","1,975"
1970,49,Utah,White female,"53,921","56,241","59,018","57,414","51,274","35,887","28,720","26,600","26,458","26,177","24,262","20,693","17,963","14,403","11,676","8,321","5,235","3,384"
1970,49,Utah,Black male,278,356,335,"1,240",514,191,162,139,155,175,140,117,78,68,27,25,12,11
1970,49,Utah,Black female,316,313,319,244,253,160,139,133,145,154,129,95,81,67,44,37,20,13
1970,49,Utah,Other races male,"1,161","1,153","1,299","1,182",966,757,544,428,428,439,319,232,169,171,105,71,93,63
1970,49,Utah,Other races female,"1,176","1,280","1,386","1,291","1,025",697,545,482,501,383,300,210,129,128,129,108,49,34
1970,50,Vermont,White male,"20,226","23,426","23,789","22,045","17,519","14,541","12,050","11,282","11,713","11,534","10,954","9,935","9,083","7,073","5,370","3,626","2,063","1,219"
1970,50,Vermont,White female,"19,315","22,295","22,030","22,569","18,752","14,581","11,868","11,341","12,201","12,280","11,621","10,731","9,945","8,656","7,390","5,586","3,683","2,771"
1970,50,Vermont,Black male,51,42,31,54,78,48,33,20,19,13,20,7,8,9,4,6,2,4
1970,50,Vermont,Black female,39,24,27,41,34,40,19,18,12,13,17,9,6,7,4,4,5,1
1970,50,Vermont,Other races male,52,29,31,27,42,42,45,27,22,17,8,12,10,3,8,4,2,7
1970,50,Vermont,Other races female,45,34,27,33,58,56,36,40,25,8,12,13,9,6,7,10,4,6
1970,51,Virginia,White male,"155,858","180,542","186,982","177,207","197,351","143,271","118,018","111,273","115,242","114,323","101,726","84,438","67,143","48,113","33,493","21,496","11,380","6,572"
1970,51,Virginia,White female,"149,202","172,357","179,043","169,104","174,158","141,154","117,028","111,220","117,800","121,413","105,370","90,796","77,478","62,126","49,099","34,811","22,117","14,195"
1970,51,Virginia,Black male,"42,147","50,168","53,904","48,677","34,859","24,536","20,979","20,461","21,547","22,515","20,715","18,232","14,066","11,220","7,714","4,879","2,639","1,599"
1970,51,Virginia,Black female,"41,780","50,217","53,852","48,318","35,302","25,991","23,614","23,645","24,626","24,234","21,788","19,037","15,399","13,907","9,708","6,329","3,694","2,558"
1970,51,Virginia,Other races male,"1,283","1,111",848,889,"1,877","1,481","1,347",940,621,391,284,182,167,119,105,52,59,118
1970,51,Virginia,Other races female,"1,257","1,116",866,709,"1,163","1,468","1,278","1,256",872,476,258,192,147,113,112,86,50,53
1970,53,Washington,White male,"134,918","158,855","169,994","161,301","140,973","116,084","93,566","86,377","91,182","95,912","90,860","80,243","65,521","48,573","35,757","25,398","15,737","9,267"
1970,53,Washington,White female,"129,320","151,401","162,074","154,480","141,082","113,495","92,123","85,685","92,510","99,506","92,191","82,374","69,589","55,952","46,917","36,307","23,909","16,149"
1970,53,Washington,Black male,"3,921","4,188","4,191","4,140","5,122","2,961","2,218","2,033","2,090","2,015","1,758","1,345",935,612,350,194,111,89
1970,53,Washington,Black female,"3,883","4,189","4,303","3,448","3,289","2,314","1,975","1,718","1,901","1,936","1,462","1,129",810,548,397,245,151,108
