Region,Indicator,Sex,Units,2011,2012,2013,2014,2015,2016
Agago,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,20,21,
Agago,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,2,1,
Agago,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,11,13,
Agago,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,10,11,
Agago,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,39,28,28,19,22
Agago,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,53,62,58,50,46
Zombo,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,131,134,135,142,114,
Zombo,"Net Intake Rate (PNI) , primary",Both Sex,%,111,114,115,123,96,
Zombo,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,131,134,135,142,114,
Zombo,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,111,114,115,123,96,
Zombo,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,66,62,60,59,60
Zombo,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,93,89,97,94,84
Zombo,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,23,16,
Zombo,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,1,1,
Zombo,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,13,11,
Zombo,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,11,9,
Zombo,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,24,19,20,25,21
Zombo,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,32,34,37,51,40
Otuke,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,204,172,172,163,128,
Otuke,"Net Intake Rate (PNI) , primary",Both Sex,%,170,142,149,162,109,
Otuke,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,204,172,172,163,128,
Otuke,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,170,142,149,162,109,
Otuke,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,58,59,64,55,56
Otuke,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,64,74,94,102,60
Otuke,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,39,30,
Otuke,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,7,1,
Otuke,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,25,17,
Otuke,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,23,15,
Otuke,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,23,20,17,19,20
Otuke,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,37,60,40,43,57
Nwoya,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,310,324,367,366,91,
Nwoya,"Net Intake Rate (PNI) , primary",Both Sex,%,238,261,302,279,72,
Nwoya,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,310,324,367,366,91,
Nwoya,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,238,261,302,279,72,
Nwoya,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,68,68,56,54,53
Nwoya,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,65,74,67,62,62
Nwoya,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,64,14,
Nwoya,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,6,0,
Nwoya,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,36,10,
Nwoya,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,29,9,
Nwoya,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,29,20,17,21,17
Nwoya,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,38,39,32,37,30
Lamwo,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,134,134,115,130,141,
Lamwo,"Net Intake Rate (PNI) , primary",Both Sex,%,106,106,94,100,111,
Lamwo,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,134,134,115,130,141,
Lamwo,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,106,106,94,100,111,
Lamwo,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,75,75,75,62,66
Lamwo,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,64,68,67,62,59
Lamwo,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,14,17,
Lamwo,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,0,1,
Lamwo,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,7,11,
Lamwo,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,7,10,
Lamwo,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,28,37,37,17,21
Lamwo,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,63,61,58,40,38
Nakapiripirit,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,56,50,40,41,40,
Nakapiripirit,"Net Intake Rate (PNI) , primary",Both Sex,%,45,40,32,31,31,
Nakapiripirit,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,56,50,40,41,40,
Nakapiripirit,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,45,40,32,31,31,
Nakapiripirit,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,39,38,29,31,31
Nakapiripirit,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,59,54,55,55,54
Nakapiripirit,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,9,8,
Nakapiripirit,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,1,1,
Nakapiripirit,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,5,4,
Nakapiripirit,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,4,10,
Nakapiripirit,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,43,25,27,26,34
Nakapiripirit,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,33,45,41,37,145
Adjumani,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,47,46,48,53,85,
Adjumani,"Net Intake Rate (PNI) , primary",Both Sex,%,31,30,31,34,54,
Adjumani,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,47,46,48,53,85,
Adjumani,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,31,30,31,34,54,
Adjumani,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,54,55,59,69,59
Adjumani,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,53,54,61,74,65
Adjumani,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,13,4,
Adjumani,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,0,0,
Adjumani,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,7,8,
Adjumani,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,6,7,
Adjumani,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,43,21,20,22,19
Adjumani,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,51,40,40,35,34
Rubirizi,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,127,119,113,101,92,
Rubirizi,"Net Intake Rate (PNI) , primary",Both Sex,%,103,97,92,82,75,
Rubirizi,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,127,119,113,101,92,
Rubirizi,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,103,97,92,82,75,
Rubirizi,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,42,38,38,37,39
Rubirizi,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,44,45,45,45,43
Rubirizi,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,61,26,
Rubirizi,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,8,2,
Rubirizi,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,36,17,
Rubirizi,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,32,15,
Rubirizi,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,25,19,18,18,16
Rubirizi,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,46,52,36,43,46
Kyenjojo,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,102,100,97,99,83,
Kyenjojo,"Net Intake Rate (PNI) , primary",Both Sex,%,76,78,80,124,67,
Kyenjojo,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,102,100,97,99,83,
Kyenjojo,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,76,78,80,124,67,
Kyenjojo,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,62,53,52,52,46
Kyenjojo,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,62,58,58,78,51
Kyenjojo,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,32,26,
Kyenjojo,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,3,3,
Kyenjojo,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,20,17,
Kyenjojo,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,18,16,
Kyenjojo,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,31,24,22,21,19
Kyenjojo,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,56,69,58,51,51
Isingiro,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,113,109,98,107,86,
Isingiro,"Net Intake Rate (PNI) , primary",Both Sex,%,87,85,79,82,67,
Isingiro,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,113,109,98,107,86,
Isingiro,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,87,85,79,82,67,
Isingiro,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,51,44,44,35,37
Isingiro,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,47,44,46,43,38
Isingiro,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,30,20,
Isingiro,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,3,2,
Isingiro,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,20,13,
Isingiro,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,17,11,
Isingiro,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,31,17,17,16,16
Isingiro,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,40,42,44,40,41
Kisoro,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,136,137,136,133,122,
Kisoro,"Net Intake Rate (PNI) , primary",Both Sex,%,116,116,117,115,105,
Kisoro,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,136,137,136,133,122,
Kisoro,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,116,116,117,115,105,
Kisoro,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,50,48,48,46,46
Kisoro,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,45,48,48,55,48
Kisoro,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,38,18,
Kisoro,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,4,2,
Kisoro,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,25,14,
Kisoro,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,22,11,
Kisoro,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,31,21,20,19,17
Kisoro,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,47,54,37,39,33
Ntungamo,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,117,107,103,88,115,
Ntungamo,"Net Intake Rate (PNI) , primary",Both Sex,%,91,83,85,67,93,
Ntungamo,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,117,107,103,88,115,
Ntungamo,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,91,83,85,67,93,
Ntungamo,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,43,42,40,38,37
Ntungamo,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,39,41,42,50,41
Ntungamo,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,43,36,
Ntungamo,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,4,4,
Ntungamo,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,29,28,
Ntungamo,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,24,24,
Ntungamo,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,26,21,20,20,19
Ntungamo,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,52,54,47,44,32
Kiryandongo,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,91,101,90,97,108,
Kiryandongo,"Net Intake Rate (PNI) , primary",Both Sex,%,74,79,72,80,83,
Kiryandongo,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,91,101,90,97,108,
Kiryandongo,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,74,79,72,80,83,
Kiryandongo,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,55,52,55,53,49
Kiryandongo,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,70,70,70,96,63
Kiryandongo,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,37,84,
Kiryandongo,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,8,3,
Kiryandongo,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,22,22,
Kiryandongo,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,20,20,
Kiryandongo,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,25,23,26,20,19
Kiryandongo,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,44,49,51,51,50
Kasese,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,115,106,103,114,128,
Kasese,"Net Intake Rate (PNI) , primary",Both Sex,%,96,87,88,96,109,
Kasese,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,115,106,103,114,128,
Kasese,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,96,87,88,96,109,
Kasese,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,43,41,40,37,37
Kasese,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,59,61,60,60,52
Kasese,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,36,39,
Kasese,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,3,5,
Kasese,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,27,27,
Kasese,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,23,24,
Kasese,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,29,19,18,18,18
Kasese,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,47,54,46,47,41
Kyegegwa,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,157,158,141,157,89,
Kyegegwa,"Net Intake Rate (PNI) , primary",Both Sex,%,116,116,103,120,68,
Kyegegwa,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,157,158,141,157,89,
Kyegegwa,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,116,116,103,120,68,
Kyegegwa,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,56,50,48,42,43
Kyegegwa,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,53,52,50,58,48
Kyegegwa,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,41,19,
Kyegegwa,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,4,1,
Kyegegwa,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,22,13,
Kyegegwa,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,20,11,
Kyegegwa,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,29,19,17,18,18
Kyegegwa,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,45,47,35,41,37
Kanungu,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,124,115,113,125,125,
Kanungu,"Net Intake Rate (PNI) , primary",Both Sex,%,96,92,94,101,102,
Kanungu,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,124,115,113,125,125,
Kanungu,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,96,92,94,101,102,
Kanungu,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,41,39,33,33,34
Kanungu,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,46,41,38,46,37
Kanungu,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,51,47,
Kanungu,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,8,6,
Kanungu,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,35,32,
Kanungu,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,32,28,
Kanungu,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,22,21,21,19,20
Kanungu,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,42,41,53,41,41
Kibaale,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,119,118,117,124,108,
Kibaale,"Net Intake Rate (PNI) , primary",Both Sex,%,94,94,97,99,86,
Kibaale,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,119,118,117,124,108,
Kibaale,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,94,94,97,99,86,
Kibaale,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,52,43,42,37,35
Kibaale,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,53,49,46,48,41
Kibaale,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,36,30,
Kibaale,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,4,4,
Kibaale,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,23,20,
Kibaale,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,20,18,
Kibaale,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,30,20,20,21,20
Kibaale,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,42,54,48,62,41
Hoima,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,93,93,86,90,78,
Hoima,"Net Intake Rate (PNI) , primary",Both Sex,%,75,76,73,75,63,
Hoima,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,93,93,86,90,78,
Hoima,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,75,76,73,75,63,
Hoima,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,49,42,39,37,36
Hoima,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,55,53,46,47,45
Hoima,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,38,29,
Hoima,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,6,6,
Hoima,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,26,23,
Hoima,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,23,20,
Hoima,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,36,25,26,26,24
Hoima,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,59,63,56,57,53
Buhweju,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,110,94,91,115,105,
Buhweju,"Net Intake Rate (PNI) , primary",Both Sex,%,89,76,76,97,86,
Buhweju,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,110,94,91,115,105,
Buhweju,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,89,76,76,97,86,
Buhweju,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,38,36,40,36,36
Buhweju,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,39,38,39,44,37
Buhweju,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,29,24,
Buhweju,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,2,1,
Buhweju,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,20,16,
Buhweju,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,18,12,
Buhweju,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,26,13,12,11,11
Buhweju,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,37,41,29,45,29
Ntoroko,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,97,90,73,82,98,
Ntoroko,"Net Intake Rate (PNI) , primary",Both Sex,%,74,76,62,67,78,
Ntoroko,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,97,90,73,82,98,
Ntoroko,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,74,76,62,67,78,
Ntoroko,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,38,36,38,32,34
Ntoroko,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,49,46,53,42,34
Ntoroko,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,25,29,
Ntoroko,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,1,2,
Ntoroko,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,12,16,
Ntoroko,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,11,15,
Ntoroko,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,69,19,31,21,20
Ntoroko,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,98,76,59,44,38
Kabale,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,136,136,134,137,138,
Kabale,"Net Intake Rate (PNI) , primary",Both Sex,%,113,113,114,117,116,
Kabale,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,136,136,134,137,138,
Kabale,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,113,113,114,117,116,
Kabale,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,39,37,38,35,36
Kabale,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,44,42,47,47,46
Kabale,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,52,38,
Kabale,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,9,6,
Kabale,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,40,31,
Kabale,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,36,28,
Kabale,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,28,19,19,18,18
Kabale,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,44,31,40,40,56
Ibanda,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,126,118,109,125,87,
Ibanda,"Net Intake Rate (PNI) , primary",Both Sex,%,103,95,88,103,73,
Ibanda,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,126,118,109,125,87,
Ibanda,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,103,95,88,103,73,
Ibanda,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,39,34,37,33,34
Ibanda,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,38,35,39,58,39
Ibanda,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,56,44,
Ibanda,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,7,6,
Ibanda,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,41,32,
Ibanda,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,35,28,
Ibanda,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,22,19,17,18,17
Ibanda,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,36,53,42,51,41
Kamwenge,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,128,115,122,123,92,
Kamwenge,"Net Intake Rate (PNI) , primary",Both Sex,%,98,87,96,95,72,
Kamwenge,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,128,115,122,123,92,
Kamwenge,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,98,87,96,95,72,
Kamwenge,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,53,48,49,41,42
Kamwenge,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,52,50,51,56,47
Kamwenge,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,37,24,
Kamwenge,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,3,1,
Kamwenge,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,23,17,
Kamwenge,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,19,14,
Kamwenge,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,24,22,20,18,18
Kamwenge,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,39,51,51,45,58
Bushenyi,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,110,108,106,115,139,
Bushenyi,"Net Intake Rate (PNI) , primary",Both Sex,%,89,90,91,98,119,
Bushenyi,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,110,108,106,115,139,
Bushenyi,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,89,90,91,98,119,
Bushenyi,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,35,33,35,33,33
Bushenyi,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,32,33,37,37,34
Bushenyi,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,60,57,
Bushenyi,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,14,13,
Bushenyi,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,51,47,
Bushenyi,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,46,42,
Bushenyi,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,27,20,19,16,16
Bushenyi,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,46,54,46,40,40
Mitooma,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,119,115,109,114,139,
Mitooma,"Net Intake Rate (PNI) , primary",Both Sex,%,96,95,92,96,117,
Mitooma,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,119,115,109,114,139,
Mitooma,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,96,95,92,96,117,
Mitooma,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,40,35,34,34,34
Mitooma,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,39,37,36,40,37
Mitooma,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,58,60,
Mitooma,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,10,9,
Mitooma,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,41,44,
Mitooma,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,36,39,
Mitooma,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,33,19,19,19,20
Mitooma,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,48,64,43,44,49
Masindi,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,94,99,79,88,111,
