observationAbout,observationDate,value,variableMeasured,observationPeriod
dcid:geoId/49,2023-10,3809,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/50,2023-10,402,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/51,2023-10,8065,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/53,2023-10,6804,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/54,2023-10,1429,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/55,2023-10,5053,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/56,2023-10,499,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/72,2023-10,1693,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/01,2023-11,4798,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/02,2023-11,760,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/04,2023-11,6595,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/05,2023-11,2933,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/06,2023-11,33310,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/08,2023-11,4990,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/09,2023-11,2792,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/10,2023-11,860,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/11,2023-11,666,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/12,2023-11,18883,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/13,2023-11,10434,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/15,2023-11,1211,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/16,2023-11,1882,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/17,2023-11,10353,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/18,2023-11,6472,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/19,2023-11,3005,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/20,2023-11,2820,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/21,2023-11,4264,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/22,2023-11,4602,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/23,2023-11,902,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/24,2023-11,5290,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/25,2023-11,5578,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/26,2023-11,8052,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/27,2023-11,4973,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/28,2023-11,2845,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/29,2023-11,5599,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/30,2023-11,854,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/31,2023-11,2014,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/32,2023-11,2644,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/33,2023-11,962,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/34,2023-11,8173,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/35,2023-11,1691,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/36,2023-11,9238,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/37,2023-11,9973,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/38,2023-11,800,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/39,2023-11,10091,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/40,2023-11,3983,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/41,2023-11,3191,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/42,2023-11,10195,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/44,2023-11,837,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/45,2023-11,4897,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/46,2023-11,906,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/47,2023-11,6810,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/48,2023-11,33223,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/49,2023-11,3561,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/50,2023-11,412,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/51,2023-11,7480,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/53,2023-11,6662,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/54,2023-11,1389,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/55,2023-11,4641,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/56,2023-11,479,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/72,2023-11,1545,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/01,2023-12,4858,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/02,2023-12,738,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/04,2023-12,6627,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/05,2023-12,2937,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/06,2023-12,33377,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/08,2023-12,4921,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/09,2023-12,2817,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/10,2023-12,810,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/11,2023-12,620,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/12,2023-12,19018,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/13,2023-12,10500,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/15,2023-12,1201,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/16,2023-12,1856,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/17,2023-12,10150,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/18,2023-12,6512,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/19,2023-12,2879,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/20,2023-12,2830,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/21,2023-12,4423,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/22,2023-12,4482,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/23,2023-12,923,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/24,2023-12,5288,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/25,2023-12,5446,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/26,2023-12,7995,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/27,2023-12,4892,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/28,2023-12,2795,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/29,2023-12,5492,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/30,2023-12,889,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/31,2023-12,1959,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/32,2023-12,2694,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/33,2023-12,945,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/34,2023-12,8317,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/35,2023-12,1719,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/36,2023-12,8811,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/37,2023-12,9906,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/38,2023-12,771,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/39,2023-12,10221,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/40,2023-12,4065,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/41,2023-12,3133,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/42,2023-12,10404,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/44,2023-12,773,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/45,2023-12,4802,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/46,2023-12,894,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/47,2023-12,6926,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/48,2023-12,32689,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/49,2023-12,3468,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/50,2023-12,416,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/51,2023-12,7852,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/53,2023-12,6740,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/54,2023-12,1312,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/55,2023-12,4735,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/56,2023-12,471,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/72,2023-12,1554,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/01,2024-01,4932,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/02,2024-01,753,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/04,2024-01,6522,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/05,2024-01,2984,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/06,2024-01,32790,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/08,2024-01,5123,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/09,2024-01,2726,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/10,2024-01,857,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/11,2024-01,625,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/12,2024-01,18432,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/13,2024-01,10496,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/15,2024-01,1233,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/16,2024-01,1803,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/17,2024-01,10210,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/18,2024-01,6422,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/19,2024-01,3040,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/20,2024-01,2812,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/21,2024-01,4425,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/22,2024-01,4433,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/23,2024-01,931,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/24,2024-01,5473,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/25,2024-01,5441,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/26,2024-01,7973,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/27,2024-01,4772,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/28,2024-01,2841,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/29,2024-01,5691,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/30,2024-01,888,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/31,2024-01,2047,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/32,2024-01,2585,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/33,2024-01,951,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/34,2024-01,8298,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/35,2024-01,1761,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/36,2024-01,9150,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/37,2024-01,10160,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/38,2024-01,778,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/39,2024-01,10219,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/40,2024-01,3914,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/41,2024-01,3107,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/42,2024-01,10642,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/44,2024-01,823,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/45,2024-01,4898,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/46,2024-01,960,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/47,2024-01,6724,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/48,2024-01,32376,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/49,2024-01,3718,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/50,2024-01,403,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/51,2024-01,7719,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/53,2024-01,6623,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/54,2024-01,1392,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/55,2024-01,4664,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/56,2024-01,492,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/72,2024-01,1582,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/01,2024-02,4485,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/02,2024-02,735,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/04,2024-02,6120,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/05,2024-02,2790,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/06,2024-02,31146,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/08,2024-02,5013,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/09,2024-02,2732,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/10,2024-02,802,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/11,2024-02,607,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/12,2024-02,17527,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/13,2024-02,9986,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/15,2024-02,1216,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/16,2024-02,1730,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/17,2024-02,9672,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/18,2024-02,6334,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/19,2024-02,2733,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/20,2024-02,2652,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/21,2024-02,4167,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/22,2024-02,4252,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/23,2024-02,901,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/24,2024-02,5145,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/25,2024-02,5326,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/26,2024-02,7707,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/27,2024-02,4861,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/28,2024-02,2684,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/29,2024-02,5377,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/30,2024-02,916,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/31,2024-02,2012,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/32,2024-02,2587,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/33,2024-02,991,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/34,2024-02,7899,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/35,2024-02,1664,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/36,2024-02,8847,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/37,2024-02,9504,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/38,2024-02,734,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/39,2024-02,9980,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/40,2024-02,3703,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/41,2024-02,2931,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/42,2024-02,9817,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/44,2024-02,738,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/45,2024-02,4496,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/46,2024-02,884,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/47,2024-02,6520,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/48,2024-02,30204,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/49,2024-02,3620,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/50,2024-02,383,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/51,2024-02,7409,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/53,2024-02,6398,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/54,2024-02,1338,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/55,2024-02,4747,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/56,2024-02,470,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/72,2024-02,1416,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/01,2024-03,4640,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/02,2024-03,771,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/04,2024-03,6669,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/05,2024-03,2764,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/06,2024-03,33199,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/08,2024-03,5311,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/09,2024-03,2865,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/10,2024-03,841,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/11,2024-03,647,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/12,2024-03,17953,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/13,2024-03,10456,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/15,2024-03,1201,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/16,2024-03,1880,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/17,2024-03,10257,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/18,2024-03,6738,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/19,2024-03,3113,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/20,2024-03,2820,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/21,2024-03,4300,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/22,2024-03,4281,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/23,2024-03,973,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/24,2024-03,5526,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/25,2024-03,5688,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/26,2024-03,8378,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/27,2024-03,5067,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/28,2024-03,2731,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/29,2024-03,5498,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/30,2024-03,955,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/31,2024-03,2001,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/32,2024-03,2637,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/33,2024-03,965,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/34,2024-03,8463,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/35,2024-03,1770,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/36,2024-03,9297,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/37,2024-03,9988,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/38,2024-03,816,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/39,2024-03,10445,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/40,2024-03,3900,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/41,2024-03,3269,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/42,2024-03,10727,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/44,2024-03,855,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/45,2024-03,4746,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/46,2024-03,959,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/47,2024-03,6816,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/48,2024-03,30759,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/49,2024-03,3909,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/50,2024-03,436,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/51,2024-03,7814,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/53,2024-03,6964,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/54,2024-03,1381,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/55,2024-03,4941,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/56,2024-03,522,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/72,2024-03,1429,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/01,2024-04,4544,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/02,2024-04,704,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/04,2024-04,6081,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/05,2024-04,2821,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/06,2024-04,31787,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/08,2024-04,5167,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/09,2024-04,2828,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/10,2024-04,906,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/11,2024-04,598,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/12,2024-04,17373,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/13,2024-04,9851,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/15,2024-04,1211,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/16,2024-04,1954,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/17,2024-04,10200,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/18,2024-04,6517,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/19,2024-04,2963,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/20,2024-04,2762,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/21,2024-04,4275,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/22,2024-04,4080,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/23,2024-04,964,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/24,2024-04,5244,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/25,2024-04,5562,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/26,2024-04,8212,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/27,2024-04,5140,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/28,2024-04,2456,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/29,2024-04,5447,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/30,2024-04,935,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/31,2024-04,2069,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/32,2024-04,2521,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/33,2024-04,937,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/34,2024-04,8156,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/35,2024-04,1721,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/36,2024-04,9200,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/37,2024-04,9767,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/38,2024-04,809,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/39,2024-04,10328,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/40,2024-04,3858,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/41,2024-04,3201,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/42,2024-04,10276,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/44,2024-04,804,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/45,2024-04,4572,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/46,2024-04,979,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/47,2024-04,6562,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/48,2024-04,30016,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/49,2024-04,3887,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/50,2024-04,428,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/51,2024-04,7565,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/53,2024-04,6649,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/54,2024-04,1331,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/55,2024-04,4894,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/56,2024-04,512,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/72,2024-04,1441,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/01,2024-05,4752,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/02,2024-05,767,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/04,2024-05,6182,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/05,2024-05,2875,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/06,2024-05,32892,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/08,2024-05,5495,dcid:Count_BirthEvent_LiveBirth,P1M
