"msa","pmsa","county","state","county_fips","state_fips"
NA,NA,"Norton","VA",720,51
6760,NA,"Petersburg","VA",730,51
5720,NA,"Poquoson","VA",735,51
5720,NA,"Portsmouth","VA",740,51
NA,NA,"Radford","VA",750,51
6760,NA,"Richmond","VA",760,51
6800,NA,"Roanoke","VA",770,51
6800,NA,"Salem","VA",775,51
NA,NA,"South Boston","VA",780,51
NA,NA,"Staunton","VA",790,51
5720,NA,"Suffolk","VA",800,51
5720,NA,"Virginia Beach","VA",810,51
NA,NA,"Waynesboro","VA",820,51
5720,NA,"Williamsburg","VA",830,51
NA,NA,"Winchester","VA",840,51
NA,NA,"Addison","VT",1,50
NA,NA,"Bennington","VT",3,50
NA,NA,"Caledonia","VT",5,50
1303,NA,"Chittenden","VT",7,50
NA,NA,"Essex","VT",9,50
1303,NA,"Franklin","VT",11,50
1303,NA,"Grand Isle","VT",13,50
NA,NA,"Lamoille","VT",15,50
NA,NA,"Orange","VT",17,50
NA,NA,"Orleans","VT",19,50
NA,NA,"Rutland","VT",21,50
NA,NA,"Washington","VT",23,50
NA,NA,"Windham","VT",25,50
NA,NA,"Windsor","VT",27,50
NA,NA,"Adams","WA",1,53
NA,NA,"Asotin","WA",3,53
6740,NA,"Benton","WA",5,53
NA,NA,"Chelan","WA",7,53
NA,NA,"Clallam","WA",9,53
6442,6440,"Clark","WA",11,53
NA,NA,"Columbia","WA",13,53
NA,NA,"Cowlitz","WA",15,53
NA,NA,"Douglas","WA",17,53
NA,NA,"Ferry","WA",19,53
6740,NA,"Franklin","WA",21,53
NA,NA,"Garfield","WA",23,53
NA,NA,"Grant","WA",25,53
NA,NA,"Grays Harbor","WA",27,53
7602,7600,"Island","WA",29,53
NA,NA,"Jefferson","WA",31,53
7602,7600,"King","WA",33,53
7602,1150,"Kitsap","WA",35,53
NA,NA,"Kittitas","WA",37,53
NA,NA,"Klickitat","WA",39,53
NA,NA,"Lewis","WA",41,53
NA,NA,"Lincoln","WA",43,53
NA,NA,"Mason","WA",45,53
NA,NA,"Okanogan","WA",47,53
NA,NA,"Pacific","WA",49,53
NA,NA,"Pend Oreille","WA",51,53
7602,8200,"Pierce","WA",53,53
NA,NA,"San Juan","WA",55,53
NA,NA,"Skagit","WA",57,53
NA,NA,"Skamania","WA",59,53
7602,7600,"Snohomish","WA",61,53
7840,NA,"Spokane","WA",63,53
NA,NA,"Stevens","WA",65,53
7602,5910,"Thurston","WA",67,53
NA,NA,"Wahkiakum","WA",69,53
NA,NA,"Walla Walla","WA",71,53
860,NA,"Whatcom","WA",73,53
NA,NA,"Whitman","WA",75,53
9260,NA,"Yakima","WA",77,53
NA,NA,"Adams","WI",1,55
NA,NA,"Ashland","WI",3,55
NA,NA,"Barron","WI",5,55
NA,NA,"Bayfield","WI",7,55
3080,NA,"Brown","WI",9,55
NA,NA,"Buffalo","WI",11,55
NA,NA,"Burnett","WI",13,55
460,NA,"Calumet","WI",15,55
2290,NA,"Chippewa","WI",17,55
NA,NA,"Clark","WI",19,55
NA,NA,"Columbia","WI",21,55
NA,NA,"Crawford","WI",23,55
4720,NA,"Dane","WI",25,55
NA,NA,"Dodge","WI",27,55
NA,NA,"Door","WI",29,55
2240,NA,"Douglas","WI",31,55
NA,NA,"Dunn","WI",33,55
2290,NA,"Eau Claire","WI",35,55
NA,NA,"Florence","WI",37,55
NA,NA,"Fond du Lac","WI",39,55
NA,NA,"Forest","WI",41,55
NA,NA,"Grant","WI",43,55
NA,NA,"Green","WI",45,55
NA,NA,"Green Lake","WI",47,55
NA,NA,"Iowa","WI",49,55
NA,NA,"Iron","WI",51,55
NA,NA,"Jackson","WI",53,55
NA,NA,"Jefferson","WI",55,55
NA,NA,"Juneau","WI",57,55
1602,3800,"Kenosha","WI",59,55
NA,NA,"Kewaunee","WI",61,55
3870,NA,"La Crosse","WI",63,55
NA,NA,"Lafayette","WI",65,55
NA,NA,"Langlade","WI",67,55
NA,NA,"Lincoln","WI",69,55
NA,NA,"Manitowoc","WI",71,55
8940,NA,"Marathon","WI",73,55
NA,NA,"Marinette","WI",75,55
NA,NA,"Marquette","WI",77,55
NA,NA,"Menominee","WI",78,55
5082,5080,"Milwaukee","WI",79,55
NA,NA,"Monroe","WI",81,55
NA,NA,"Oconto","WI",83,55
NA,NA,"Oneida","WI",85,55
460,NA,"Outagamie","WI",87,55
5082,5080,"Ozaukee","WI",89,55
NA,NA,"Pepin","WI",91,55
5120,NA,"Pierce","WI",93,55
NA,NA,"Polk","WI",95,55
NA,NA,"Portage","WI",97,55
NA,NA,"Price","WI",99,55
5082,6600,"Racine","WI",101,55
NA,NA,"Richland","WI",103,55
3620,NA,"Rock","WI",105,55
NA,NA,"Rusk","WI",107,55
5120,NA,"St. Croix","WI",109,55
NA,NA,"Sauk","WI",111,55
NA,NA,"Sawyer","WI",113,55
NA,NA,"Shawano","WI",115,55
7620,NA,"Sheboygan","WI",117,55
NA,NA,"Taylor","WI",119,55
NA,NA,"Trempealeau","WI",121,55
NA,NA,"Vernon","WI",123,55
NA,NA,"Vilas","WI",125,55
NA,NA,"Walworth","WI",127,55
NA,NA,"Washburn","WI",129,55
5082,5080,"Washington","WI",131,55
5082,5080,"Waukesha","WI",133,55
NA,NA,"Waupaca","WI",135,55
NA,NA,"Waushara","WI",137,55
460,NA,"Winnebago","WI",139,55
NA,NA,"Wood","WI",141,55
NA,NA,"Barbour","WV",1,54
8872,8840,"Berkeley","WV",3,54
NA,NA,"Boone","WV",5,54
NA,NA,"Braxton","WV",7,54
8080,NA,"Brooke","WV",9,54
3400,NA,"Cabell","WV",11,54
NA,NA,"Calhoun","WV",13,54
NA,NA,"Clay","WV",15,54
NA,NA,"Doddridge","WV",17,54
NA,NA,"Fayette","WV",19,54
NA,NA,"Gilmer","WV",21,54
NA,NA,"Grant","WV",23,54
NA,NA,"Greenbrier","WV",25,54
NA,NA,"Hampshire","WV",27,54
8080,NA,"Hancock","WV",29,54
NA,NA,"Hardy","WV",31,54
NA,NA,"Harrison","WV",33,54
NA,NA,"Jackson","WV",35,54
8872,8840,"Jefferson","WV",37,54
1480,NA,"Kanawha","WV",39,54
NA,NA,"Lewis","WV",41,54
NA,NA,"Lincoln","WV",43,54
NA,NA,"Logan","WV",45,54
NA,NA,"McDowell","WV",47,54
NA,NA,"Marion","WV",49,54
9000,NA,"Marshall","WV",51,54
NA,NA,"Mason","WV",53,54
NA,NA,"Mercer","WV",55,54
1900,NA,"Mineral","WV",57,54
NA,NA,"Mingo","WV",59,54
NA,NA,"Monongalia","WV",61,54
NA,NA,"Monroe","WV",63,54
NA,NA,"Morgan","WV",65,54
NA,NA,"Nicholas","WV",67,54
9000,NA,"Ohio","WV",69,54
NA,NA,"Pendleton","WV",71,54
NA,NA,"Pleasants","WV",73,54
NA,NA,"Pocahontas","WV",75,54
NA,NA,"Preston","WV",77,54
1480,NA,"Putnam","WV",79,54
NA,NA,"Raleigh","WV",81,54
NA,NA,"Randolph","WV",83,54
NA,NA,"Ritchie","WV",85,54
NA,NA,"Roane","WV",87,54
NA,NA,"Summers","WV",89,54
NA,NA,"Taylor","WV",91,54
NA,NA,"Tucker","WV",93,54
NA,NA,"Tyler","WV",95,54
NA,NA,"Upshur","WV",97,54
3400,NA,"Wayne","WV",99,54
NA,NA,"Webster","WV",101,54
NA,NA,"Wetzel","WV",103,54
NA,NA,"Wirt","WV",105,54
6020,NA,"Wood","WV",107,54
NA,NA,"Wyoming","WV",109,54
NA,NA,"Albany","WY",1,56
NA,NA,"Big Horn","WY",3,56
NA,NA,"Campbell","WY",5,56
NA,NA,"Carbon","WY",7,56
NA,NA,"Converse","WY",9,56
NA,NA,"Crook","WY",11,56
NA,NA,"Fremont","WY",13,56
NA,NA,"Goshen","WY",15,56
NA,NA,"Hot Springs","WY",17,56
NA,NA,"Johnson","WY",19,56
1580,NA,"Laramie","WY",21,56
NA,NA,"Lincoln","WY",23,56
1350,NA,"Natrona","WY",25,56
NA,NA,"Niobrara","WY",27,56
NA,NA,"Park","WY",29,56
NA,NA,"Platte","WY",31,56
NA,NA,"Sheridan","WY",33,56
NA,NA,"Sublette","WY",35,56
NA,NA,"Sweetwater","WY",37,56
NA,NA,"Teton","WY",39,56
NA,NA,"Uinta","WY",41,56
NA,NA,"Washakie","WY",43,56
NA,NA,"Weston","WY",45,56
