StateName,DistrictName,Month,Year,StationName,SurfaceWaterStationLatitude,SurfaceWaterStationLongitude,Dichlorophenoxyacetic-acid(24D),Silver(Ag),Aluminium(Al),Aldrin,Alkalinity-Phenolphthalein,Arsenic(As),Boron(B),BiochemicalOxygenDemand,cyanides(CN),Carbonate(CO3),Calcium(Ca),Cadimum(Cd),ChemicalOxygenDemand,Chlorophyll-a,Chloride(Cl),ColourCode,Chromium(Cr),Copper(Cu),DisolvedOxygen(DO),DisolvedOxygenSaturation(DO_SATURATION),Dichlorodiphenyltrichloroethane,Dieldrin,ElectricalConductivity,Endosulfan,Fluorine(F),FaecalColiform-MPN,Iron(Fe),HardnessCalcium,HardnessTotal,Hydrogencarbonate(HCO3),Mercury(Hg),Potassium(K),Magnesium(Mg),Manganese(Mn),ammonia(NH3),Nitrateandnitrite(NO2+NO3),Nitrate(NO3),Nitrate-Nitrogen(NO3-N),Sodium(Na),Sodium%(Na%),Nickel(Ni),OdourCode(Odour_Code),Organic-N,Lead(Pb),Phenols,Phosphorus-Tot,ResidualSodiumCarbonate,Sodiumabsorptionratio(SAR),Sulfate(SO4),Selenium(Se),Secchi,Silicondioxide(SiO2),Silicate(SiO3),SuspendedSolids,AlkalinityTotal,Temperature(Temp),TotalColiformOrganism,TotalDissolvedSolids,TotalOrganicCarbon,TotalSolids,Turbidity,Zinc(Zn),benzenehexachloride,orthophosphate,PotentialofHydrogen(pH),PotentialofHydrogenFLD(pH_FLD),ObsMonth,LGDCode,dcid,LatLong,StationNameLong
Chhattisgarh,Baloda Bazar,2023-11,2008,Simga,21.63308056,81.68486944,,,,,0.0,,0.001,1.1,,0.0,48.86,,28.0,,27.99,,,,7.8,90.9303,,,420.0,,0.1,,0.02,,184.942,162.0,,3.0,15.07,,,0.72,0.02,0.7,25.4,22.7332,,,,,,0.03,0.0,0.81467,28.0,,122.15,21.0,,,265.68,46.0,,,,,,,,,7.34,8.1,2008-11,644,indiaWris/644_Simga,[LatLong 21.63308 81.68487],"Simga, Baloda Bazar, Chhattisgarh"
Maharashtra,Wardha,2023-04,2014,Hivra,20.54777778,78.325,,,,,0.0,0.0,0.13,4.9,,0.0,46.6,0.0,59.0,,28.2,,0.0,,7.2,93.6159,,,622.0,,0.364,400.0,0.176,,205.25,298.51,0.135,3.23,21.3,,0.321,2.3815,0.012,2.3695,63.22,39.7914,0.0,,,0.0,,,0.814658,1.92573,17.2,,116.5,45.27,,,244.68,58.0,650.0,,,,1.1,5.2,,0.9,8.2,,2014-04,498,indiaWris/498_Hivra,[LatLong 20.54778 78.32500],"Hivra, Wardha, Maharashtra"
Maharashtra,Wardha,2023-02,2017,Hivra,20.54777778,78.325,,,,,22.41,,0.42,1.5,,27.0,44.24,,129.3,,17.89,,,,6.6,75.489,,,492.0,,0.188,270.0,0.028,,185.142,250.1,,2.6,17.89,,0.248,1.462,0.067,1.395,47.39,35.4929,,,,,,,1.31953,1.51966,17.0,,110.6,10.004,,,250.0,44.0,2400.0,,,,,,,2.065,8.8,,2017-02,498,indiaWris/498_Hivra,[LatLong 20.54778 78.32500],"Hivra, Wardha, Maharashtra"
Maharashtra,Wardha,2023-07,2003,Hivra,20.54777778,78.325,,,,,7.221,,0.51,0.9,,8.7,18.0,,,,16.0,,,,6.3,79.0663,,,346.0,,0.68,100.0,0.01,,112.5,207.0,,3.13,16.2,,0.24,0.27,0.0,0.27,44.0,45.296,,,,,,,1.45165,1.81196,12.0,,45.0,34.0,,,184.172,54.0,250.0,,,,,,,0.01,8.8,,2003-07,498,indiaWris/498_Hivra,[LatLong 20.54778 78.32500],"Hivra, Wardha, Maharashtra"
Odisha,Anugul,2023-04,2004,Talcher,20.91888889,85.24027778,,,,,,,0.0,0.746666667,,0.0,13.6,,,,9.656,,,,7.796666667,93.20996667,,,121.0,,0.0,,0.1116,,48.175,51.057,,1.2512,3.402,,,0.406348,0.0,0.406348,5.704,20.0288,,,,,,0.001,0.0,0.358368,1.488,,34.0,10.86,,,,49.0,,,,,,,,,7.636666667,7.59,2004-04,344,indiaWris/344_Talcher,[LatLong 20.91889 85.24028],"Talcher, Anugul, Odisha"
Tamil Nadu,Coimbatore,2023-08,2016,Ambarampalayam,10.63138889,76.94611111,,,,,0.0,,,1.1,,0.0,15.72,,7.5,,16.38,,,,7.66,94.4164,,,205.0,,0.312,,0.0,,86.9667,104.9,,2.6,11.44,,0.132,0.562,0.0,0.562,11.2,21.3714,,,,,,,0.0,0.524436,6.5,,39.3,10.21,,,85.9836,52.0,,117.0,,,,,,0.04,7.79,7.8,2016-08,569,indiaWris/569_Ambarampalayam,[LatLong 10.63139 76.94611],"Ambarampalayam, Coimbatore, Tamil Nadu"
Tamil Nadu,Coimbatore,2023-01,2001,Ambarampalayam,10.63138889,76.94611111,,,,,0.0,,0.33,,,0.0,54.4,,,,26.52,,,,7.4,88.0203,,,530.0,,1.855,,0.34,,188.792,263.898,,5.3,12.67,,,2.3,0.0,2.3,43.1,32.504,,,,,,0.016,0.568205,1.36777,17.49,,136.0,,,,216.31,49.4,,,,,,,,,8.12,8.2,2001-01,569,indiaWris/569_Ambarampalayam,[LatLong 10.63139 76.94611],"Ambarampalayam, Coimbatore, Tamil Nadu"
Tamil Nadu,Coimbatore,2023-06,2003,Ambarampalayam,10.63138889,76.94611111,,,,,0.0,,0.159,1.5,,0.0,27.25,,,,27.96,,,,6.4,81.7682,,,372.0,,0.515,,0.22,,120.792,160.0,,5.0,12.64,,,0.937,0.029,0.908,27.8,32.3571,,,,,,0.009,0.222575,1.10387,12.12,,68.125,21.01,,,131.148,56.0,,,,,,,,,7.95,7.98,2003-06,569,indiaWris/569_Ambarampalayam,[LatLong 10.63139 76.94611],"Ambarampalayam, Coimbatore, Tamil Nadu"
Tamil Nadu,Coimbatore,2023-05,2017,Ambarampalayam,10.63138889,76.94611111,,,,,0.0,,0.03,0.58,,0.0,14.08,,5.1,,13.33,,,,5.88,71.2252,,,119.0,,0.13,,0.05,,43.1167,49.05,,3.1,1.9,,0.22,0.205,0.0,0.205,7.9,26.8057,,,,,,,0.0,0.524333,2.23,,35.2,7.05,,,40.2049,51.0,,69.0,,,,,,0.01,7.71,7.15,2017-05,569,indiaWris/569_Ambarampalayam,[LatLong 10.63139 76.94611],"Ambarampalayam, Coimbatore, Tamil Nadu"
Tamil Nadu,Theni,2023-01,2001,Theni,10.00111111,77.485,,,,,0.0,,0.47,,,0.0,16.0,,,,14.14,,,,7.4,86.2672,,,230.0,,0.46,,0.34,,88.6709,106.579,,1.7,11.681,,,1.2,0.0,1.2,8.7,17.3464,,,,,,0.016,0.0,0.403442,5.75,,40.0,,,,87.36,46.0,,,,,,,,,7.93,7.96,2001-01,588,indiaWris/588_Theni,[LatLong 10.00111 77.48500],"Theni, Theni, Tamil Nadu"
Tamil Nadu,Theni,2023-11,2015,Theni,10.00111111,77.485,,,,,0.0,,0.04,2.1,,0.0,18.95,,14.53,,19.23,,,,12.7,153.697,,,182.0,,,,0.17,,67.3333,74.72,,6.7,4.79,,0.194,1.88,0.02,1.86,13.5,27.9835,,,,,,,0.0,0.717437,8.46,,47.375,18.88,,,61.2459,50.0,,106.0,,,,,,0.04,7.32,7.9,2015-11,588,indiaWris/588_Theni,[LatLong 10.00111 77.48500],"Theni, Theni, Tamil Nadu"
Uttar Pradesh,Siddharth Nagar,2023-12,2010,Chandradeepghat,27.13333333,82.55,,,,,,,,5.88,,19.2,32.6,,,,28.045,,,,4.31,47.4043,,,400.0,,0.285,,,,145.794,175.68,,5.865,15.4305,,0.09828,0.699116,0.0966,0.602516,17.25,19.7613,,,,,,,0.622975,0.623478,6.24,,81.5,,,,,40.0,,242.0,,,1.2,,,0.05167,8.38,7.5,2010-12,182,indiaWris/182_Chandradeepghat,[LatLong 27.13333 82.55000],"Chandradeepghat, Siddharth Nagar, Uttar Pradesh"
Uttar Pradesh,Siddharth Nagar,2023-03,2007,Chandradeepghat,27.13333333,82.55,,,,,0.0,,0.252,,,0.0,44.8,,,,2.201,,,,1.18,13.2361,,,460.0,,0.304,,0.1674,,215.275,204.96,,7.82,24.786,,,1.79184,0.1104,1.68144,21.39,17.2115,,,,,,,0.0,0.636364,23.52,,112.0,9.0,,,336.134,42.0,,,,,,,,0.093006,7.5,7.5,2007-03,182,indiaWris/182_Chandradeepghat,[LatLong 27.13333 82.55000],"Chandradeepghat, Siddharth Nagar, Uttar Pradesh"
Uttar Pradesh,Siddharth Nagar,2023-10,2002,Chandradeepghat,27.13333333,82.55,,,0.0,,0.0,,,1.64,,0.0,34.4,,,,24.14,,,,6.21,80.8131,,,320.0,,0.285,,0.1302,,154.85,170.8,,6.647,16.524,,0.2106,,0.0138,,8.05,9.73567,,,,,,,0.0,0.282326,0.72,,86.0,4.6,,,140.0,59.0,,,,,,,,0.031002,7.88,7.5,2002-10,182,indiaWris/182_Chandradeepghat,[LatLong 27.13333 82.55000],"Chandradeepghat, Siddharth Nagar, Uttar Pradesh"
Uttarakhand,Pauri Garhwal,2023-12,2014,Rudraprayag (A),30.28792778,78.9842,,,,,0.0,,0.12,1.86,,0.0,20.8,,10.24,,9.0,,,,9.31,84.4291,,,168.0,,0.11,,,,74.0,63.44,,6.24,5.28,,0.1,0.10042,0.03036,0.07006,6.32,14.4155,,,,,,0.128,0.0,0.320382,27.0,,52.0,,,,52.0,22.0,,120.0,,,,,,,8.2,8.0,2014-12,052,indiaWris/052_RudraprayagA,[LatLong 30.28793 78.98420],"Rudraprayag (A), Pauri Garhwal, Uttarakhand"
Uttarakhand,Pauri Garhwal,2023-09,2003,Rudraprayag (A),30.28792778,78.9842,,,0.0,,0.0,,,1.2,,0.0,17.2,,,,6.9935,,,,7.2,73.0242,,,105.0,,0.171,,0.0,,90.8913,53.68,,0.0,11.4939,,0.0,0.154132,0.0,0.154132,0.989,2.32889,,,,,,,0.0,0.0452936,5.52,,43.0,14.0,,,44.0,33.0,,,,,,,,0.485698,7.94,7.94,2003-09,052,indiaWris/052_RudraprayagA,[LatLong 30.28793 78.98420],"Rudraprayag (A), Pauri Garhwal, Uttarakhand"
Bihar,Buxar,2023-10,2012,Buxar,25.56666667,83.96666667,,,,,,,,,,,37.84,,,,38.014,,,,6.078,81.8035,,,450.0,,,,,,215.017,,,,28.9,,,,,,,,,,,,,,,,14.0,,94.6,,,,,62.0,,,,,,,,,7.0,7.01,2012-10,194,indiaWris/194_Buxar,[LatLong 25.56667 83.96667],"Buxar, Buxar, Bihar"
Chhattisgarh,Gariyaband,2023-02,2009,Rajim,20.97507778,81.88103889,,,,,0.0,,0.01,5.2,,0.0,18.44,,24.0,,31.7,,,,2.6,27.4916,,,284.0,,0.12,,0.02,,94.85,123.75,,10.0,11.7,,,0.72,0.02,0.7,19.0,27.8714,,,,,,0.01,0.145406,0.851739,25.8,,46.1,22.2,,,202.95,37.0,,,,,,,,,7.71,,2009-02,645,indiaWris/645_Rajim,[LatLong 20.97508 81.88104],"Rajim, Gariyaband, Chhattisgarh"
Delhi,North,2023-12,2009,Delhi Railway Bridge,28.65916667,77.245,,,,,8.134,,0.1098,47.06666667,,9.8,83.46666667,,77.66666667,,189.0966667,,,,0.0,0.0,,,1559.0,,0.930366667,46.66666667,0.42966,,308.7356667,344.4466667,,17.1258,24.0165,,21.20506667,8.975433333,0.04278,8.93265,159.9956667,51.47203333,,,,,,,0.577902667,3.982813333,130.176,,208.6666667,4.49,,,298.6666667,34.0,250.0,,,,,,,0.771261,8.046666667,,2009-12,080,indiaWris/080_DelhiRailwayBridge,[LatLong 28.65917 77.24500],"Delhi Railway Bridge, North, Delhi"
Delhi,North West,2023-06,2009,Palla,28.82944444,77.22416667,,,,,0.0,,0.6372,6.66,,0.0,50.8,,22.0,,200.575,,,,5.38,65.1095,,,1385.0,,0.361,70.0,0.0093,,231.287,306.647,,17.3839,25.029,,2.19024,2.42748,0.32568,2.1018,167.21,59.0714,,,,,,,0.431582,4.79856,80.64,,127.0,7.8,,,251.35,50.0,160.0,,,,,,,0.0589038,8.29,,2009-06,082,indiaWris/082_Palla,[LatLong 28.82944 77.22417],"Palla, North West, Delhi"
Madhya Pradesh,Datia,2023-08,2008,Seondha,26.16666667,78.78333333,,,0.0,,0.0,,0.1998,2.23,,0.0,32.256,,,,10.6642,,,,6.53,86.3871,,,204.0,,0.4503,,0.69936,,121.424,139.66,,2.29908,9.78804,,,0.229648,0.00966,0.219988,11.8059,17.1892,,,,,,,0.0,0.467309,3.99984,,80.64,4.6,,,114.475,60.0,,,,,,,,0.0031002,8.03,,2008-08,401,indiaWris/401_Seondha,[LatLong 26.16667 78.78333],"Seondha, Datia, Madhya Pradesh"
Madhya Pradesh,Mandla,2023-08,2012,Mohgaon,22.76583333,80.62277778,,,,,0.0,,,0.8,,0.0,16.8,,14.0,,6.6,,,,6.9,81.9672,,,143.0,,0.108,,,,72.375,30.0,,1.96,7.29,,,1.621,0.04,1.581,12.44,26.6619,,,,,,,0.0,0.638084,22.47,,42.0,21.75,,,24.5902,48.0,,91.0,,,55.0,,,0.004,7.85,,2012-08,415,indiaWris/415_Mohgaon,[LatLong 22.76583 80.62278],"Mohgaon, Mandla, Madhya Pradesh"
Madhya Pradesh,Sidhi,2023-11,2012,Kuldah Bridge,24.41666667,81.68333333,,,,,0.0,,0.001,2.94,,0.0,35.55,,13.0,,24.0,,,,7.58,88.3656,,,240.0,,0.466,900.0,0.466,,194.208,141.52,,5.0,25.28,,0.05,0.168,0.0,0.168,16.0,14.8767,,,,,,0.001,0.0,0.50133,10.0,,88.875,8.04,,,116.0,46.0,1900.0,172.0,,,0.1,,,,7.78,7.6,2012-11,433,indiaWris/433_KuldahBridge,[LatLong 24.41667 81.68333],"Kuldah Bridge, Sidhi, Madhya Pradesh"
Rajasthan,Jhalawar,2023-06,2009,Aklera,24.41666667,76.58333333,,,,,92.13,,0.09,1.04,,111.0,10.2,,,,134.9,,,,6.02,76.9801,,,1458.0,,0.2508,,0.0,,496.312,1008.94,,19.941,112.995,,,3.86806,0.22494,3.64312,393.208,62.3747,,,,,,,10.4307,7.72381,0.2304,,25.5,0.7,,,1012.0,57.0,,,,,,,,0.0950728,8.6,,2009-06,105,indiaWris/105_Aklera,[LatLong 24.41667 76.58333],"Aklera, Jhalawar, Rajasthan"
Tamil Nadu,Karur,2023-01,2009,Nallamaranpatty,10.88083333,77.98472222,,,,,39.84,,0.001,1.0,,48.0,49.6,,,,148.0,,,,6.3,66.547,,,746.0,,0.939,,,,269.833,173.0,,6.1,35.0,,,,,,122.0,49.054,,,,,,,0.0,3.24299,82.0,,124.0,,,,221.803,36.0,,,,,,,,,8.45,8.45,2009-01,576,indiaWris/576_Nallamaranpatty,[LatLong 10.88083 77.98472],"Nallamaranpatty, Karur, Tamil Nadu"
Tamil Nadu,Villupuram,2023-04,2009,Vazhavachanur,12.06583333,78.97805556,,,,,0.0,,,3.161,,0.0,67.33,,,,110.37,,,,4.134,54.6898,,,945.0,,,,,,249.325,398.32,,2.09967,19.44,,,,,,102.0,46.9485,,,,,,,1.56919,2.8174,40.656,,168.325,,,,326.492,60.0,,,,,,,,,7.72,7.94,2009-04,596,indiaWris/596_Vazhavachanur,[LatLong 12.06583 78.97806],"Vazhavachanur, Villupuram, Tamil Nadu"
Uttar Pradesh,Meerut,2023-09,2009,Galeta,29.07555556,77.47833333,,,,,17.0814,,0.27972,33.6,,20.58,71.3,,132.0,,72.065,,,,3.45,44.8962,,,707.0,,0.437,60.0,1.03974,,227.66,384.3,,36.754,11.8584,,0.0,4.61324,0.05934,4.5539,84.41,40.1459,,,,,,,2.45113,2.43855,19.68,,178.25,12.93,,,349.3,59.0,220.0,,,,,,,0.375124,8.08,,2009-09,169,indiaWris/169_Galeta,[LatLong 29.07556 77.47833],"Galeta, Meerut, Uttar Pradesh"
Uttar Pradesh,Moradabad,2023-01,2012,Gagan Moradabad,28.82159,78.71962,,,,,0.0,,,2.94,,0.0,34.4,,17.0,,24.14,,,,3.92,40.5587,,,470.0,,0.266,,,,176.113,185.44,,3.128,21.627,,0.15444,14.0672,0.0552,14.012,14.72,15.1846,,,,,,,0.0,0.48426,8.16,,86.0,,,,152.0,34.0,,285.0,,,2.7,,,0.062004,7.86,7.5,2012-01,171,indiaWris/171_GaganMoradabad,[LatLong 28.82159 78.71962],"Gagan Moradabad, Moradabad, Uttar Pradesh"
Uttar Pradesh,Sonbhadra,2023-10,2009,Dudhhi,24.22722222,83.27472222,,,,,0.0,,0.001,2.38,,0.0,37.88,,3.48,,45.8,,,,6.96,90.4954,,,598.0,,0.508,3000.0,0.168,,185.408,170.8,,1.95,21.77,,0.05,0.413,0.063,0.35,33.35,38.8618,,,0.01,,,0.185,0.0793004,1.29043,30.24,,94.7,8.26,,,140.0,58.0,4800.0,340.0,,,,,,,8.06,8.0,2009-10,184,indiaWris/184_Dudhhi,[LatLong 24.22722 83.27472],"Dudhhi, Sonbhadra, Uttar Pradesh"
Uttarakhand,Champawat,2023-12,2012,Ghat,29.5,80.11666667,,,,,0.0,,0.15,0.98,,0.0,25.8,,6.0,,12.07,,,,7.06,65.5099,,,240.0,,0.15,,,,137.4,151.28,,4.301,17.496,,0.44928,0.502524,0.1242,0.378324,5.98,8.39792,,,,,,,0.0,0.22275,13.92,,64.5,,,,124.0,24.0,,144.0,,,,,,0.351356,8.23,6.8,2012-12,048,indiaWris/048_Ghat,[LatLong 29.50000 80.11667],"Ghat, Champawat, Uttarakhand"
Assam,Cachar,2023-04,2019,B.P.Ghat,24.87555556,92.58333333,,,,,0.174,,,,,0.21,11.02,,19.0,,5.77,,,,,,,,145.2,,,,,172.293,68.917,69.0,,1.79,9.2,,,,,,7.23,,,,,,,0.08,,,7.23,,,,,,56.907,28.0,,95.0,,,,,,,,14.0,2019-04,282,indiaWris/282_BPGhat,[LatLong 24.87556 92.58333],"B.P.Ghat, Cachar, Assam"
Assam,Dibrugarh,2023-01,2020,Dillighat,27.14,95.37,,,,,1.245,,,,,1.5,33.6,,16.4,,3.0,,,,,7.1,,,221.0,,,,,538.75,215.5,100.4,,11.25,30.2,,,,,,27.64,,,,,,,,,,7.0,,,,,,84.795,37.6,,157.0,,,,,,,,8.2,2020-01,286,indiaWris/286_Dillighat,[LatLong 27.14000 95.37000],"Dillighat, Dibrugarh, Assam"
Chhattisgarh,Janjgir-Champa,2023-07,2019,Basantpur,21.7385,82.78594167,,,,,0.0,,,0.7,,0.0,29.14,,,,20.75,,,,,5.0,,,186.9,,,,,436.168,174.467,116.23,,,21.22,,,,,,,,,,,,,,,,,,,,,,95.27,67.2,,,,,,,,,,7.63,2019-07,379,indiaWris/379_Basantpur,[LatLong 21.73850 82.78594],"Basantpur, Janjgir-Champa, Chhattisgarh"
Gujarat,Rajkot,2023-04,2019,Ganod,21.66472222,70.18111111,,,,,12.45,,0.46,6.91,,15.0,59.2,,60.0,,443.0,,,,,7.3,,,1807.0,,0.7,20.0,,861.667,344.667,219.6,,7.9,39.2,,1.6,,,,286.7,,,,,,,0.06,,,83.44,,,23.45,,88.0,205.0,56.0,170.0,1122.0,,,,,,,,8.7,2019-04,457,indiaWris/457_Ganod,[LatLong 21.66472 70.18111],"Ganod, Rajkot, Gujarat"
Jharkhand,Simdega,2023-04,2019,Tilga,22.62361111,84.41722222,,,,,0.0,,0.01,1.01,,0.0,13.1,,,,9.77,,,,,4.87,,,677.0,,,,,148.707,59.483,52.87,,6.2,1.96,,,,,,10.4,,,,,,,0.001,,,3.35,,,7.9,,,43.336,46.0,,,,,,,,,,8.01,2019-04,342,indiaWris/342_Tilga,[LatLong 22.62361 84.41722],"Tilga, Simdega, Jharkhand"
Rajasthan,Dungarpur,2023-04,2019,Paderdibadi,23.75944444,74.13222222,,,,,0.0,,0.26,5.09,,0.0,31.7,,14.0,,52.7,,,,,6.34,,,482.0,,0.81,20.0,,449.583,179.833,184.2,,1.1,19.1,,0.3,,,,39.17,,,,,,,0.02,,,16.24,,,8.42,,14.0,150.984,50.0,170.0,298.0,,,,,,,,8.2,2019-04,099,indiaWris/099_Paderdibadi,[LatLong 23.75944 74.13222],"Paderdibadi, Dungarpur, Rajasthan"
Rajasthan,Dungarpur,2023-01,2020,Rangeli,23.87277778,74.22361111,,,,,0.0,,0.17,1.75,,0.0,57.6,,12.0,,59.13,,,,,10.01,,,640.0,,0.92,20.0,,681.25,272.5,205.9,,2.9,13.0,,0.12,,,,45.55,,,,,,,0.03,,,33.44,,,37.5,,8.0,168.77,34.0,40.0,374.0,,,,,,,,8.2,2020-01,099,indiaWris/099_Rangeli,[LatLong 23.87278 74.22361],"Rangeli, Dungarpur, Rajasthan"
Rajasthan,Kota,2023-08,2019,Barod,25.38333333,76.33333333,,,,,0.0,,0.07,3.83,,0.0,25.3,,20.0,,5.69,,,,,5.71,,,282.0,,0.21,17000.0,,281.98,112.792,86.95,,1.5,2.95,,0.08,,,,4.39,,,,,,,0.32,,,5.94,,,3.12,,0.0,71.27,58.4,46000.0,178.0,,,,,,,,7.38,2019-08,109,indiaWris/109_Barod,[LatLong 25.38333 76.33333],"Barod, Kota, Rajasthan"
Uttarakhand,Dehradun,2023-04,2019,Haridwar U/S,29.9675,78.17638889,,,,,0.0,0.0,0.04,2.29,,0.0,17.07,0.0,9.75,,5.18,,0.0,0.0,,9.77,,,135.9,,0.12,2400.0,0.0,201.062,80.425,55.08,,1.83,3.72,,,,,0.14,3.96,,0.0,,,0.0,,0.06,,0.0,20.4,,,,,0.0,45.148,28.0,3600.0,83.0,,,,0.0,,,,7.56,2019-04,049,indiaWris/049_HaridwarUS,[LatLong 29.96750 78.17639],"Haridwar U/S, Dehradun, Uttarakhand"
Uttarakhand,Dehradun,2023-09,2019,Rishikesh D/S,30.07583333,78.28694444,,,,,0.0,,0.12,1.73,,0.0,27.2,,8.36,,5.65,,,,,7.52,,,138.4,,0.15,3100.0,,307.333,122.933,63.82,,1.98,3.84,,,,,,2.83,,,,,,,0.09,,,21.5,,,,,0.0,52.311,,4000.0,94.0,,,,,,,,7.92,2019-09,049,indiaWris/049_RishikeshDS,[LatLong 30.07583 78.28694],"Rishikesh D/S, Dehradun, Uttarakhand"
Jharkhand,Dumka,2023-03,2006,Maharo,24.31666667,87.23333333,,,,,0.0,,,,,0.0,17.2,,,,12.42,,,,,,,,182.0,,,,,237.855,95.142,51.2,,1.56,9.39,,,,,,11.04,,,,,,,,,,1.44,,,,,,84.0,38.0,,,,,,,,,7.5,,2006-03,326,indiaWris/326_Maharo,[LatLong 24.31667 87.23333],"Maharo, Dumka, Jharkhand"
Jharkhand,Dumka,2023-09,2006,Maharo,24.31666667,87.23333333,,,,,7.055,,,,,8.6,15.4,,,,11.71,,,,,,,,155.0,,,,,212.98,85.192,31.4,,1.955,8.41,,,,,,11.04,,,,,,,,,,6.72,,,,,,65.667,46.0,,,,,,,,,7.9,,2006-09,326,indiaWris/326_Maharo,[LatLong 24.31667 87.23333],"Maharo, Dumka, Jharkhand"
Jharkhand,Jamtara,2023-01,2008,Jamtara,23.97777778,86.855,,,,,9.296,,,,,11.3,31.0,,,,15.265,,,,,,,,,,,,,375.53,150.212,63.2,,2.346,8.418,,,,,,19.505,,,,,,,,,,1.44,,,,,,122.167,30.0,,,,,,,,,7.6,,2008-01,333,indiaWris/333_Jamtara,[LatLong 23.97778 86.85500],"Jamtara, Jamtara, Jharkhand"
Jharkhand,Jamtara,2023-05,2007,Jamtara,23.97777778,86.855,,,,,5.561,,,,,6.8,29.2,,,,14.91,,,,,,,,,,,,,395.667,158.267,70.2,,2.346,14.64,,,,,,19.505,,,,,,,,,,3.36,,,,,,126.167,62.0,,,,,,,,,8.0,,2007-05,333,indiaWris/333_Jamtara,[LatLong 23.97778 86.85500],"Jamtara, Jamtara, Jharkhand"
Jharkhand,Jamtara,2023-11,2001,Jamtara,23.97777778,86.855,,,,,4.067,,,,,5.0,19.0,,,,11.715,,,,,,,,,,,,,256.63,102.652,51.6,,2.737,9.394,,,,,,11.04,,,,,,,,,,35.52,,,,,,92.667,56.0,,,,,,,,,8.0,,2001-11,333,indiaWris/333_Jamtara,[LatLong 23.97778 86.85500],"Jamtara, Jamtara, Jharkhand"
Madhya Pradesh,Chhatarpur,2023-03,2020,Garrauli,25.06666667,79.35,,,,,0.0,,0.03,1.0,,0.0,36.8,,15.68,,15.77,,,,,6.8,,,308.0,,0.21,28000.0,,461.332,184.533,159.58,,1.6,12.48,,0.101,,,,9.56,,,,,,,0.059,,,3.13,,,12.0,,,130.803,46.0,35000.0,,,,,,,,,8.19,2020-03,398,indiaWris/398_Garrauli,[LatLong 25.06667 79.35000],"Garrauli, Chhatarpur, Madhya Pradesh"
Madhya Pradesh,Panna,2023-03,2020,Madla,24.73333333,80.2,,,,,0.0,,0.0,1.6,,0.0,35.2,,15.68,,19.71,,,,,8.6,,,303.0,,0.19,22000.0,,462.668,185.067,146.4,,1.67,15.36,,0.109,,,,10.03,,,,,,,0.0,,,18.04,,,14.2,,,120.0,42.0,28000.0,,,,,,,,,8.3,2020-03,420,indiaWris/420_Madla,[LatLong 24.73333 80.20000],"Madla, Panna, Madhya Pradesh"
Madhya Pradesh,Sagar,2023-02,2012,Natunhat,23.54555556,78.90694444,,,,,7.221,,,,,8.7,36.2,,,,20.945,,,,,,,,302.0,,,,,462.482,184.993,179.34,,3.128,13.664,,,,,,3.91,,,,,,,,,,31.68,,,,,,161.5,34.0,,,,,,,,,7.8,,2012-02,425,indiaWris/425_Natunhat,[LatLong 23.54556 78.90694],"Natunhat, Sagar, Madhya Pradesh"
Arunachal Pradesh,Lohit,2023-11,2005,Tezu,27.91083333,96.17055556,,,,,0.1743,,,,,0.21,5.6,,,,7.1,,,,,,,,331.0,,0.76,,0.07998,,20.5812,43.92,,1.6031,1.5795,,,,,0.406348,3.289,24.1047,,,,,,,0.317463,0.316189,1.488,,14.0,,,,36.35,,,,,,,,,0.0589038,7.1,,2005-11,234,indiaWris/234_Tezu,[LatLong 27.91083 96.17056],"Tezu, Lohit, Arunachal Pradesh"
Assam,Nagaon,2023-03,2005,Kampur,26.15279444,92.65360833,,,0.0999,,0.1992,,,,,0.24,10.2,,,,8.165,,,,,,,,270.0,,0.57,,0.37944,,64.9875,85.4,,2.1896,9.477,,,,,,5.198,14.3924,,,,,,,0.118944,0.281651,1.92,,25.5,,,,70.4,,,210.0,,,,,,0.0950728,7.5,,2005-03,297,indiaWris/297_Kampur,[LatLong 26.15279 92.65361],"Kampur, Nagaon, Assam"
Jharkhand,Simdega,2023-06,2009,Tilga,22.62361111,84.41722222,,,,,0.0,,0.0,,,0.0,9.62,,,,9.71,,,,,,,,118.0,,0.05,,0.186,,40.2583,34.16,,2.2,3.89,,,0.22398,0.0138,0.21018,7.2,26.776,,,,,,0.05,0.0,0.495127,11.08,,24.05,6.6,,,28.0,50.0,,,,,,,,0.0,7.6,7.6,2009-06,342,indiaWris/342_Tilga,[LatLong 22.62361 84.41722],"Tilga, Simdega, Jharkhand"
Kerala,Idukki,2023-08,2005,Vandiperiyar,9.573333333,77.09055556,,,,,0.0,,,,,0.0,4.8,,4.2,,7.1,,,,,,,,58.0,,0.103,,,,22.125,22.0,,1.7,2.43,,,0.343,0.003,0.34,3.7,24.9937,,,,,,0.012,0.0,0.343321,1.0,,12.0,6.9,,,18.0328,46.0,,43.0,,,,,,,6.52,,2005-08,556,indiaWris/556_Vandiperiyar,[LatLong 9.57333 77.09056],"Vandiperiyar, Idukki, Kerala"
