id	name	compartment	chemicalFormula	bigg.metabolite	chebi	chembl	kegg.compound	metanetx.chemical	hmdb	pubchem.compound	lipidmaps
M_m00097s	(5-L-glutamyl)-L-amino acid	s	C8H13N2O5	gluala	CHEBI:50619	NA	C03740	MNXM59390	HMDB06248	440103	NA
M_m00098c	(5S,6S)-epoxy-(15R)-hydroxy-ETE	c	C20H29O4	NA	NA	NA	NA	MNXM162637	NA	NA	NA
M_m00098p	(5S,6S)-epoxy-(15R)-hydroxy-ETE	p	C20H29O4	NA	NA	NA	NA	MNXM162637	NA	NA	NA
M_m00098r	(5S,6S)-epoxy-(15R)-hydroxy-ETE	r	C20H29O4	NA	NA	NA	NA	MNXM162637	NA	NA	NA
M_m00099m	(5Z)-dodecenoyl-CoA	m	C33H52N7O17P3S	NA	NA	NA	NA	MNXM163970	NA	NA	NA
M_m00099p	(5Z)-dodecenoyl-CoA	p	C33H52N7O17P3S	NA	NA	NA	NA	MNXM163970	NA	NA	NA
M_m00100c	(5Z,8Z,11Z)-eicosatrienoylcarnitine	c	C27H47NO4	NA	NA	NA	NA	NA	NA	NA	NA
M_m00100m	(5Z,8Z,11Z)-eicosatrienoylcarnitine	m	C27H47NO4	NA	NA	NA	NA	NA	NA	NA	NA
M_m00100r	(5Z,8Z,11Z)-eicosatrienoylcarnitine	r	C27H47NO4	NA	NA	NA	NA	NA	NA	NA	NA
M_m00101c	(5Z,8Z,11Z)-eicosatrienoyl-CoA	c	C41H64N7O17P3S	NA	NA	NA	NA	MNXM47372	NA	NA	LMFA07050062
M_m00101m	(5Z,8Z,11Z)-eicosatrienoyl-CoA	m	C41H64N7O17P3S	NA	NA	NA	NA	MNXM47372	NA	NA	LMFA07050062
M_m00101r	(5Z,8Z,11Z)-eicosatrienoyl-CoA	r	C41H64N7O17P3S	NA	NA	NA	NA	MNXM47372	NA	NA	LMFA07050062
M_m00102c	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine	c	C27H43NO4	tmndnccrn	NA	NA	NA	MNXM9158	NA	NA	NA
M_m00102m	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine	m	C27H43NO4	tmndnccrn	NA	NA	NA	MNXM9158	NA	NA	NA
M_m00102r	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine	r	C27H43NO4	tmndnccrn	NA	NA	NA	MNXM9158	NA	NA	NA
M_m00103c	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA	c	C41H60N7O17P3S	tmndnccoa	NA	NA	C16165	MNXM1449	NA	52922050	LMFA07050063
M_m00103m	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA	m	C41H60N7O17P3S	tmndnccoa	NA	NA	C16165	MNXM1449	NA	52922050	LMFA07050063
M_m00103r	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA	r	C41H60N7O17P3S	tmndnccoa	NA	NA	C16165	MNXM1449	NA	52922050	LMFA07050063
M_m00104c	(6Z,9Z)-octadecadienoic acid	c	C18H31O2	lneldc	NA	NA	NA	MNXM8844	NA	5282457	LMFA01030332
M_m00104l	(6Z,9Z)-octadecadienoic acid	l	C18H31O2	lneldc	NA	NA	NA	MNXM8844	NA	5282457	LMFA01030332
M_m00104r	(6Z,9Z)-octadecadienoic acid	r	C18H31O2	lneldc	NA	NA	NA	MNXM8844	NA	5282457	LMFA01030332
M_m00104s	(6Z,9Z)-octadecadienoic acid	s	C18H31O2	lneldc	NA	NA	NA	MNXM8844	NA	5282457	LMFA01030332
M_m00105c	(6Z,9Z)-octadecadienoylcarnitine	c	C25H45NO4	lneldccrn	NA	NA	NA	MNXM8845	NA	53477834	NA
M_m00105m	(6Z,9Z)-octadecadienoylcarnitine	m	C25H45NO4	lneldccrn	NA	NA	NA	MNXM8845	NA	53477834	NA
M_m00105r	(6Z,9Z)-octadecadienoylcarnitine	r	C25H45NO4	lneldccrn	NA	NA	NA	MNXM8845	NA	53477834	NA
M_m00106c	(6Z,9Z)-octadecadienoyl-CoA	c	C39H62N7O17P3S	lneldccoa	NA	NA	NA	MNXM4036	NA	NA	LMFA07050060
M_m00106m	(6Z,9Z)-octadecadienoyl-CoA	m	C39H62N7O17P3S	lneldccoa	NA	NA	NA	MNXM4036	NA	NA	LMFA07050060
M_m00106r	(6Z,9Z)-octadecadienoyl-CoA	r	C39H62N7O17P3S	lneldccoa	NA	NA	NA	MNXM4036	NA	NA	LMFA07050060
M_m00107c	(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine	c	C25H41NO4	strdnccrn	NA	NA	NA	MNXM9118	NA	53477835	NA
M_m00107m	(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine	m	C25H41NO4	strdnccrn	NA	NA	NA	MNXM9118	NA	53477835	NA
M_m00107r	(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine	r	C25H41NO4	strdnccrn	NA	NA	NA	MNXM9118	NA	53477835	NA
M_m00108c	(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA	c	C39H58N7O17P3S	strdnccoa	CHEBI:63545	NA	C16163	MNXM3361	NA	23724640	LMFA07050046
M_m00108m	(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA	m	C39H58N7O17P3S	strdnccoa	CHEBI:63545	NA	C16163	MNXM3361	NA	23724640	LMFA07050046
M_m00108r	(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA	r	C39H58N7O17P3S	strdnccoa	CHEBI:63545	NA	C16163	MNXM3361	NA	23724640	LMFA07050046
M_m00109c	(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine	c	C31H51NO4	tetpent6crn	NA	NA	NA	MNXM9140	NA	NA	NA
M_m00109r	(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine	r	C31H51NO4	tetpent6crn	NA	NA	NA	MNXM9140	NA	NA	NA
M_m00110c	(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA	c	C45H68N7O17P3S	tetpent6coa	CHEBI:63546	NA	C16172	MNXM5944	NA	23724649	LMFA07050042
M_m00110p	(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA	p	C45H68N7O17P3S	tetpent6coa	CHEBI:63546	NA	C16172	MNXM5944	NA	23724649	LMFA07050042
M_m00110r	(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA	r	C45H68N7O17P3S	tetpent6coa	CHEBI:63546	NA	C16172	MNXM5944	NA	23724649	LMFA07050042
M_m00111c	(6Z,9Z,12Z,15Z,18Z)-TPA	c	C24H37O2	tetpent6	NA	NA	NA	MNXM12998	NA	14505435	LMFA01030820
M_m00111l	(6Z,9Z,12Z,15Z,18Z)-TPA	l	C24H37O2	tetpent6	NA	NA	NA	MNXM12998	NA	14505435	LMFA01030820
M_m00111r	(6Z,9Z,12Z,15Z,18Z)-TPA	r	C24H37O2	tetpent6	NA	NA	NA	MNXM12998	NA	14505435	LMFA01030820
M_m00111s	(6Z,9Z,12Z,15Z,18Z)-TPA	s	C24H37O2	tetpent6	NA	NA	NA	MNXM12998	NA	14505435	LMFA01030820
M_m00112c	(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoylcarnitine	c	C31H49NO4	NA	NA	NA	NA	NA	NA	NA	NA
M_m00112r	(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoylcarnitine	r	C31H49NO4	NA	NA	NA	NA	NA	NA	NA	NA
M_m00113c	(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA	c	C45H66N7O17P3S	tethex3coa	NA	NA	C16168	MNXM6449	NA	53477806	LMFA07050051
M_m00113p	(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA	p	C45H66N7O17P3S	tethex3coa	NA	NA	C16168	MNXM6449	NA	53477806	LMFA07050051
M_m00113r	(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA	r	C45H66N7O17P3S	tethex3coa	NA	NA	C16168	MNXM6449	NA	53477806	LMFA07050051
M_m00114c	(6Z,9Z,12Z,15Z,18Z,21Z)-THA	c	C24H35O2	tethex3	NA	NA	NA	MNXM12996	HMDB13025	53481586	LMFA01030822
M_m00114l	(6Z,9Z,12Z,15Z,18Z,21Z)-THA	l	C24H35O2	tethex3	NA	NA	NA	MNXM12996	HMDB13025	53481586	LMFA01030822
M_m00114r	(6Z,9Z,12Z,15Z,18Z,21Z)-THA	r	C24H35O2	tethex3	NA	NA	NA	MNXM12996	HMDB13025	53481586	LMFA01030822
M_m00114s	(6Z,9Z,12Z,15Z,18Z,21Z)-THA	s	C24H35O2	tethex3	NA	NA	NA	MNXM12996	HMDB13025	53481586	LMFA01030822
M_m00115c	(7Z)-octadecenoic acid	c	C18H33O2	NA	NA	NA	NA	MNXM24151	NA	NA	LMFA01030068
M_m00115l	(7Z)-octadecenoic acid	l	C18H33O2	NA	NA	NA	NA	MNXM24151	NA	NA	LMFA01030068
M_m00115r	(7Z)-octadecenoic acid	r	C18H33O2	NA	NA	NA	NA	MNXM24151	NA	NA	LMFA01030068
M_m00115s	(7Z)-octadecenoic acid	s	C18H33O2	NA	NA	NA	NA	MNXM24151	NA	NA	LMFA01030068
M_m00116c	(7Z)-octadecenoyl-CoA	c	C39H64N7O17P3S	NA	NA	NA	NA	NA	NA	NA	NA
M_m00116m	(7Z)-octadecenoyl-CoA	m	C39H64N7O17P3S	NA	NA	NA	NA	NA	NA	NA	NA
M_m00116r	(7Z)-octadecenoyl-CoA	r	C39H64N7O17P3S	NA	NA	NA	NA	NA	NA	NA	NA
M_m00117c	(7Z)-tetradecenoic acid	c	C14H25O2	NA	CHEBI:53206	NA	NA	MNXM153529	NA	NA	LMFA01030249
M_m00117l	(7Z)-tetradecenoic acid	l	C14H25O2	NA	CHEBI:53206	NA	NA	MNXM153529	NA	NA	LMFA01030249
M_m00117r	(7Z)-tetradecenoic acid	r	C14H25O2	NA	CHEBI:53206	NA	NA	MNXM153529	NA	NA	LMFA01030249
M_m00117s	(7Z)-tetradecenoic acid	s	C14H25O2	NA	CHEBI:53206	NA	NA	MNXM153529	NA	NA	LMFA01030249
M_m00118c	(7Z)-tetradecenoyl-CoA	c	C35H56N7O17P3S	NA	NA	NA	NA	MNXM163972	NA	NA	NA
M_m00118m	(7Z)-tetradecenoyl-CoA	m	C35H56N7O17P3S	NA	NA	NA	NA	MNXM163972	NA	NA	NA
M_m00118p	(7Z)-tetradecenoyl-CoA	p	C35H56N7O17P3S	NA	NA	NA	NA	MNXM163972	NA	NA	NA
M_m00118r	(7Z)-tetradecenoyl-CoA	r	C35H56N7O17P3S	NA	NA	NA	NA	MNXM163972	NA	NA	NA
M_m00119c	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA	c	C43H66N7O17P3S	adrncoa	CHEBI:63544	NA	C16170	MNXM90397	NA	NA	LMFA07050040
M_m00119m	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA	m	C43H66N7O17P3S	adrncoa	CHEBI:63544	NA	C16170	MNXM90397	NA	NA	LMFA07050040
M_m00119r	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA	r	C43H66N7O17P3S	adrncoa	CHEBI:63544	NA	C16170	MNXM90397	NA	NA	LMFA07050040
M_m00120c	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine	c	C29H47NO4	clpndcrn	NA	NA	NA	MNXM8437	NA	NA	NA
M_m00120m	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine	m	C29H47NO4	clpndcrn	NA	NA	NA	MNXM8437	NA	NA	NA
M_m00120r	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine	r	C29H47NO4	clpndcrn	NA	NA	NA	MNXM8437	NA	NA	NA
M_m00121c	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA	c	C43H64N7O17P3S	clpndcoa	CHEBI:63541	NA	C16166	MNXM4529	HMDB06267	53477812	LMFA07050048
M_m00121m	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA	m	C43H64N7O17P3S	clpndcoa	CHEBI:63541	NA	C16166	MNXM4529	HMDB06267	53477812	LMFA07050048
M_m00121r	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA	r	C43H64N7O17P3S	clpndcoa	CHEBI:63541	NA	C16166	MNXM4529	HMDB06267	53477812	LMFA07050048
M_m00122c	(8Z,11Z)-eicosadienoylcarnitine	c	C27H49NO4	NA	NA	NA	NA	NA	NA	NA	NA
M_m00122m	(8Z,11Z)-eicosadienoylcarnitine	m	C27H49NO4	NA	NA	NA	NA	NA	NA	NA	NA
M_m00122r	(8Z,11Z)-eicosadienoylcarnitine	r	C27H49NO4	NA	NA	NA	NA	NA	NA	NA	NA
M_m00123c	(8Z,11Z)-eicosadienoyl-CoA	c	C41H66N7O17P3S	NA	NA	NA	NA	MNXM47370	NA	NA	LMFA07050061
M_m00123m	(8Z,11Z)-eicosadienoyl-CoA	m	C41H66N7O17P3S	NA	NA	NA	NA	MNXM47370	NA	NA	LMFA07050061
M_m00123r	(8Z,11Z)-eicosadienoyl-CoA	r	C41H66N7O17P3S	NA	NA	NA	NA	MNXM47370	NA	NA	LMFA07050061
M_m00124c	(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine	c	C27H45NO4	eicostetcrn	NA	NA	NA	MNXM8574	NA	NA	NA
M_m00124m	(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine	m	C27H45NO4	eicostetcrn	NA	NA	NA	MNXM8574	NA	NA	NA
M_m00124r	(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine	r	C27H45NO4	eicostetcrn	NA	NA	NA	MNXM8574	NA	NA	NA
M_m00125c	(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA	c	C41H62N7O17P3S	eicostetcoa	NA	NA	C16164	MNXM5146	NA	23724641	LMFA07050047
M_m00125m	(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA	m	C41H62N7O17P3S	eicostetcoa	NA	NA	C16164	MNXM5146	NA	23724641	LMFA07050047
M_m00125r	(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA	r	C41H62N7O17P3S	eicostetcoa	NA	NA	C16164	MNXM5146	NA	23724641	LMFA07050047
M_m00126c	(9E)-octadecenoylcarnitine	c	C25H47NO4	elaidcrn	NA	NA	NA	MNXM173930	HMDB06464	53477837	NA
M_m00126m	(9E)-octadecenoylcarnitine	m	C25H47NO4	elaidcrn	NA	NA	NA	MNXM173930	HMDB06464	53477837	NA
M_m00126r	(9E)-octadecenoylcarnitine	r	C25H47NO4	elaidcrn	NA	NA	NA	MNXM173930	HMDB06464	53477837	NA
M_m00127c	(9E)-octadecenoyl-CoA	c	C39H64N7O17P3S	NA	NA	NA	NA	MNXM11476	NA	NA	NA
M_m00127m	(9E)-octadecenoyl-CoA	m	C39H64N7O17P3S	NA	NA	NA	NA	MNXM11476	NA	NA	NA
M_m00127r	(9E)-octadecenoyl-CoA	r	C39H64N7O17P3S	NA	NA	NA	NA	MNXM11476	NA	NA	NA
M_m00128c	(9E)-tetradecenoic acid	c	C14H25O2	ttdcea	NA	NA	NA	MNXM173931	NA	68344	LMFA01030250
M_m00128l	(9E)-tetradecenoic acid	l	C14H25O2	ttdcea	NA	NA	NA	MNXM173931	NA	68344	LMFA01030250
M_m00128r	(9E)-tetradecenoic acid	r	C14H25O2	ttdcea	NA	NA	NA	MNXM173931	NA	68344	LMFA01030250
M_m00128s	(9E)-tetradecenoic acid	s	C14H25O2	ttdcea	NA	NA	NA	MNXM173931	NA	68344	LMFA01030250
M_m00129c	(9E)-tetradecenoyl-CoA	c	C35H56N7O17P3S	NA	NA	NA	NA	NA	NA	NA	NA
M_m00129m	(9E)-tetradecenoyl-CoA	m	C35H56N7O17P3S	NA	NA	NA	NA	NA	NA	NA	NA
M_m00129r	(9E)-tetradecenoyl-CoA	r	C35H56N7O17P3S	NA	NA	NA	NA	NA	NA	NA	NA
M_m00130c	(9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine	c	C31H53NO4	tettet6crn	NA	NA	NA	MNXM9141	NA	NA	NA
M_m00130r	(9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine	r	C31H53NO4	tettet6crn	NA	NA	NA	MNXM9141	NA	NA	NA
M_m00131c	(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA	c	C45H70N7O17P3S	tettet6coa	CHEBI:63548	NA	C16171	MNXM1512	HMDB06516	53477846	LMFA07050041
M_m00131p	(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA	p	C45H70N7O17P3S	tettet6coa	CHEBI:63548	NA	C16171	MNXM1512	HMDB06516	53477846	LMFA07050041
M_m00131r	(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA	r	C45H70N7O17P3S	tettet6coa	CHEBI:63548	NA	C16171	MNXM1512	HMDB06516	53477846	LMFA07050041
M_m00132c	(9Z,12Z,15Z,18Z)-TTA	c	C24H39O2	tettet6	NA	NA	NA	MNXM12999	NA	152972	LMFA01030819
M_m00132l	(9Z,12Z,15Z,18Z)-TTA	l	C24H39O2	tettet6	NA	NA	NA	MNXM12999	NA	152972	LMFA01030819
M_m00132r	(9Z,12Z,15Z,18Z)-TTA	r	C24H39O2	tettet6	NA	NA	NA	MNXM12999	NA	152972	LMFA01030819
M_m00132s	(9Z,12Z,15Z,18Z)-TTA	s	C24H39O2	tettet6	NA	NA	NA	MNXM12999	NA	152972	LMFA01030819
M_m00133c	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine	c	C31H51NO4	tetpent3crn	NA	NA	NA	MNXM9139	NA	NA	NA
M_m00133r	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine	r	C31H51NO4	tetpent3crn	NA	NA	NA	MNXM9139	NA	NA	NA
M_m00134c	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA	c	C45H68N7O17P3S	tetpent3coa	CHEBI:63543	NA	C16167	MNXM169215	NA	23724644	LMFA07050049
M_m00134p	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA	p	C45H68N7O17P3S	tetpent3coa	CHEBI:63543	NA	C16167	MNXM169215	NA	23724644	LMFA07050049
M_m00134r	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA	r	C45H68N7O17P3S	tetpent3coa	CHEBI:63543	NA	C16167	MNXM169215	NA	23724644	LMFA07050049
M_m00135c	(9Z,12Z,15Z,18Z,21Z)-TPA	c	C24H37O2	tetpent3	NA	NA	NA	MNXM12997	NA	52921801	LMFA01030821
M_m00135l	(9Z,12Z,15Z,18Z,21Z)-TPA	l	C24H37O2	tetpent3	NA	NA	NA	MNXM12997	NA	52921801	LMFA01030821
M_m00135r	(9Z,12Z,15Z,18Z,21Z)-TPA	r	C24H37O2	tetpent3	NA	NA	NA	MNXM12997	NA	52921801	LMFA01030821
M_m00135s	(9Z,12Z,15Z,18Z,21Z)-TPA	s	C24H37O2	tetpent3	NA	NA	NA	MNXM12997	NA	52921801	LMFA01030821
M_m00136c	(ADP-D-ribosyl)n+1-acceptor	c	X	NA	NA	NA	C03245	MNXM15750	NA	NA	NA
M_m00137c	(ADP-D-ribosyl)n-acceptor	c	C15H19N5O13P2X	NA	NA	NA	C03245	MNXM15750	NA	NA	NA
M_m00138g	(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	g	C76H127N2O60X	g1m8masn	NA	NA	NA	MNXM5381	NA	NA	NA
M_m00138r	(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	r	C76H127N2O60X	g1m8masn	NA	NA	NA	MNXM5381	NA	NA	NA
M_m00139g	(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	g	C82H137N2O65X	g2m8masn	NA	NA	NA	MNXM6531	NA	NA	NA
M_m00139r	(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	r	C82H137N2O65X	g2m8masn	NA	NA	NA	MNXM6531	NA	NA	NA
M_m00140g	(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	g	C88H147N2O70X	g3m8masn	NA	NA	NA	MNXM6013	NA	NA	NA
M_m00140r	(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	r	C88H147N2O70X	g3m8masn	NA	NA	NA	MNXM6013	NA	NA	NA
M_m00141l	(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine	l	C26H45NO21	m2mn	NA	NA	NA	MNXM6014	HMDB06537	53477854	NA
M_m00142g	(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	g	C46H77N2O35X	m4masn	NA	NA	NA	MNXM6534	NA	NA	NA
M_m00143g	(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B1)	g	C52H87N2O40X	m5masnB1	NA	NA	NA	MNXM6536	NA	NA	NA
M_m00144g	(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B2)	g	C52H87N2O40X	m5masnB2	NA	NA	NA	MNXM9447	NA	NA	NA
M_m00145g	(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (C)	g	C52H87N2O40X	m5masnC	NA	NA	NA	MNXM7932	NA	NA	NA
M_m00146g	(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (A)	g	C58H97N2O45X	m6masnA	NA	NA	NA	MNXM9451	NA	NA	NA
M_m00147g	(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B1)	g	C58H97N2O45X	m6masnB1	NA	NA	NA	MNXM9450	NA	NA	NA
M_m00148g	(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B2)	g	C58H97N2O45X	m6masnB2	NA	NA	NA	MNXM6538	NA	NA	NA
M_m00149g	(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (C)	g	C58H97N2O45X	m6masnC	NA	NA	NA	MNXM6537	NA	NA	NA
M_m00150g	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)	g	C64H107N2O50X	m7masnA	NA	NA	NA	MNXM5382	NA	NA	NA
M_m00151g	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)	g	C64H107N2O50X	m7masnB	NA	NA	NA	MNXM6539	NA	NA	NA
M_m00151r	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)	r	C64H107N2O50X	m7masnB	NA	NA	NA	MNXM6539	NA	NA	NA
M_m00152g	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)	g	C64H107N2O50X	m7masnC	NA	NA	NA	MNXM9454	NA	NA	NA
M_m00153g	(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	g	C70H117N2O55X	m8masn	NA	NA	NA	MNXM6015	NA	NA	NA
M_m00153r	(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	r	C70H117N2O55X	m8masn	NA	NA	NA	MNXM6015	NA	NA	NA
M_m00154r	(Glc)3 (GlcNAc)2 (Man)9 (PP-Dol)1	r	C188H310N2O77P2	g3m8mpdol__L	NA	NA	G00008	MNXM147644	NA	NA	NA
M_m00155c	(indol-3-yl)acetamide	c	C10H10N2O	NA	NA	NA	C02693	MNXM2239	NA	NA	NA
M_m00156c	(R)-1,2-dimethyl-5,6-dihydroxy-tetrahydroisoquinoline	c	C11H16NO2	NA	NA	NA	NA	MNXM31535	NA	53481438	NA
M_m00157c	(R)-3-hydroxybutanoate	c	C4H7O3	bhb	CHEBI:17066	CHEMBL:1162484	C01089	MNXM663	HMDB00011	92135	LMFA01050005
M_m00157m	(R)-3-hydroxybutanoate	m	C4H7O3	bhb	CHEBI:17066	CHEMBL:1162484	C01089	MNXM663	HMDB00011	92135	LMFA01050005
M_m00157s	(R)-3-hydroxybutanoate	s	C4H7O3	bhb	CHEBI:17066	CHEMBL:1162484	C01089	MNXM663	HMDB00011	92135	LMFA01050005
M_m00158c	(R)-3-hydroxybutanoyl-[ACP]	c	C15H27N2O9PRS	NA	NA	NA	C04618	MNXM91793	NA	NA	NA
M_m00159m	(R)-3-hydroxybutanoyl-CoA	m	C25H38N7O18P3S	3hbcoa__R	CHEBI:15452	NA	C03561	MNXM1058	NA	11966146	NA
M_m00160c	(R)-3-hydroxydecanoyl-[ACP]	c	C21H39N2O9PRS	NA	NA	NA	C04619	MNXM7127	NA	NA	NA
M_m00161c	(R)-3-hydroxyoctanoyl-[ACP]	c	C19H35N2O9PRS	NA	NA	NA	C04620	MNXM10019	NA	NA	NA
M_m00162c	(R)-3-hydroxypalmitoyl-[ACP]	c	C27H51N2O9PRS	NA	NA	NA	C04633	MNXM2576	NA	NA	NA
M_m00163c	(R)-4-phosphopantothenoyl-cysteine	c	C12H20N2O9PS	4ppcys	CHEBI:15769	NA	C04352	MNXM483	NA	440304	NA
M_m00163m	(R)-4-phosphopantothenoyl-cysteine	m	C12H20N2O9PS	4ppcys	CHEBI:15769	NA	C04352	MNXM483	NA	440304	NA
M_m00164c	(R)-5-diphosphomevalonate	c	C6H10O10P2	5dpmev	CHEBI:15899	CHEMBL:235881	C01143	MNXM689	NA	439418	NA
M_m00165c	(R)-5-phosphomevalonate	c	C6H10O7P	5pmev	CHEBI:17436	NA	C01107	MNXM567	NA	439400	NA
M_m00166m	(R)-methylmalonyl-CoA	m	C25H35N7O19P3S	mmcoa__R	CHEBI:15465	NA	C01213	MNXM608	NA	439291	NA
M_m00167c	(R)-mevalonate	c	C6H11O4	mev__R	CHEBI:25351	NA	C00418	MNXM333	HMDB00227	449	NA
M_m00167p	(R)-mevalonate	p	C6H11O4	mev__R	CHEBI:25351	NA	C00418	MNXM333	HMDB00227	449	NA
M_m00168c	(R)-S-lactoylglutathione	c	C13H20N3O8S	lgt__S	CHEBI:15694	NA	C03451	MNXM1253	NA	440018	NA
M_m00168m	(R)-S-lactoylglutathione	m	C13H20N3O8S	lgt__S	CHEBI:15694	NA	C03451	MNXM1253	NA	440018	NA
M_m00169c	(S)-2-aminobutanoate	c	C4H9NO2	NA	CHEBI:35619	CHEMBL:1230782	C02356	MNXM17054	HMDB00452	80283	LMFA01100034
M_m00170m	(S)-3-hydroxy-11-cis-octadecenoyl-CoA	m	C39H64N7O18P3S	NA	NA	NA	NA	MNXM164005	NA	NA	NA
M_m00170p	(S)-3-hydroxy-11-cis-octadecenoyl-CoA	p	C39H64N7O18P3S	NA	NA	NA	NA	MNXM164005	NA	NA	NA
M_m00171m	(S)-3-hydroxy-2-methylbutyryl-CoA	m	C26H40N7O18P3S	3hmbcoa	CHEBI:15449	NA	C04405	MNXM701	NA	11966220	NA
M_m00172m	(S)-3-hydroxy-7-hexadecenoyl-CoA	m	C37H60N7O18P3S	NA	NA	NA	NA	NA	NA	NA	NA
