GeoId,CACountyName,CALicensedHealthcareFacilityBedFACID,CALicensedHealthcareFacilityName,CALicensedHealthcareFacilityType,CALicensedHealthcareFacilityBedType,CALicensedHealthcareFacilityBedCapacity
geoId/06009,CALAVERAS,ELMS/030000012,AVALON HEALTH CARE - SAN ANDREAS,SkilledNursingFacility,SKILLED NURSING,99
geoId/06061,PLACER,ELMS/030000013,AUBURN RAVINE TERRACE,SkilledNursingFacility,SKILLED NURSING,59
geoId/06099,STANISLAUS,ELMS/030000016,NORTH STARR POSTACUTE CARE,SkilledNursingFacility,SKILLED NURSING,31
geoId/06067,SACRAMENTO,ELMS/030000019,NORWOOD PINES ALZHEIMERS CENTER,SkilledNursingFacility,SKILLED NURSING,161
geoId/06109,TUOLUMNE,ELMS/030000023,ADVENTIST HEALTH SONORA - D/P SNF (UNIT 6),SkilledNursingFacility,SKILLED NURSING,32
geoId/06061,PLACER,ELMS/030000024,WESTVIEW HEALTHCARE CENTER,SkilledNursingFacility,SKILLED NURSING,205
geoId/06067,SACRAMENTO,ELMS/030000028,MISSION CARMICHAEL HEALTHCARE CENTER,SkilledNursingFacility,SKILLED NURSING,135
geoId/06067,SACRAMENTO,ELMS/030000037,METHODIST HOSPITAL OF SACRAMENTO,GeneralAcuteCareHospital,CORONARY CARE,10
geoId/06067,SACRAMENTO,ELMS/030000037,METHODIST HOSPITAL OF SACRAMENTO,GeneralAcuteCareHospital,INTENSIVE CARE,10
geoId/06067,SACRAMENTO,ELMS/030000037,METHODIST HOSPITAL OF SACRAMENTO,GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,12
geoId/06067,SACRAMENTO,ELMS/030000037,METHODIST HOSPITAL OF SACRAMENTO,GeneralAcuteCareHospital,PERINATAL,22
geoId/06067,SACRAMENTO,ELMS/030000037,METHODIST HOSPITAL OF SACRAMENTO,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,104
geoId/06067,SACRAMENTO,ELMS/030000046,WINDSOR EL CAMINO CARE CENTER,SkilledNursingFacility,SKILLED NURSING,178
geoId/06017,EL DORADO,ELMS/030000047,WESTERN SLOPE HEALTH CENTER,SkilledNursingFacility,SKILLED NURSING,99
geoId/06099,STANISLAUS,ELMS/030000050,MAIN WEST POSTACUTE CARE,SkilledNursingFacility,SKILLED NURSING,99
geoId/06067,SACRAMENTO,ELMS/030000053,ESKATON CARE CENTER MANZANITA,SkilledNursingFacility,SKILLED NURSING,99
geoId/06067,SACRAMENTO,ELMS/030000060,FOLSOM CARE CENTER,SkilledNursingFacility,SKILLED NURSING,99
geoId/06017,EL DORADO,ELMS/030000063,GOLD COUNTRY HEALTH CENTER,SkilledNursingFacility,SKILLED NURSING,68
geoId/06099,STANISLAUS,ELMS/030000066,CERES POSTACUTE CARE,SkilledNursingFacility,SKILLED NURSING,46
geoId/06067,SACRAMENTO,ELMS/030000067,SACRAMENTO POST-ACUTE,SkilledNursingFacility,SKILLED NURSING,99
geoId/06067,SACRAMENTO,ELMS/030000071,ESKATON CARE CENTER FAIR OAKS,SkilledNursingFacility,SKILLED NURSING,149
geoId/06005,AMADOR,ELMS/030000074,KIT CARSON NURSING & REHABILITATION CENTER,SkilledNursingFacility,SKILLED NURSING,199
geoId/06067,SACRAMENTO,ELMS/030000076,RIVER POINTE POST-ACUTE,SkilledNursingFacility,SKILLED NURSING,112
geoId/06099,STANISLAUS,ELMS/030000079,OAKDALE NURSING AND REHABILITATION CENTER,SkilledNursingFacility,SKILLED NURSING,115
geoId/06017,EL DORADO,ELMS/030000085,THE PINES AT PLACERVILLE HEALTHCARE CENTER,SkilledNursingFacility,SKILLED NURSING,99
geoId/06099,STANISLAUS,ELMS/030000088,CENTRAL VALLEY POST ACUTE,SkilledNursingFacility,SKILLED NURSING,99
geoId/06061,PLACER,ELMS/030000090,ROSEVILLE CARE CENTER,SkilledNursingFacility,SKILLED NURSING,210
geoId/06099,STANISLAUS,ELMS/030000096,SAN LUIS CARE CENTER,SkilledNursingFacility,SKILLED NURSING,71
geoId/06067,SACRAMENTO,ELMS/030000105,WHITNEY OAKS CARE CENTER,SkilledNursingFacility,SKILLED NURSING,126
geoId/06005,AMADOR,ELMS/030000108,SUTTER AMADOR HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE,6
geoId/06005,AMADOR,ELMS/030000108,SUTTER AMADOR HOSPITAL,GeneralAcuteCareHospital,PERINATAL,8
geoId/06005,AMADOR,ELMS/030000108,SUTTER AMADOR HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,38
geoId/06061,PLACER,ELMS/030000109,SUTTER AUBURN FAITH HOSPITAL,GeneralAcuteCareHospital,CORONARY CARE,4
geoId/06061,PLACER,ELMS/030000109,SUTTER AUBURN FAITH HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE,4
geoId/06061,PLACER,ELMS/030000109,SUTTER AUBURN FAITH HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,56
geoId/06067,SACRAMENTO,ELMS/030000113,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GeneralAcuteCareHospital,BURN,12
geoId/06067,SACRAMENTO,ELMS/030000113,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GeneralAcuteCareHospital,CORONARY CARE,8
geoId/06067,SACRAMENTO,ELMS/030000113,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GeneralAcuteCareHospital,INTENSIVE CARE,116
geoId/06067,SACRAMENTO,ELMS/030000113,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,49
geoId/06067,SACRAMENTO,ELMS/030000113,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GeneralAcuteCareHospital,PERINATAL,32
geoId/06067,SACRAMENTO,ELMS/030000113,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GeneralAcuteCareHospital,PEDIATRIC,40
geoId/06067,SACRAMENTO,ELMS/030000113,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GeneralAcuteCareHospital,RENAL TRANSPLANT,10
geoId/06067,SACRAMENTO,ELMS/030000113,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GeneralAcuteCareHospital,REHABILITATION,19
geoId/06067,SACRAMENTO,ELMS/030000113,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,339
geoId/06017,EL DORADO,ELMS/030000114,BARTON MEMORIAL HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE,8
geoId/06017,EL DORADO,ELMS/030000114,BARTON MEMORIAL HOSPITAL,GeneralAcuteCareHospital,PERINATAL,10
geoId/06017,EL DORADO,ELMS/030000114,BARTON MEMORIAL HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,45
geoId/06077,SAN JOAQUIN,ELMS/030000117,DAMERON HOSPITAL,GeneralAcuteCareHospital,CORONARY CARE,12
geoId/06077,SAN JOAQUIN,ELMS/030000117,DAMERON HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE,12
geoId/06077,SAN JOAQUIN,ELMS/030000117,DAMERON HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,16
geoId/06077,SAN JOAQUIN,ELMS/030000117,DAMERON HOSPITAL,GeneralAcuteCareHospital,PEDIATRIC,16
geoId/06077,SAN JOAQUIN,ELMS/030000117,DAMERON HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,146
geoId/06077,SAN JOAQUIN,ELMS/030000118,DOCTORS HOSPITAL OF MANTECA,GeneralAcuteCareHospital,INTENSIVE CARE,8
geoId/06077,SAN JOAQUIN,ELMS/030000118,DOCTORS HOSPITAL OF MANTECA,GeneralAcuteCareHospital,PERINATAL,5
geoId/06077,SAN JOAQUIN,ELMS/030000118,DOCTORS HOSPITAL OF MANTECA,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,60
geoId/06009,CALAVERAS,ELMS/030000120,MARK TWAIN MEDICAL CENTER,GeneralAcuteCareHospital,INTENSIVE CARE,8
geoId/06009,CALAVERAS,ELMS/030000120,MARK TWAIN MEDICAL CENTER,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,17
geoId/06017,EL DORADO,ELMS/030000121,MARSHALL MEDICAL CENTER,GeneralAcuteCareHospital,INTENSIVE CARE,20
geoId/06017,EL DORADO,ELMS/030000121,MARSHALL MEDICAL CENTER,GeneralAcuteCareHospital,PERINATAL,17
geoId/06017,EL DORADO,ELMS/030000121,MARSHALL MEDICAL CENTER,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,74
geoId/06099,STANISLAUS,ELMS/030000122,DOCTORS MEDICAL CENTER,GeneralAcuteCareHospital,CORONARY CARE,12
geoId/06099,STANISLAUS,ELMS/030000122,DOCTORS MEDICAL CENTER,GeneralAcuteCareHospital,INTENSIVE CARE,32
geoId/06099,STANISLAUS,ELMS/030000122,DOCTORS MEDICAL CENTER,GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,45
geoId/06099,STANISLAUS,ELMS/030000122,DOCTORS MEDICAL CENTER,GeneralAcuteCareHospital,PERINATAL,56
geoId/06099,STANISLAUS,ELMS/030000122,DOCTORS MEDICAL CENTER,GeneralAcuteCareHospital,PEDIATRIC,22
geoId/06099,STANISLAUS,ELMS/030000122,DOCTORS MEDICAL CENTER,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,227
geoId/06099,STANISLAUS,ELMS/030000123,MEMORIAL MEDICAL CENTER,GeneralAcuteCareHospital,CORONARY CARE,12
geoId/06099,STANISLAUS,ELMS/030000123,MEMORIAL MEDICAL CENTER,GeneralAcuteCareHospital,INTENSIVE CARE,23
geoId/06099,STANISLAUS,ELMS/030000123,MEMORIAL MEDICAL CENTER,GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,12
geoId/06099,STANISLAUS,ELMS/030000123,MEMORIAL MEDICAL CENTER,GeneralAcuteCareHospital,PERINATAL,29
geoId/06099,STANISLAUS,ELMS/030000123,MEMORIAL MEDICAL CENTER,GeneralAcuteCareHospital,PEDIATRIC,10
geoId/06099,STANISLAUS,ELMS/030000123,MEMORIAL MEDICAL CENTER,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,333
geoId/06067,SACRAMENTO,ELMS/030000124,MERCY GENERAL HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE,46
geoId/06067,SACRAMENTO,ELMS/030000124,MERCY GENERAL HOSPITAL,GeneralAcuteCareHospital,PERINATAL,17
geoId/06067,SACRAMENTO,ELMS/030000124,MERCY GENERAL HOSPITAL,GeneralAcuteCareHospital,REHABILITATION,30
geoId/06067,SACRAMENTO,ELMS/030000124,MERCY GENERAL HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,326
geoId/06099,STANISLAUS,ELMS/030000125,EMANUEL MEDICAL CENTER,GeneralAcuteCareHospital,INTENSIVE CARE,12
geoId/06099,STANISLAUS,ELMS/030000125,EMANUEL MEDICAL CENTER,GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,6
geoId/06099,STANISLAUS,ELMS/030000125,EMANUEL MEDICAL CENTER,GeneralAcuteCareHospital,PERINATAL,28
geoId/06099,STANISLAUS,ELMS/030000125,EMANUEL MEDICAL CENTER,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,163
geoId/06067,SACRAMENTO,ELMS/030000127,MERCY SAN JUAN MEDICAL CENTER,GeneralAcuteCareHospital,CORONARY CARE,11
geoId/06067,SACRAMENTO,ELMS/030000127,MERCY SAN JUAN MEDICAL CENTER,GeneralAcuteCareHospital,INTENSIVE CARE,45
geoId/06067,SACRAMENTO,ELMS/030000127,MERCY SAN JUAN MEDICAL CENTER,GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,26
geoId/06067,SACRAMENTO,ELMS/030000127,MERCY SAN JUAN MEDICAL CENTER,GeneralAcuteCareHospital,PERINATAL,32
geoId/06067,SACRAMENTO,ELMS/030000127,MERCY SAN JUAN MEDICAL CENTER,GeneralAcuteCareHospital,PEDIATRIC,8
geoId/06067,SACRAMENTO,ELMS/030000127,MERCY SAN JUAN MEDICAL CENTER,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,248
geoId/06099,STANISLAUS,ELMS/030000129,CENTRAL VALLEY SPECIALTY HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,96
geoId/06067,SACRAMENTO,ELMS/030000130,KAISER FOUNDATION HOSPITAL - SACRAMENTO,GeneralAcuteCareHospital,CORONARY CARE,9
geoId/06067,SACRAMENTO,ELMS/030000130,KAISER FOUNDATION HOSPITAL - SACRAMENTO,GeneralAcuteCareHospital,INTENSIVE CARE,25
geoId/06067,SACRAMENTO,ELMS/030000130,KAISER FOUNDATION HOSPITAL - SACRAMENTO,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,253
geoId/06099,STANISLAUS,ELMS/030000131,OAK VALLEY HOSPITAL DISTRICT,GeneralAcuteCareHospital,INTENSIVE CARE,5
geoId/06099,STANISLAUS,ELMS/030000131,OAK VALLEY HOSPITAL DISTRICT,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,30
geoId/06067,SACRAMENTO,ELMS/030000133,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,GeneralAcuteCareHospital,INTENSIVE CARE,30
geoId/06067,SACRAMENTO,ELMS/030000133,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,8
geoId/06067,SACRAMENTO,ELMS/030000133,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,GeneralAcuteCareHospital,PERINATAL,29
geoId/06067,SACRAMENTO,ELMS/030000133,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,174
geoId/06061,PLACER,ELMS/030000134,SUTTER ROSEVILLE MEDICAL CENTER,GeneralAcuteCareHospital,CORONARY CARE,8
geoId/06061,PLACER,ELMS/030000134,SUTTER ROSEVILLE MEDICAL CENTER,GeneralAcuteCareHospital,INTENSIVE CARE,48
geoId/06061,PLACER,ELMS/030000134,SUTTER ROSEVILLE MEDICAL CENTER,GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,16
geoId/06061,PLACER,ELMS/030000134,SUTTER ROSEVILLE MEDICAL CENTER,GeneralAcuteCareHospital,PERINATAL,9
geoId/06061,PLACER,ELMS/030000134,SUTTER ROSEVILLE MEDICAL CENTER,GeneralAcuteCareHospital,PEDIATRIC,9
geoId/06061,PLACER,ELMS/030000134,SUTTER ROSEVILLE MEDICAL CENTER,GeneralAcuteCareHospital,REHABILITATION,55
geoId/06061,PLACER,ELMS/030000134,SUTTER ROSEVILLE MEDICAL CENTER,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,207
geoId/06077,SAN JOAQUIN,ELMS/030000135,SAN JOAQUIN GENERAL HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE,16
geoId/06077,SAN JOAQUIN,ELMS/030000135,SAN JOAQUIN GENERAL HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,25
geoId/06077,SAN JOAQUIN,ELMS/030000135,SAN JOAQUIN GENERAL HOSPITAL,GeneralAcuteCareHospital,PERINATAL,16
geoId/06077,SAN JOAQUIN,ELMS/030000135,SAN JOAQUIN GENERAL HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,95
geoId/06077,SAN JOAQUIN,ELMS/030000139,ADVENTIST HEALTH LODI MEMORIAL,GeneralAcuteCareHospital,INTENSIVE CARE,10
geoId/06077,SAN JOAQUIN,ELMS/030000139,ADVENTIST HEALTH LODI MEMORIAL,GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,4
geoId/06077,SAN JOAQUIN,ELMS/030000139,ADVENTIST HEALTH LODI MEMORIAL,GeneralAcuteCareHospital,PERINATAL,16
geoId/06077,SAN JOAQUIN,ELMS/030000139,ADVENTIST HEALTH LODI MEMORIAL,GeneralAcuteCareHospital,REHABILITATION,8
geoId/06077,SAN JOAQUIN,ELMS/030000139,ADVENTIST HEALTH LODI MEMORIAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,156
geoId/06077,SAN JOAQUIN,ELMS/030000141,SUTTER TRACY COMMUNITY HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE,8
geoId/06077,SAN JOAQUIN,ELMS/030000141,SUTTER TRACY COMMUNITY HOSPITAL,GeneralAcuteCareHospital,PERINATAL,7
geoId/06077,SAN JOAQUIN,ELMS/030000141,SUTTER TRACY COMMUNITY HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,62
geoId/06077,SAN JOAQUIN,ELMS/030000143,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,GeneralAcuteCareHospital,ACUTE RESPIRATORY CARE,10
geoId/06077,SAN JOAQUIN,ELMS/030000143,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,GeneralAcuteCareHospital,CORONARY CARE,9
geoId/06077,SAN JOAQUIN,ELMS/030000143,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,GeneralAcuteCareHospital,INTENSIVE CARE,20
geoId/06077,SAN JOAQUIN,ELMS/030000143,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,30
geoId/06077,SAN JOAQUIN,ELMS/030000143,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,GeneralAcuteCareHospital,PERINATAL,27
geoId/06077,SAN JOAQUIN,ELMS/030000143,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,GeneralAcuteCareHospital,PEDIATRIC,13
geoId/06077,SAN JOAQUIN,ELMS/030000143,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,246
geoId/06113,YOLO,ELMS/030000146,WOODLAND MEMORIAL HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE,8
geoId/06113,YOLO,ELMS/030000146,WOODLAND MEMORIAL HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,4
geoId/06113,YOLO,ELMS/030000146,WOODLAND MEMORIAL HOSPITAL,GeneralAcuteCareHospital,PERINATAL,7
geoId/06113,YOLO,ELMS/030000146,WOODLAND MEMORIAL HOSPITAL,GeneralAcuteCareHospital,PEDIATRIC,7
geoId/06113,YOLO,ELMS/030000146,WOODLAND MEMORIAL HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,48
geoId/06113,YOLO,ELMS/030000149,SUTTER DAVIS HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE,6
geoId/06113,YOLO,ELMS/030000149,SUTTER DAVIS HOSPITAL,GeneralAcuteCareHospital,PERINATAL,12
geoId/06113,YOLO,ELMS/030000149,SUTTER DAVIS HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,30
geoId/06067,SACRAMENTO,ELMS/030000151,"SUTTER MEDICAL CENTER, SACRAMENTO",GeneralAcuteCareHospital,INTENSIVE CARE,80
geoId/06067,SACRAMENTO,ELMS/030000151,"SUTTER MEDICAL CENTER, SACRAMENTO",GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,61
geoId/06067,SACRAMENTO,ELMS/030000151,"SUTTER MEDICAL CENTER, SACRAMENTO",GeneralAcuteCareHospital,PERINATAL,73
geoId/06067,SACRAMENTO,ELMS/030000151,"SUTTER MEDICAL CENTER, SACRAMENTO",GeneralAcuteCareHospital,PEDIATRIC,40
geoId/06067,SACRAMENTO,ELMS/030000151,"SUTTER MEDICAL CENTER, SACRAMENTO",GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,269
geoId/06067,SACRAMENTO,ELMS/030000160,WINDSOR CARE CENTER OF SACRAMENTO,SkilledNursingFacility,SKILLED NURSING,128
geoId/06067,SACRAMENTO,ELMS/030000165,MOUNTAIN MANOR SENIOR RESIDENCE,SkilledNursingFacility,SKILLED NURSING,47
geoId/06061,PLACER,ELMS/030000280,AUBURN OAKS CARE CENTER,SkilledNursingFacility,SKILLED NURSING,99
geoId/06099,STANISLAUS,ELMS/030000288,TURLOCK NURSING AND REHABILITATION CENTER,SkilledNursingFacility,SKILLED NURSING,144
geoId/06113,YOLO,ELMS/030000301,WOODLAND MEMORIAL HOSPITAL D/P APH,AcutePsychiatricHospital,ACUTE PSYCHIATRIC CARE,31
geoId/06067,SACRAMENTO,ELMS/030000320,"SIERRA VISTA HOSPITAL, INC.",AcutePsychiatricHospital,ACUTE PSYCHIATRIC CARE,171
geoId/06109,TUOLUMNE,ELMS/030000365,ADVENTIST HEALTH SONORA,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,12
geoId/06061,PLACER,ELMS/030000530,OAK RIDGE HEALTHCARE CENTER,SkilledNursingFacility,SKILLED NURSING,67
geoId/06061,PLACER,ELMS/030000560,PINE CREEK CARE CENTER,SkilledNursingFacility,SKILLED NURSING,99
geoId/06061,PLACER,ELMS/030000589,LINCOLN MEADOWS CARE CENTER,SkilledNursingFacility,SKILLED NURSING,97
geoId/06067,SACRAMENTO,ELMS/030000796,SUTTER CENTER FOR PSYCHIATRY,AcutePsychiatricHospital,ACUTE PSYCHIATRIC CARE,73
geoId/06067,SACRAMENTO,ELMS/030000820,MANORCARE HEALTH SERVICES (CITRUS HEIGHTS),SkilledNursingFacility,SKILLED NURSING,162
geoId/06067,SACRAMENTO,ELMS/030000822,HERITAGE OAKS HOSPITAL,AcutePsychiatricHospital,ACUTE PSYCHIATRIC CARE,125
geoId/06099,STANISLAUS,ELMS/030000852,BRANDEL MANOR,SkilledNursingFacility,SKILLED NURSING,145
geoId/06067,SACRAMENTO,ELMS/030000854,BRUCEVILLE TERRACE - D/P SNF OF METHODIST HOSPITAL,SkilledNursingFacility,SKILLED NURSING,171
geoId/06077,SAN JOAQUIN,ELMS/030000862,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,AcutePsychiatricHospital,ACUTE PSYCHIATRIC CARE,35
geoId/06067,SACRAMENTO,ELMS/030000901,MERCY HOSPITAL OF FOLSOM,GeneralAcuteCareHospital,INTENSIVE CARE,8
geoId/06067,SACRAMENTO,ELMS/030000901,MERCY HOSPITAL OF FOLSOM,GeneralAcuteCareHospital,PERINATAL,8
geoId/06067,SACRAMENTO,ELMS/030000901,MERCY HOSPITAL OF FOLSOM,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,90
geoId/06067,SACRAMENTO,ELMS/030000907,VIBRA HOSPITAL OF SACRAMENTO,GeneralAcuteCareHospital,INTENSIVE CARE,6
geoId/06067,SACRAMENTO,ELMS/030000907,VIBRA HOSPITAL OF SACRAMENTO,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,52
geoId/06077,SAN JOAQUIN,ELMS/030000973,KAISER FOUNDATION HOSPITAL MANTECA,GeneralAcuteCareHospital,INTENSIVE CARE,6
geoId/06077,SAN JOAQUIN,ELMS/030000973,KAISER FOUNDATION HOSPITAL MANTECA,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,55
geoId/06067,SACRAMENTO,ELMS/030001004,AMERICAN RIVER CENTER,SkilledNursingFacility,SKILLED NURSING,99
geoId/06017,EL DORADO,ELMS/030001064,MARSHALL MEDICAL CENTER D/P SNF,SkilledNursingFacility,SKILLED NURSING,14
geoId/06067,SACRAMENTO,ELMS/030001131,ESKATON VILLAGE CARE CENTER,SkilledNursingFacility,SKILLED NURSING,35
geoId/06067,SACRAMENTO,ELMS/030001168,MID-TOWN OAKS POST-ACUTE,SkilledNursingFacility,SKILLED NURSING,100
geoId/06077,SAN JOAQUIN,ELMS/030001254,KAISER FOUNDATION HOSPITAL MANTECA D/P SNF,SkilledNursingFacility,SKILLED NURSING,19
geoId/06061,PLACER,ELMS/030001370,KAISER FOUNDATION HOSPITAL - ROSEVILLE,GeneralAcuteCareHospital,INTENSIVE CARE,30
geoId/06061,PLACER,ELMS/030001370,KAISER FOUNDATION HOSPITAL - ROSEVILLE,GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,48
geoId/06061,PLACER,ELMS/030001370,KAISER FOUNDATION HOSPITAL - ROSEVILLE,GeneralAcuteCareHospital,PERINATAL,84
geoId/06061,PLACER,ELMS/030001370,KAISER FOUNDATION HOSPITAL - ROSEVILLE,GeneralAcuteCareHospital,PEDIATRIC,32
geoId/06061,PLACER,ELMS/030001370,KAISER FOUNDATION HOSPITAL - ROSEVILLE,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,146
geoId/06067,SACRAMENTO,ELMS/030001506,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA,GeneralAcuteCareHospital,BURN,10
geoId/06067,SACRAMENTO,ELMS/030001506,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA,GeneralAcuteCareHospital,INTENSIVE CARE,10
geoId/06067,SACRAMENTO,ELMS/030001506,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA,GeneralAcuteCareHospital,PEDIATRIC,20
geoId/06067,SACRAMENTO,ELMS/030001506,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA,GeneralAcuteCareHospital,REHABILITATION,20
geoId/06067,SACRAMENTO,ELMS/030001506,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,20
geoId/06017,EL DORADO,ELMS/030001525,BARTON HOSPITAL D/P SNF,SkilledNursingFacility,SKILLED NURSING,48
geoId/06099,STANISLAUS,ELMS/030001568,DOCTORS MEDICAL CENTER - BEHAVIORAL HEALTH DEPARTMENT,AcutePsychiatricHospital,CHEMICAL DEPENDENCY RECOVERY,4
geoId/06099,STANISLAUS,ELMS/030001568,DOCTORS MEDICAL CENTER - BEHAVIORAL HEALTH DEPARTMENT,AcutePsychiatricHospital,ACUTE PSYCHIATRIC CARE,63
geoId/06061,PLACER,ELMS/030001605,SIENA SKILLED NURSING & REHABILITATION CENTER,SkilledNursingFacility,SKILLED NURSING,107
geoId/06109,TUOLUMNE,ELMS/030001615,AVALON CARE CENTER - SONORA,SkilledNursingFacility,SKILLED NURSING,210
geoId/06099,STANISLAUS,ELMS/030001657,COVENANT VILLAGE OF TURLOCK CARE CENTER,SkilledNursingFacility,SKILLED NURSING,50
geoId/06099,STANISLAUS,ELMS/030001661,STANISLAUS SURGICAL HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,23
geoId/06109,TUOLUMNE,ELMS/030001799,ADVENTIST HEALTH SONORA,GeneralAcuteCareHospital,INTENSIVE CARE,6
geoId/06109,TUOLUMNE,ELMS/030001799,ADVENTIST HEALTH SONORA,GeneralAcuteCareHospital,PERINATAL,7
geoId/06109,TUOLUMNE,ELMS/030001799,ADVENTIST HEALTH SONORA,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,59
