ApplNo	ProductNo	Form	Strength	ReferenceDrug	DrugName	ActiveIngredient	ReferenceStandard
006800	003	CAPSULE;ORAL	150MG	0	PARADIONE	PARAMETHADIONE	0
006811	001	TABLET;ORAL	500MG	0	PARASAL	AMINOSALICYLIC ACID	0
006811	002	TABLET;ORAL	1GM	0	PARASAL	AMINOSALICYLIC ACID	0
006811	006	TABLET;ORAL	500MG	0	PARASAL SODIUM	AMINOSALICYLATE SODIUM	0
006811	011	TABLET;ORAL	1GM	0	PARASAL SODIUM	AMINOSALICYLATE SODIUM	0
006823	001	INJECTABLE;INJECTION	EQ 50,000 UNITS BASE/ML	1	AQUASOL A	VITAMIN A PALMITATE	1
006882	001	EMULSION;TOPICAL	3%	0	PHISOHEX	HEXACHLOROPHENE	0
006904	001	TABLET;ORAL	167MG;167MG;167MG	0	TERFONYL	TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)	0
006904	002	SUSPENSION;ORAL	167MG/5ML;167MG/5ML;167MG/5ML	0	TERFONYL	TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)	0
006905	002	POWDER;INHALATION	25%	0	NORISODRINE	ISOPROTERENOL SULFATE	0
006905	003	POWDER;INHALATION	10%	0	NORISODRINE	ISOPROTERENOL SULFATE	0
006917	001	INJECTABLE;INJECTION	EQ 400MG BASE/ML	0	GANTRISIN	SULFISOXAZOLE DIOLAMINE	0
006920	002	TABLET;ORAL	167MG;167MG;167MG	0	TRIPLE SULFAS	TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)	0
006920	003	SUSPENSION;ORAL	167MG/5ML;167MG/5ML;167MG/5ML	0	TRIPLE SULFAS	TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)	0
006921	002	TABLET;ORAL	4MG	0	CHLOR-TRIMETON	CHLORPHENIRAMINE MALEATE	0
006921	006	SYRUP;ORAL	2MG/5ML	0	CHLOR-TRIMETON	CHLORPHENIRAMINE MALEATE	0
006927	001	CREAM;TOPICAL	10%	1	EURAX	CROTAMITON	0
006931	002	INJECTABLE;INJECTION	1MG/ML	0	SYNCURINE	DECAMETHONIUM BROMIDE	0
007012	002	INJECTABLE;INJECTION	1MG/ML	0	VI-TWEL	CYANOCOBALAMIN	0
007073	001	TABLET;ORAL	500MG	1	AZULFIDINE	SULFASALAZINE	1
007073	002	TABLET, DELAYED RELEASE;ORAL	500MG	1	AZULFIDINE EN-TABS	SULFASALAZINE	1
007085	002	INJECTABLE;INJECTION	1MG/ML	0	CYANOCOBALAMIN	CYANOCOBALAMIN	0
007110	002	INJECTABLE;INJECTION	25MG/ML	0	CORTONE	CORTISONE ACETATE	0
007110	003	INJECTABLE;INJECTION	50MG/ML	0	CORTONE	CORTISONE ACETATE	0
007245	001	SOLUTION;INHALATION	0.25%	0	AEROLONE	ISOPROTERENOL HYDROCHLORIDE	0
007320	002	TABLET;ORAL	500MG	0	TEEBACIN	AMINOSALICYLATE SODIUM	0
007335	001	CAPSULE;ORAL	250MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	PRONESTYL	PROCAINAMIDE HYDROCHLORIDE	0
007335	002	INJECTABLE;INJECTION	100MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	PRONESTYL	PROCAINAMIDE HYDROCHLORIDE	0
007335	003	CAPSULE;ORAL	500MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	PRONESTYL	PROCAINAMIDE HYDROCHLORIDE	0
007335	004	CAPSULE;ORAL	375MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	PRONESTYL	PROCAINAMIDE HYDROCHLORIDE	0
007335	005	INJECTABLE;INJECTION	500MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	PRONESTYL	PROCAINAMIDE HYDROCHLORIDE	0
007336	002	TABLET;ORAL	2MG	0	VERILOID	ALKAVERVIR	0
007336	003	TABLET;ORAL	3MG	0	VERILOID	ALKAVERVIR	0
007337	005	TABLET;ORAL	325MG;2.25MG;0.19MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	0	PERCODAN-DEMI	ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE	0
007337	006	TABLET;ORAL	325MG;4.5MG;0.38MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	0	PERCODAN	ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE	0
007337	007	TABLET;ORAL	325MG;4.8355MG	1	PERCODAN	ASPIRIN; OXYCODONE HYDROCHLORIDE	1
007390	001	TABLET;ORAL	50MG	0	BANTHINE	METHANTHELINE BROMIDE	0
007392	002	INJECTABLE;INJECTION	50MG/ML	0	SECONAL SODIUM	SECOBARBITAL SODIUM	0
007409	001	TABLET;ORAL	20MG	1	BENTYL	DICYCLOMINE HYDROCHLORIDE	0
007409	003	CAPSULE;ORAL	10MG	1	BENTYL	DICYCLOMINE HYDROCHLORIDE	0
007413	001	INJECTABLE;INJECTION	50MG/VIAL	0	PROTAMINE SULFATE	PROTAMINE SULFATE	0
007413	002	INJECTABLE;INJECTION	250MG/VIAL	0	PROTAMINE SULFATE	PROTAMINE SULFATE	0
007504	002	INJECTABLE;INJECTION	25 UNITS/VIAL	0	ACTHAR	CORTICOTROPIN	0
007504	003	INJECTABLE;INJECTION	40 UNITS/VIAL	0	ACTHAR	CORTICOTROPIN	0
007513	001	INJECTABLE;INJECTION	EQ 1MG BASE/ML	1	LEVOPHED	NOREPINEPHRINE BITARTRATE	1
007517	002	TABLET;ORAL	5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	TAPAZOLE	METHIMAZOLE	0
007517	004	TABLET;ORAL	10MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	TAPAZOLE	METHIMAZOLE	0
007529	002	INJECTABLE;INJECTION	80MG/ML	1	QUINIDINE GLUCONATE	QUINIDINE GLUCONATE	0
007600	003	INJECTABLE;INJECTION	1GM/VIAL	0	SURITAL	THIAMYLAL SODIUM	0
007600	005	INJECTABLE;INJECTION	5GM/VIAL	0	SURITAL	THIAMYLAL SODIUM	0
007600	009	INJECTABLE;INJECTION	10GM/VIAL	0	SURITAL	THIAMYLAL SODIUM	0
007638	001	TABLET, EXTENDED RELEASE;ORAL	8MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	CHLOR-TRIMETON	CHLORPHENIRAMINE MALEATE	0
007638	002	TABLET, EXTENDED RELEASE;ORAL	12MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	CHLOR-TRIMETON	CHLORPHENIRAMINE MALEATE	0
007707	001	TABLET;ORAL	500MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	PHENURONE	PHENACEMIDE	0
007750	003	TABLET;ORAL	25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	CORTONE	CORTISONE ACETATE	0
007757	002	SOLUTION/DROPS;OPHTHALMIC	EQ 4% BASE	0	GANTRISIN	SULFISOXAZOLE DIOLAMINE	0
007794	001	TABLET;ORAL	200MG	0	NEOTHYLLINE	DYPHYLLINE	0
007794	002	TABLET;ORAL	400MG	0	NEOTHYLLINE	DYPHYLLINE	0
007794	003	ELIXIR;ORAL	160MG/15ML	0	NEOTHYLLINE	DYPHYLLINE	0
007842	001	INJECTABLE;INJECTION	20MG/ML	0	FLAXEDIL	GALLAMINE TRIETHIODIDE	0
007842	002	INJECTABLE;INJECTION	100MG/ML	0	FLAXEDIL	GALLAMINE TRIETHIODIDE	0
007865	002	INJECTABLE;INJECTION	2MEQ/ML	0	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE	0
007883	002	TABLET;ORAL	500MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	ANTABUSE	DISULFIRAM	0
007883	003	TABLET;ORAL	250MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	ANTABUSE	DISULFIRAM	0
007898	004	TABLET;ORAL	500MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	BENEMID	PROBENECID	0
007935	002	TABLET;ORAL	12.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	PHENERGAN	PROMETHAZINE HYDROCHLORIDE	0
007935	003	TABLET;ORAL	25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	PHENERGAN	PROMETHAZINE HYDROCHLORIDE	0
007935	004	TABLET;ORAL	50MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	PHENERGAN	PROMETHAZINE HYDROCHLORIDE	0
007936	001	LOTION/SHAMPOO;TOPICAL	2.5%	1	SELSUN	SELENIUM SULFIDE	0
007942	001	INJECTABLE;INJECTION	5MG/ML	0	SUS-PHRINE SULFITE FREE	EPINEPHRINE	0
007942	003	INJECTABLE;INJECTION	1.5MG/AMP	0	SUS-PHRINE SULFITE FREE	EPINEPHRINE	0
007953	001	SOLUTION/DROPS;OPHTHALMIC	0.12%;0.1%	0	PREFRIN-A	PHENYLEPHRINE HYDROCHLORIDE; PYRILAMINE MALEATE	0
007959	001	INJECTABLE;INJECTION	10MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	TENSILON	EDROPHONIUM CHLORIDE	0
007959	002	INJECTABLE;INJECTION	10MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	TENSILON PRESERVATIVE FREE	EDROPHONIUM CHLORIDE	0
007961	002	SYRUP;ORAL	10MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	BENTYL	DICYCLOMINE HYDROCHLORIDE	0
007984	001	CAPSULE;ORAL	25MG	0	AMBODRYL	BROMODIPHENHYDRAMINE HYDROCHLORIDE	0
008032	001	TABLET;ORAL	500MG	0	TELEPAQUE	IOPANOIC ACID	0
008041	001	INJECTABLE;INJECTION	0.5% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	0	EVANS BLUE	EVANS BLUE	0
008048	001	OINTMENT;TOPICAL	5% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	XYLOCAINE	LIDOCAINE	0
008085	002	TABLET;ORAL	EQ 2.5MG BASE	1	METHOTREXATE SODIUM	METHOTREXATE SODIUM	0
008102	004	CAPSULE;ORAL	12MG	0	TACE	CHLOROTRIANISENE	0
008107	001	INJECTABLE;INJECTION	EQ 3MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM	0
008107	002	INJECTABLE;INJECTION	EQ 50MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM	0
008107	003	FOR SOLUTION;ORAL	EQ 60MG BASE/VIAL	0	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM	0
008107	004	INJECTABLE;INJECTION	EQ 100MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM	0
008107	005	INJECTABLE;INJECTION	EQ 350MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM	0
008114	004	TABLET;ORAL	100MG	0	PRANTAL	DIPHEMANIL METHYLSULFATE	0
008126	001	TABLET;ORAL	25MG	0	CORTISONE ACETATE	CORTISONE ACETATE	0
008126	002	INJECTABLE;INJECTION	25MG/ML	0	CORTISONE ACETATE	CORTISONE ACETATE	0
008126	003	TABLET;ORAL	5MG	0	CORTISONE ACETATE	CORTISONE ACETATE	0
008126	004	TABLET;ORAL	10MG	0	CORTISONE ACETATE	CORTISONE ACETATE	0
008173	003	CREAM;TOPICAL	20%	0	BENOQUIN	MONOBENZONE	0
008228	001	INJECTABLE;INJECTION	25MG/ML	0	HYDROCORTONE	HYDROCORTISONE ACETATE	0
008228	004	INJECTABLE;INJECTION	50MG/ML	0	HYDROCORTONE	HYDROCORTISONE ACETATE	0
008248	001	INJECTABLE;INJECTION	EQ 30MG BASE/ML	0	WYAMINE SULFATE	MEPHENTERMINE SULFATE	0
008248	002	INJECTABLE;INJECTION	EQ 15MG BASE/ML	0	WYAMINE SULFATE	MEPHENTERMINE SULFATE	0
008278	003	INJECTABLE;INJECTION	5MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	REGITINE	PHENTOLAMINE MESYLATE	0
008284	001	TABLET;ORAL	25MG	0	CORTISONE ACETATE	CORTISONE ACETATE	0
008284	002	TABLET;ORAL	5MG	0	CORTISONE ACETATE	CORTISONE ACETATE	0
008303	001	TABLET;ORAL	25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	APRESOLINE	HYDRALAZINE HYDROCHLORIDE	0
008303	002	TABLET;ORAL	50MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	APRESOLINE	HYDRALAZINE HYDROCHLORIDE	0
008303	003	INJECTABLE;INJECTION	20MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	APRESOLINE	HYDRALAZINE HYDROCHLORIDE	0
008303	004	TABLET;ORAL	10MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	APRESOLINE	HYDRALAZINE HYDROCHLORIDE	0
008303	005	TABLET;ORAL	100MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	APRESOLINE	HYDRALAZINE HYDROCHLORIDE	0
008306	004	SYRUP;ORAL	10MG/5ML;6.25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	PHENERGAN W/ CODEINE	CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE	0
008306	005	SYRUP;ORAL	10MG/5ML;5MG/5ML;6.25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	PHENERGAN VC W/ CODEINE	CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE	0
008316	001	TABLET;ORAL	EQ 15MG BASE	1	PRIMAQUINE	PRIMAQUINE PHOSPHATE	1
008317	002	INJECTABLE;INJECTION	25 UNITS/VIAL	0	ACTH	CORTICOTROPIN	0
008317	004	INJECTABLE;INJECTION	40 UNITS/VIAL	0	ACTH	CORTICOTROPIN	0
008319	008	TABLET;ORAL	100MG	0	BUTAZOLIDIN	PHENYLBUTAZONE	0
008319	009	CAPSULE;ORAL	100MG	0	BUTAZOLIDIN	PHENYLBUTAZONE	0
008322	001	TABLET;ORAL	100MG	0	GEMONIL	METHARBITAL	0
008370	001	INJECTABLE;INJECTION	10MG/ML	1	BENTYL	DICYCLOMINE HYDROCHLORIDE	1
008370	002	INJECTABLE;INJECTION	10MG/ML	1	BENTYL PRESERVATIVE FREE	DICYCLOMINE HYDROCHLORIDE	1
008372	006	INJECTABLE;INJECTION	40 UNITS/ML	0	H.P. ACTHAR GEL	CORTICOTROPIN	0
008372	008	INJECTABLE;INJECTION	80 UNITS/ML	1	H.P. ACTHAR GEL	CORTICOTROPIN	1
008378	003	SUSPENSION;ORAL	15MG/5ML;3.75MG/5ML;600MG/5ML	0	TPN	NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; TYROSINE	0
008381	003	SYRUP;ORAL	25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	PROMETHAZINE HYDROCHLORIDE PLAIN	PROMETHAZINE HYDROCHLORIDE	0
008381	004	SYRUP;ORAL	6.25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	PROMETHAZINE HYDROCHLORIDE PLAIN	PROMETHAZINE HYDROCHLORIDE	0
008392	003	TABLET;ORAL	100MG	0	NYDRAZID	ISONIAZID	0
008402	001	EMULSION;TOPICAL	3%	0	PHISOHEX	HEXACHLOROPHENE	0
008414	002	OINTMENT;OPHTHALMIC	EQ 4% BASE	0	GANTRISIN	SULFISOXAZOLE DIOLAMINE	0
008420	001	SYRUP;ORAL	50MG/5ML	0	RIMIFON	ISONIAZID	0
008420	002	INJECTABLE;INJECTION	25MG/ML	0	RIMIFON	ISONIAZID	0
008420	003	INJECTABLE;INJECTION	100MG/ML	0	RIMIFON	ISONIAZID	0
008428	001	TABLET;ORAL	50MG	0	ISONIAZID	ISONIAZID	0
008428	002	TABLET;ORAL	100MG	0	ISONIAZID	ISONIAZID	0
008428	003	TABLET;ORAL	300MG	0	ISONIAZID	ISONIAZID	0
008453	001	INJECTABLE;INJECTION	500MG/VIAL	0	ANECTINE	SUCCINYLCHOLINE CHLORIDE	0
008453	002	INJECTABLE;INJECTION	20MG/ML	1	ANECTINE	SUCCINYLCHOLINE CHLORIDE	1
008453	003	INJECTABLE;INJECTION	50MG/ML	0	ANECTINE	SUCCINYLCHOLINE CHLORIDE	0
008453	004	INJECTABLE;INJECTION	1GM/VIAL	0	ANECTINE	SUCCINYLCHOLINE CHLORIDE	0
008472	001	SOLUTION;TOPICAL	5%	0	CYCLAINE	HEXYLCAINE HYDROCHLORIDE	0
008492	002	TABLET;ORAL	5MG	0	ANTRENYL	OXYPHENONIUM BROMIDE	0
008499	002	TABLET;ORAL	100MG	0	ISONIAZID	ISONIAZID	0
008499	003	TABLET;ORAL	300MG	0	ISONIAZID	ISONIAZID	0
008506	007	TABLET;ORAL	10MG	0	HYDROCORTONE	HYDROCORTISONE	0
008506	011	TABLET;ORAL	20MG	0	HYDROCORTONE	HYDROCORTISONE	0
008565	001	TABLET;ORAL	250MG	0	THIOSULFIL	SULFAMETHIZOLE	0
008565	004	TABLET;ORAL	500MG	0	THIOSULFIL	SULFAMETHIZOLE	0
008578	001	TABLET;ORAL	25MG	1	DARAPRIM	PYRIMETHAMINE	1
008592	003	INJECTABLE;INJECTION	EQ 0.033MG BASE/ML;2%;0.4%	0	RAVOCAINE AND NOVOCAIN W/ LEVOPHED	NOREPINEPHRINE BITARTRATE; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE	0
008592	007	INJECTABLE;INJECTION	0.05MG/ML;2%;0.4%	0	RAVOCAINE AND NOVOCAIN W/ NEO-COBEFRIN	LEVONORDEFRIN; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE	0
008604	003	SYRUP;ORAL	5MG/5ML;6.25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	PHENERGAN VC	PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE	0
008662	001	INJECTABLE;INJECTION	100MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	0	NYDRAZID	ISONIAZID	0
008678	002	TABLET;ORAL	100MG	1	ISONIAZID	ISONIAZID	0
008678	003	TABLET;ORAL	300MG	1	ISONIAZID	ISONIAZID	0
008693	001	TABLET;ORAL	50MG	0	FURADANTIN	NITROFURANTOIN	0
008693	002	TABLET;ORAL	100MG	0	FURADANTIN	NITROFURANTOIN	0
008697	001	TABLET;ORAL	10MG	1	CORTEF	HYDROCORTISONE	0
008697	002	TABLET;ORAL	20MG	1	CORTEF	HYDROCORTISONE	1
008697	003	TABLET;ORAL	5MG	1	CORTEF	HYDROCORTISONE	0
008708	001	CAPSULE;ORAL	10MG	1	DIBENZYLINE	PHENOXYBENZAMINE HYDROCHLORIDE	0
008719	001	INJECTABLE;INJECTION	2MG/ML	0	LEVO-DROMORAN	LEVORPHANOL TARTRATE	0
008720	001	TABLET;ORAL	2MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	LEVO-DROMORAN	LEVORPHANOL TARTRATE	0
008732	002	TABLET;ORAL	15MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	PRO-BANTHINE	PROPANTHELINE BROMIDE	0
008732	003	TABLET;ORAL	7.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	PRO-BANTHINE	PROPANTHELINE BROMIDE	0
008762	001	SUSPENSION;ORAL	125MG/5ML	1	DILANTIN-125	PHENYTOIN	1
008762	002	SUSPENSION;ORAL	30MG/5ML	0	DILANTIN-30	PHENYTOIN	0
008767	002	TABLET;ORAL	50MG	0	HEDULIN	PHENINDIONE	0
008794	001	INJECTABLE;INJECTION	100MG/ML	0	CHLOR-TRIMETON	CHLORPHENIRAMINE MALEATE	0
008809	004	INJECTABLE;INJECTION	10MG/ML;0.006MG/ML;0.5MCG/ML;1.5MG/ML;20 IU/ML;0.04MG/ML;4MG/ML;0.4MG/ML;0.36MG/ML;0.3MG/ML;330 UNITS/ML;1 IU/ML	0	M.V.I.-12 ADULT	ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E	0
008809	005	INJECTABLE;INJECTION	20MG/ML;0.006MG/ML;0.5MCG/ML;1.5MG/ML;20 IU/ML;0.6MG/ML;4MG/ML;0.4MG/ML;0.36MG/ML;0.6MG/ML;330 UNITS/ML;1 IU/ML	0	M.V.I.-12 ADULT	ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E	0
008809	006	INJECTABLE;INJECTION	20MG/ML;0.006MG/ML;0.05MCG/ML;1.5MG/ML;0.0005MG/ML;0.06MG/ML;4MG/ML;0.6MG/ML;0.36MG/ML;0.6MG/ML;0.1MG/ML;1MG/ML	1	M.V.I.-12 ADULT	ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E	0
008814	001	INJECTABLE;INJECTION	260CSR UNIT/ML	0	UNITENSEN	CRYPTENAMINE ACETATES	0
008816	001	JELLY;TOPICAL	2%	1	XYLOCAINE	LIDOCAINE HYDROCHLORIDE	1
008822	001	INJECTABLE;INJECTION	25MG/ML	0	PERCORTEN	DESOXYCORTICOSTERONE PIVALATE	0
008826	001	INJECTABLE;INJECTION	10MG/ML	0	CHLOR-TRIMETON	CHLORPHENIRAMINE MALEATE	0
008842	001	TABLET;ORAL	50MG	0	RAUDIXIN	RAUWOLFIA SERPENTINA ROOT	0
008842	002	TABLET;ORAL	100MG	0	RAUDIXIN	RAUWOLFIA SERPENTINA ROOT	0
008843	001	INJECTABLE;INJECTION	30MG/VIAL	0	PRO-BANTHINE	PROPANTHELINE BROMIDE	0
008845	001	INJECTABLE;INJECTION	20MG/ML	1	QUELICIN PRESERVATIVE FREE	SUCCINYLCHOLINE CHLORIDE	0
008845	002	INJECTABLE;INJECTION	50MG/ML	1	QUELICIN PRESERVATIVE FREE	SUCCINYLCHOLINE CHLORIDE	0
008845	004	INJECTABLE;INJECTION	100MG/ML	1	QUELICIN PRESERVATIVE FREE	SUCCINYLCHOLINE CHLORIDE	0
008845	006	INJECTABLE;INJECTION	20MG/ML	1	QUELICIN	SUCCINYLCHOLINE CHLORIDE	1
008847	001	INJECTABLE;INJECTION	20MG/ML	1	SUCOSTRIN	SUCCINYLCHOLINE CHLORIDE	0
008847	003	INJECTABLE;INJECTION	100MG/ML	1	SUCOSTRIN	SUCCINYLCHOLINE CHLORIDE	0
008848	001	TABLET;ORAL	2.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	0	PAMINE	METHSCOPOLAMINE BROMIDE	0
008848	002	TABLET;ORAL	5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	0	PAMINE FORTE	METHSCOPOLAMINE BROMIDE	0
008855	004	CAPSULE;ORAL	500MG	0	MILONTIN	PHENSUXIMIDE	0
008857	002	INJECTABLE;INJECTION	25MG/ML	0	PHENERGAN	PROMETHAZINE HYDROCHLORIDE	0
008857	003	INJECTABLE;INJECTION	50MG/ML	0	PHENERGAN	PROMETHAZINE HYDROCHLORIDE	0
008867	001	TABLET;ORAL	2MG	0	RAUWILOID	ALSEROXYLON	0
008869	001	INJECTABLE;INJECTION	100MG/ML;50MG/ML	0	DICURIN PROCAINE	PROCAINE MERETHOXYLLINE; THEOPHYLLINE	0
008883	001	SOLUTION/DROPS;OPHTHALMIC	0.5% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	OPHTHAINE	PROPARACAINE HYDROCHLORIDE	0
008915	001	TABLET;ORAL	4MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	CLISTIN	CARBINOXAMINE MALEATE	0
008917	001	OINTMENT;TOPICAL	2.5% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	CORTEF ACETATE	HYDROCORTISONE ACETATE	0
008917	002	OINTMENT;TOPICAL	1%	0	CORTEF ACETATE	HYDROCORTISONE ACETATE	0
008922	001	INJECTABLE;INJECTION	200MG/ML	1	CALCIUM DISODIUM VERSENATE	EDETATE CALCIUM DISODIUM	1
008922	002	TABLET;ORAL	500MG	0	CALCIUM DISODIUM VERSENATE	EDETATE CALCIUM DISODIUM	0
008943	001	TABLET;ORAL	125MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	DIAMOX	ACETAZOLAMIDE	0
008943	002	TABLET;ORAL	250MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	DIAMOX	ACETAZOLAMIDE	0
008951	001	TABLET;ORAL	1.25MG	0	PAGITANE	CYCRIMINE HYDROCHLORIDE	0
008951	002	TABLET;ORAL	2.5MG	0	PAGITANE	CYCRIMINE HYDROCHLORIDE	0
008955	001	ELIXIR;ORAL	4MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	CLISTIN	CARBINOXAMINE MALEATE	0
008975	001	INJECTABLE;INJECTION	40 UNITS/ML	0	PURIFIED CORTROPHIN GEL	CORTICOTROPIN	0
008975	002	INJECTABLE;INJECTION	80 UNITS/ML	0	PURIFIED CORTROPHIN GEL	CORTICOTROPIN	0
008983	001	INJECTABLE;INJECTION	50MG/ML	0	ARFONAD	TRIMETHAPHAN CAMSYLATE	0
009000	002	SUPPOSITORY;RECTAL	100MG;2MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	CAFERGOT	CAFFEINE; ERGOTAMINE TARTRATE	0
009008	001	SOLUTION;INTRAUTERINE	53%	0	SALPIX	ACETRIZOATE SODIUM	0
009018	003	OINTMENT;OPHTHALMIC, OTIC	1.5%	0	HYDROCORTONE	HYDROCORTISONE ACETATE	0
009048	001	CAPSULE;ORAL	10MG	1	8-MOP	METHOXSALEN	0
009048	002	LOTION;TOPICAL	1%	1	OXSORALEN	METHOXSALEN	0
009052	001	POWDER;ORAL	EQ 500MG BASE/GM	0	REZIPAS	AMINOSALICYLIC ACID RESIN COMPLEX	0
009053	002	TABLET;ORAL	50MG	1	PURINETHOL	MERCAPTOPURINE	0
