ApplNo	ApplType	ApplPublicNotes	SponsorName
016762	NDA		AKRIMAX PHARMS
016763	NDA		RISING
016765	NDA		ELORAC
016766	NDA		PARKE DAVIS
016768	NDA		PARKE DAVIS
016769	NDA		ORTHO MCNEIL JANSSEN
016772	NDA		B BRAUN
016774	NDA		NOVARTIS
016775	NDA		NOVARTIS
016776	NDA		ASTRAZENECA
016782	NDA		SOLVAY
016783	NDA		MALLINCKRODT
016784	NDA		B BRAUN
016785	NDA		LEADIANT BIOSCI INC
016792	NDA		ODYSSEY PHARMS
016793	NDA		TEVA PARENTERAL
016796	NDA		AKORN INC
016798	NDA		PFIZER
016801	NDA		FRESENIUS KABI USA
016803	NDA		STERLING
016806	NDA		WYETH PHARMS
016807	NDA		ALLERGAN
016809	NDA		SANOFI AVENTIS US
016812	NDA		PAR STERILE PRODUCTS
016813	NDA		FISONS
016814	NDA		ABBOTT
016818	NDA		ROERIG
016820	NDA		PFIZER
016822	NDA		B BRAUN
016829	NDA		AAIPHARMA LLC
016830	NDA		SANOFI AVENTIS US
016831	NDA		BAUSCH
016832	NDA		ABBOTT
016834	NDA		PFIZER
016844	NDA		AAIPHARMA LLC
016847	NDA		GE HEALTHCARE
016848	NDA		MYLAN SPECIALITY LP
016851	NDA		ALLERGAN
016852	NDA		PARKE DAVIS
016854	NDA		PARKE DAVIS
016860	NDA		NOVEN THERAP
016861	NDA		AAIPHARMA LLC
016862	NDA		XANODYNE PHARM
016863	NDA		AAIPHARMA LLC
016885	NDA		HRA PHARMA
016891	NDA		SANOFI AVENTIS US
016904	NDA		PFIZER
016908	NDA		CNTY LINE PHARMS
016909	NDA		CNTY LINE PHARMS
016911	NDA		BRISTOL MYERS SQUIBB
016912	NDA		ROCHE
016913	NDA		SHIRE
016921	NDA		VALEANT INTL
016923	NDA		BRACCO
016927	NDA		GD SEARLE LLC
016928	NDA		HEATHER
016929	NDA		HOSPIRA
016931	NDA		PHARMACIA AND UPJOHN
016932	NDA		SCHERING
016936	NDA		GD SEARLE LLC
016942	NDA		WESTWOOD SQUIBB
016943	NDA		WESTWOOD SQUIBB
016948	NDA		VALEANT PHARM INTL
016949	NDA		HERITAGE PHARMS INC
016954	NDA		JANSSEN PHARMS
016964	NDA		HOSPIRA
016968	NDA		ALCON
016979	NDA		BRISTOL MYERS SQUIBB
016980	NDA		SOLVAY
016983	NDA		LIEBEL-FLARSHEIM
016987	NDA		NEW RIVER
016988	NDA		ALMIRALL
016990	NDA		SANOFI AVENTIS US
016996	NDA		SCHERING
016997	NDA		NOVARTIS
016998	NDA		PARKE DAVIS
017001	NDA		BAUSCH
017007	NDA		WEST-WARD PHARMS INT
017010	NDA		PERRIGO NEW YORK
017011	NDA		ALLERGAN
017013	NDA		ABBOTT
017015	NDA		ORGANON USA INC
017016	BLA		FERRING
017020	NDA		ABBOTT
017027	NDA		3M
017029	NDA		FRESENIUS KABI USA
017031	NDA		LABORATOIRE HRA
017033	NDA		ABRAXIS PHARM
017036	NDA		BAXTER HLTHCARE
017037	NDA		HIKMA
017038	NDA		B BRAUN
017042	NDA		GE HEALTHCARE
017045	NDA		BRACCO
017046	NDA		SAVAGE LABS
017047	NDA		BRACCO
017048	NDA		WYETH AYERST
017054	BLA		BEL MAR
017055	BLA		FERRING
017057	NDA		LIEBEL-FLARSHEIM
017058	NDA		HIKMA
017059	NDA		MALLINCKRODT
017060	NDA		TEVA BRANDED PHARM
017063	NDA		ALCON
017064	NDA		DR REDDYS
017067	BLA		FRESENIUS KABI USA
017078	NDA		IMPAX LABS INC
017079	NDA		ORTHO MCNEIL PHARM
017084	NDA		CURIUM
017087	NDA		BAXTER HLTHCARE
017090	NDA		SPECGX LLC
017098	NDA		MALLINCKRODT
017100	NDA		ALLERGAN
017105	NDA		RECORDATI RARE
017106	NDA		MERIDIAN MEDCL TECHN
017108	NDA		SANDOZ
017109	NDA		ROXANE
017111	NDA		ENDO PHARMS
017116	NDA		SPECGX LLC
017118	NDA		ENDO PHARMS
017122	NDA		XANODYNE PHARM
017129	NDA		MALLINCKRODT
017130	NDA		CHAMBERLIN PARENTERL
017243	NDA		CURIUM
017244	NDA		PARKE DAVIS
017247	NDA		NOVARTIS
017255	NDA		GE HEALTHCARE
017256	NDA		GE HEALTHCARE
017257	NDA		GE HEALTHCARE
017262	NDA		MALLINCKRODT
017264	NDA		GE HEALTHCARE
017269	NDA		BRACCO
017279	NDA		ISOTEX
017283	NDA		LANTHEUS MEDCL
017284	NDA		LANTHEUS MEDCL
017313	NDA		PHARMALUCENCE
017315	NDA		CIS
017316	NDA		CIS
017318	NDA		SORIN
017321	NDA		PHARMALUCENCE
017322	NDA		PHARMALUCENCE
017339	NDA		BRACCO
017340	NDA		VALEANT PHARMS NORTH
017343	NDA		SHERWOOD MEDCL
017346	NDA		PARKE DAVIS
017351	NDA		MYLAN SPECIALITY LP
017352	NDA		GLAXOSMITHKLINE
017354	NDA		TEVA BRANDED PHARM
017355	NDA		TEVA BRANDED PHARM
017362	NDA		ACTAVIS LABS UT INC
017364	NDA		MEDPOINTE PHARM HLC
017366	NDA		MEAD JOHNSON
017369	NDA		GLAXOSMITHKLINE
017371	NDA		APOTHECON
017373	NDA		CNTY LINE PHARMS
017374	NDA		MEDPOINTE PHARM HLC
017376	NDA		MONARCH PHARMS
017377	NDA		SUN PHARM INDUSTRIES
017378	NDA		BAXTER HLTHCARE
017381	NDA		KING PHARMS LLC
017385	NDA		BAXTER HLTHCARE
017386	NDA		LANNETT CO INC
017388	NDA		SOLVAY
017390	NDA		BAXTER HLTHCARE
017391	NDA		CASPER PHARMA LLC
017395	NDA		HOSPIRA
017398	NDA		SANDOZ INC
017405	NDA		BAYER PHARMS
017406	NDA		GE HEALTHCARE
017407	NDA		BOEHRINGER INGELHEIM
017408	NDA		GD SEARLE LLC
017411	NDA		HUNTINGTON LABS
017412	NDA		HUNTINGTON LABS
017413	NDA		3M
017415	NDA		PARKE DAVIS
017421	NDA		DIAL
017422	NDA		EMCURE PHARMS LTD
017423	NDA		VESTAL LABS
017424	NDA		VESTAL LABS
017425	NDA		TEVA BRANDED PHARM
017426	NDA		PERRIGO NEW YORK
017427	NDA		BAXTER HLTHCARE
017428	NDA		BAXTER HLTHCARE
017430	NDA		SANOFI AVENTIS US
017431	NDA		AKORN
017433	NDA		DAVIS AND GECK
017434	NDA		PHARMACIA AND UPJOHN
017438	NDA		BAXTER HLTHCARE
017439	NDA		ALLERGAN
017441	NDA		ALLERGAN
017442	NDA		PFIZER
017443	NDA		PAR STERILE PRODUCTS
017446	NDA		SANOFI AVENTIS US
017447	NDA		PFIZER
017450	NDA		MEDTECH PRODUCTS
017451	NDA		BAXTER HLTHCARE
017452	NDA		BECTON DICKINSON
017453	NDA		TEVA BRANDED PHARM
017454	NDA		MALLINCKRODT
017456	NDA		GE HEALTHCARE
017460	NDA		CALGON
017463	NDA		MCNEIL CONSUMER
017464	NDA		B BRAUN
017466	NDA		SANOFI AVENTIS US
017468	NDA		EYEVANCE
017469	NDA		NOVARTIS
017471	NDA		GE HEALTHCARE
017473	NDA		TEVA
017476	NDA		NOVARTIS
017478	NDA		LANTHEUS MEDCL
017481	NDA		JANSSEN PHARMS
017484	NDA		BAXTER HLTHCARE
017486	NDA		AKORN
017488	NDA		ORTHO MCNEIL PHARM
017489	NDA		ORTHO MCNEIL PHARM
017493	NDA		BAXTER HLTHCARE
017494	NDA		INSIGHT PHARMS
017497	NDA		SANOFI AVENTIS US
017498	NDA		PHARMACIA AND UPJOHN
017503	NDA		BOEHRINGER INGELHEIM
017506	NDA		GE HEALTHCARE
017508	NDA		ABRAXIS PHARM
017510	NDA		B BRAUN
017512	NDA		BAXTER HLTHCARE
017513	NDA		ICU MEDICAL INC
017514	NDA		ICU MEDICAL INC
017516	NDA		PFIZER
017518	NDA		3M
017521	NDA		BAXTER HLTHCARE
017522	NDA		VALEANT BERMUDA
017525	NDA		TEVA BRANDED PHARM
017528	NDA		PARKE DAVIS
017530	NDA		PAR STERILE PRODUCTS
017531	NDA		KING PHARMS LLC
017532	NDA		SANOFI AVENTIS US
017533	NDA		ROCHE
017534	NDA		ALLERGAN
017535	NDA		SANOFI AVENTIS US
017536	NDA		SCHERING
017538	NDA		CURIUM
017540	NDA		DELL LABS
017543	NDA		NOVARTIS
017546	NDA		ROCHE
017548	NDA		AKORN
017549	NDA		MERIDIAN MEDCL TECHN
017550	NDA		GEN ELECTRIC
017551	NDA		MALLINCKRODT
017553	NDA		ALZA
017555	NDA		MERCK SHARP DOHME
017556	NDA		SUN PHARM INDS INC
017557	NDA		SANOFI AVENTIS US
017558	NDA		HIKMA
017559	NDA		SCHERING
017560	NDA		SUN PHARM INDUSTRIES
017561	NDA		SCHERING
017562	NDA		GE HEALTHCARE
017563	NDA		PHARMACIA UPJOHN
017565	NDA		ALLERGAN
017566	NDA		ALLERGAN
017569	NDA		GLENWOOD
017571	NDA		BOEHRINGER INGELHEIM
017573	NDA		SCHERING
017575	NDA		BAYER HLTHCARE
017576	NDA		WARNER CHILCOTT LLC
017577	NDA		JANSSEN PHARMS
017579	NDA		VALEANT INTL
017581	NDA		ATNAHS PHARMA US
017584	NDA		FRESENIUS KABI USA
017585	NDA		ICU MEDICAL INC
017586	NDA		ICU MEDICAL INC
017588	NDA		CORDEN PHARMA
017589	NDA		ROCHE
017594	NDA		WESTWOOD SQUIBB
017598	NDA		MONARCH PHARMS
017601	NDA		SCHERING
017603	NDA		SANOFI AVENTIS US
017604	NDA		XSPIRE PHARMA
017605	NDA		SAVAGE LABS
017606	NDA		ICU MEDICAL INC
017607	NDA		ICU MEDICAL INC
017608	NDA		ICU MEDICAL INC
017609	NDA		ICU MEDICAL INC
017610	NDA		ICU MEDICAL INC
017612	NDA		CADENCE HEALTH
017613	NDA		SCHERING PLOUGH
017618	NDA		SANOFI AVENTIS US
017619	NDA		SCHERING PLOUGH
017624	NDA		BAXTER HLTHCARE
017628	NDA		ORTHO MCNEIL JANSSEN
017630	NDA		GE HEALTHCARE
017633	NDA		HOSPIRA
017634	NDA		BAXTER HLTHCARE
017635	NDA		ICU MEDICAL INC
017636	NDA		HOSPIRA
017637	NDA		ICU MEDICAL INC
017638	NDA		ABBOTT
017641	NDA		ICU MEDICAL INC
017643	NDA		FRESENIUS
017646	BLA		SERONO
017648	NDA		BAXTER HLTHCARE
017651	NDA		FRESENIUS KABI USA
017653	NDA		GE HEALTHCARE
017655	NDA		GE HEALTHCARE
017656	NDA		ICU MEDICAL INC
017657	NDA		SANOFI AVENTIS US
017658	NDA		TEVA BRANDED PHARM
017659	NDA		BOEHRINGER INGELHEIM
017661	NDA		NOVARTIS
017664	NDA		GE HEALTHCARE
017667	NDA		GE HEALTHCARE
017668	NDA		SANOFI AVENTIS US
017669	NDA		SANOFI AVENTIS US
017670	NDA		HOSPIRA
017672	NDA		SOLVAY
017673	NDA		ICU MEDICAL INC
017675	NDA		ROBINS AH
017680	NDA		BRACCO
017681	NDA		US PHARM HOLDINGS
017683	NDA		AKRIMAX PHARMS
017684	NDA		PHARMALUCENCE
017685	NDA		MALLINCKRODT
017687	NDA		GE HEALTHCARE
017688	NDA		SANOFI AVENTIS US
017690	NDA		J AND J CONSUMER INC
017691	NDA		SCHERING
017692	BLA		ORGANON USA INC
017693	NDA		GE HEALTHCARE
017694	NDA		J AND J CONSUMER INC
017697	NDA		BRACCO
017698	NDA		HOSPIRA
017700	NDA		GE HEALTHCARE
017701	NDA		INTL MEDICATION
017702	NDA		INTL MEDICATION
017703	NDA		ABBOTT
017707	NDA		GE HEALTHCARE
017710	NDA		DISTA
017714	NDA		JUBILANT DRAXIMAGE
017716	NDA		WARNER CHILCOTT LLC
017717	NDA		BAYER HEALTHCARE LLC
017724	NDA		MALLINCKRODT
017725	NDA		MALLINCKRODT
017735	NDA		JANSSEN PHARMS
017736	NDA		SCHERING
017739	NDA		INSIGHT PHARMS
017741	NDA		PHARMACIA AND UPJOHN
017743	NDA		ALLERGAN
017744	NDA		SEBELA IRELAND LTD
017751	NDA		ASTRAZENECA
017756	NDA		J AND J CONSUMER INC
017760	NDA		ALLERGAN
017765	NDA		EPI HLTH
017766	NDA		B BRAUN
017768	NDA		MOLNLYCKE HLTH
017769	NDA		SANOFI AVENTIS US
017771	NDA		LANTHEUS MEDCL
017776	BLA		JUBILANT DRAXIMAGE
017780	NDA		PHARM SPEC
017781	NDA		SCHERING
017783	NDA		PFIZER
017784	NDA		GE HEALTHCARE
017785	NDA		ORTHO MCNEIL PHARM
017788	NDA		MYLAN INSTITUTIONAL
017789	NDA		ICU MEDICAL INC
017794	NDA		BAUSCH
017796	NDA		SANOFI AVENTIS US
017799	NDA		ICU MEDICAL INC
017802	NDA		WYETH PHARMS
017806	NDA		LANTHEUS MEDCL
017807	NDA		NEW RIVER
017808	NDA		MYLAN IRELAND LTD
017810	NDA		PHARMACIA AND UPJOHN
017812	NDA		HIKMA
017813	NDA		VALEANT PHARM INTL
017814	NDA		EGALET
017818	NDA		WESTWOOD SQUIBB
017820	NDA		LILLY
017821	NDA		JANSSEN RES AND DEV
017823	NDA		SUN PHARM INDS INC
017824	NDA		SUN PHARM INDS INC
017829	NDA		SCHERING
017830	NDA		ATON
017831	NDA		APIL
017833	BLA		BRACCO
017835	BLA		ISO TEX
017836	BLA		ISO TEX
017837	BLA		ISO TEX
017849	NDA		ANI PHARMS INC
017850	NDA		APOTHECON
017851	NDA		NOVARTIS
017853	NDA		SCHERING
017854	NDA		ANI PHARMS
017856	NDA		TARO PHARM INDS LTD
017857	NDA		APOTHECON
017858	NDA		SUN PHARM INDS INC
017862	NDA		WEST-WARD PHARMS INT
017863	NDA		BAXTER HLTHCARE
017864	NDA		BAXTER HLTHCARE
017865	NDA		BAXTER HLTHCARE
017866	NDA		BAXTER HLTHCARE
017867	NDA		BAXTER HLTHCARE
017869	NDA		NOVARTIS
017871	NDA		BAUSCH
017874	NDA		GLAXOSMITHKLINE CON
017875	NDA		TEVA BRANDED PHARM
017876	NDA		TEVA BRANDED PHARM
017881	BLA		DRAXIMAGE
017884	NDA		SANOFI AVENTIS US
017892	NDA		PHARMACIA AND UPJOHN
017895	NDA		ABBOTT
017902	NDA		BRACCO
017903	NDA		BRACCO
017906	NDA		SOLVAY
017907	NDA		BRISTOL MYERS SQUIBB
017911	NDA		MERCK
017914	NDA		BAYER PHARMS
017917	NDA		WARNER CHILCOTT
017919	NDA		JANSSEN PHARMS
017920	NDA		GLAXOSMITHKLINE
017922	NDA		FERRING PHARMS INC
017923	NDA		NOVARTIS
017924	NDA		GLAXOSMITHKLINE
017938	NDA		ENDO PHARMS
017939	NDA		GLAXOSMITHKLINE
017941	NDA		GLAXOSMITHKLINE
017943	NDA		MONARCH PHARMS
017944	NDA		GE HEALTHCARE
017948	NDA		GD SEARLE LLC
017950	NDA		SUN PHARM INDS INC
017952	NDA		ROCHE
017954	NDA		HOSPIRA
017955	NDA		VALEANT INTL
017956	NDA		3M
017957	NDA		HOSPIRA INC
017959	NDA		PHARMACIA AND UPJOHN
017962	NDA		US PHARMS HOLDINGS I
017963	NDA		US PHARMS HOLDINGS I
017968	NDA		PHARMACIA AND UPJOHN
017970	NDA		ASTRAZENECA
017971	NDA		JDS PHARMS
017972	NDA		PHARMALUCENCE
017979	NDA		ABRAXIS PHARM
017980	NDA		WYETH AYERST
017982	NDA		GE HEALTHCARE
017986	NDA		PFIZER
017989	NDA		PHARMACIA AND UPJOHN
017993	NDA		NOVARTIS
017994	NDA		PHARMACIA AND UPJOHN
017995	NDA		B BRAUN
018000	NDA		SANOFI AVENTIS US
018004	NDA		AKORN
018006	NDA		PARKE DAVIS
018008	NDA		BAXTER HLTHCARE
018009	NDA		PROCTER AND GAMBLE
018012	NDA		SPECGX LLC
018013	NDA		SPECGX LLC
018014	NDA		INTL MEDICATION
018016	NDA		BAXTER HLTHCARE
018017	NDA		MERCK
018021	NDA		LEDERLE
018023	NDA		B BRAUN
018024	NDA		PAR PHARM INC
018025	NDA		INTL MEDICATION
018026	NDA		B BRAUN
018027	NDA		ANI PHARMS INC
018029	NDA		NOVARTIS
018030	NDA		B BRAUN
018031	NDA		WYETH PHARMS INC
018035	NDA		JUBILANT DRAXIMAGE
018037	NDA		BAXTER HLTHCARE
018039	NDA		ACTAVIS LABS UT INC
018040	NDA		JANSSEN PHARMA
018044	NDA		VALIDUS PHARMS
018045	NDA		PHARMACIA AND UPJOHN
018046	NDA		B BRAUN
018047	NDA		B BRAUN
018050	NDA		UCB INC
018052	NDA		BAYER HEALTHCARE LLC
018053	NDA		HOSPIRA
018055	NDA		ABBOTT
018057	NDA		HQ SPCLT PHARMA
018058	NDA		CURIUM
018060	NDA		COSETTE
018061	NDA		MERCK
018062	NDA		SCHERING
018063	NDA		USWM
018066	NDA		CHATTEM
018067	NDA		LILLY
018069	NDA		PFIZER
018074	NDA		VIRTUS PHARMS
018076	NDA		BRACCO
018077	NDA		BRACCO
018080	NDA		ICU MEDICAL INC
018081	NDA		ABBVIE
018082	NDA		ABBVIE
018084	NDA		ORTHO MCNEIL JANSSEN
018086	NDA		VALEANT PHARMS INTL
018087	NDA		FERRING
018088	NDA		GE HEALTHCARE
018089	NDA		PARKE DAVIS
018090	NDA		ICU MEDICAL INC
018096	NDA		HOSPIRA
018101	NDA		ENDO PHARMS
018102	NDA		PHARMACIA AND UPJOHN
018104	NDA		PHARMACIA AND UPJOHN
018107	NDA		CARDINAL HEALTH 414
018110	NDA		GE HEALTHCARE
018115	NDA		NOVARTIS
018116	NDA		ASTELLAS
018117	NDA		ABBVIE
018118	NDA		GLAXOSMITHKLINE LLC
018123	NDA		WEST-WARD PHARMS INT
018124	NDA		SUN PHARM INDS INC
018125	NDA		BRISTOL MYERS SQUIBB
018127	NDA		WARNER CHILCOTT
018128	NDA		WARNER CHILCOTT
018132	NDA		HOSPIRA
018138	NDA		WARNER CHILCOTT
018140	NDA		HIKMA
018141	NDA		GE HEALTHCARE
018144	NDA		PARKE DAVIS
018147	NDA		PFIZER
018148	NDA		IVAX RES
018150	NDA		CURIUM
018152	NDA		JDS PHARMS
018153	NDA		GLAXOSMITHKLINE
018154	NDA		PHARMACIA AND UPJOHN
018155	NDA		ALLERGAN
018156	NDA		B BRAUN
018160	NDA		GD SEARLE LLC
018161	NDA		B BRAUN
018163	NDA		SPECGX LLC
018164	NDA		ATNAHS PHARMA US
018166	NDA		NOVARTIS
018168	NDA		GD SEARLE LLC
018173	NDA		PHARMACIA AND UPJOHN
018179	NDA		ROCHE
018181	NDA		BAYER HLTHCARE
018182	NDA		BAYER HEALTHCARE LLC
018183	NDA		BAYER HEALTHCARE LLC
018184	NDA		B BRAUN
018185	NDA		EGALET
018186	NDA		B BRAUN
018191	NDA		SCHERING PLOUGH
018197	NDA		BASF
018200	NDA		PADDOCK LLC
018201	NDA		MERCK
018202	NDA		NOVARTIS
018203	NDA		ABBOTT
018205	NDA		GD SEARLE LLC
018206	NDA		CADENCE HEALTH
018207	NDA		PRAGMA
018211	NDA		ORTHO MCNEIL JANSSEN
018225	NDA		VALIDUS PHARMS
018226	NDA		VALIDUS PHARMS
018227	NDA		HOSPIRA
018229	NDA		B BRAUN
018230	NDA		BAYER HEALTHCARE LLC
018232	NDA		FISONS
018233	NDA		ICU MEDICAL INC
018234	NDA		SUN PHARM INDS INC
018237	NDA		SANOFI AVENTIS US
018238	NDA		NESHER PHARMS
018239	NDA		ALLERGAN
018240	NDA		ALVOGEN
018241	NDA		WATSON LABS
018242	NDA		TEVA
018243	NDA		WEST-WARD PHARMS INT
018245	NDA		NOVARTIS
018246	NDA		MILES
018247	NDA		MILES
018248	NDA		FRESENIUS KABI USA
018249	NDA		HOSPIRA
018251	NDA		ICU MEDICAL INC
018252	NDA		B BRAUN
018254	NDA		HOSPIRA
018256	NDA		B BRAUN
018257	NDA		ASTRAZENECA
018258	NDA		B BRAUN
018261	NDA		PAR STERILE PRODUCTS
018263	BLA		PHARMALUCENCE
018264	NDA		PAR STERILE PRODUCTS
018267	NDA		WEST-WARD PHARMS INT
018268	NDA		B BRAUN
018269	NDA		B BRAUN
018270	NDA		B BRAUN
018271	NDA		B BRAUN
018272	NDA		DRAXIMAGE
018273	NDA		B BRAUN
018274	NDA		B BRAUN
018276	NDA		UPJOHN
018279	NDA		ABBVIE
018281	NDA		NOVARTIS
018285	NDA		NOVARTIS
018289	NDA		GE HEALTHCARE
018290	NDA		FERRING
018296	NDA		PHARMACIA AND UPJOHN
018297	NDA		ABBOTT
018299	NDA		MONARCH PHARMS
018300	NDA		MOLNLYCKE HLTH
018303	NDA		US PHARMS HOLDINGS I
018304	NDA		FRESENIUS KABI USA
018307	NDA		MEDA PHARMS
018309	NDA		TARO PHARM INDS LTD
018310	NDA		COVIDIEN
018312	NDA		ORGANON USA INC
018313	NDA		ICU MEDICAL INC
018314	NDA		ICU MEDICAL INC
018315	NDA		ICU MEDICAL INC
018316	NDA		ICU MEDICAL INC
018321	NDA		CURIUM
018327	NDA		CURIUM
018332	NDA		EGALET
018333	NDA		ALLERGAN
018335	NDA		GE HEALTHCARE
018336	NDA		BAXTER HLTHCARE
018337	NDA		TARO PHARM INDS LTD
018340	NDA		ROCHE PALO
018342	NDA		GLAXOSMITHKLINE
018343	NDA		PAR PHARM
018353	NDA		PFIZER
018354	NDA		ORTHO MCNEIL JANSSEN
018358	NDA		B BRAUN
018361	NDA		EMD SERONO
018362	NDA		ICU MEDICAL INC
018363	NDA		PROF DSPLS
018365	NDA		ICU MEDICAL INC
018366	NDA		SAVAGE LABS
018369	NDA		WATSON LABS
018370	NDA		SUPERPHARM
018371	NDA		ICU MEDICAL INC
018374	NDA		SUN PHARM INDS INC
018375	NDA		XTTRIUM
018376	NDA		B BRAUN
018379	NDA		FRESENIUS MEDCL
018380	NDA		HOSPIRA
018385	NDA		NOVO NORDISK INC
018386	NDA		B BRAUN
018388	NDA		HOSPIRA
018389	NDA		MERCK
018397	NDA		BAYER HEALTHCARE LLC
018398	NDA		BAXTER HLTHCARE
018399	NDA		MILES
018400	NDA		MILES
018401	NDA		INDIVIOR INC
018405	NDA		DURAMED RES
018406	NDA		HOSPIRA INC
018413	NDA		AVET
018415	NDA		DAVA PHARMS INC
018417	NDA		MILES
018418	NDA		NOVARTIS
018419	NDA		WARNER CHILCOTT
018420	NDA		WARNER CHILCOTT
018421	NDA		HIKMA
018422	NDA		PFIZER PHARMS
018423	NDA		MOLNLYCKE HLTH
018429	NDA		ICU MEDICAL INC
018439	NDA		WATSON LABS
018440	NDA		ABRAXIS PHARM
018445	NDA		MERCK
018449	NDA		FRESENIUS
018450	NDA		ABBVIE
018452	NDA		MONARCH PHARMS
018458	NDA		SANOFI AVENTIS US
018459	NDA		XANODYNE PHARM
018460	NDA		B BRAUN
018461	NDA		BAXTER HLTHCARE
018462	NDA		ABBOTT
018465	NDA		ALPHA THERA
018467	NDA		SUN PHARM INDS INC
018469	NDA		ALCON
018470	NDA		NOVARTIS
018471	NDA		BAYER HEALTHCARE LLC
018473	NDA		GLAXOSMITHKLINE
018482	NDA		PFIZER
018484	NDA		PHARMACIA AND UPJOHN
018485	NDA		MT ADAMS
018487	NDA		MYLAN
018489	NDA		DRAXIMAGE
018494	NDA		BAXTER HLTHCARE
018495	NDA		BAXTER HLTHCARE
018497	NDA		BAXTER HLTHCARE
018498	NDA		ASTELLAS
018499	NDA		MILES
018500	NDA		MILES
018501	NDA		MILES
018502	NDA		MILES
018503	NDA		MILES
018504	NDA		MILES
018506	NDA		SCHERING
018507	NDA		ABRAXIS PHARM
018508	NDA		BAXTER HLTHCARE
018509	NDA		MALLINCKRODT INC
018511	NDA		JUBILANT DRAXIMAGE
018512	NDA		BAXTER HLTHCARE
018513	NDA		LEADIANT BIOSCI INC
018514	NDA		BAUSCH
018517	NDA		IVAX SUB TEVA PHARMS
018519	NDA		BAXTER HLTHCARE
018520	NDA		MEDTECH PRODUCTS
018521	NDA		SCHERING
018522	NDA		BAXTER HLTHCARE
018523	NDA		BAXTER HLTHCARE
018531	NDA		HOSPIRA
018533	NDA		JANSSEN PHARMS
018535	NDA		GD SEARLE LLC
018536	NDA		MALLINCKRODT
018537	NDA		HOSPIRA
018538	NDA		SANOFI AVENTIS US
018543	NDA		INTL MEDICATION
018548	NDA		BRACCO
018549	NDA		LYPHOMED
018550	NDA		ROCHE
018551	NDA		ROXANE
018553	NDA		ANI PHARMS INC
018554	NDA		SCHERING
018555	NDA		ASTRAZENECA
018557	NDA		ROCHE
018558	NDA		HIKMA
018561	NDA		ICU MEDICAL INC
018562	NDA		ICU MEDICAL INC
018563	NDA		ICU MEDICAL INC
018564	NDA		ICU MEDICAL INC
018565	NDA		HIKMA
018569	NDA		SANDOZ
018571	NDA		PHARMACARE
018578	NDA		DR REDDYS LA
018579	NDA		AM REGENT
018580	NDA		ASTRAZENECA
018581	NDA		BAXTER HLTHCARE
018582	NDA		B BRAUN
018584	NDA		GLAXOSMITHKLINE
018586	NDA		TARO PHARM INDS LTD
018587	NDA		WYETH AYERST
018588	NDA		PARKE DAVIS
018590	NDA		BAXTER HLTHCARE
018592	NDA		PERSONAL PRODS
018593	NDA		MT ADAMS
018594	NDA		TARO PHARM INDS LTD
018596	NDA		KING PHARMS LLC
018598	NDA		FOSUN PHARMA
018599	NDA		WATSON LABS
018602	NDA		BAUSCH
018603	NDA		GLAXOSMITHKLINE
018604	NDA		BAUSCH
018605	NDA		PHARMACIA AND UPJOHN
018608	NDA		HOSPIRA
018609	NDA		BAXTER HLTHCARE
018612	NDA		GLAXOSMITHKLINE
018613	NDA		TARO PHARM INDS LTD
018614	NDA		ABBOTT
018615	NDA		PHARM ASSOC
018620	NDA		FOSUN PHARMA
018621	NDA		SANOFI AVENTIS US
018629	NDA		BAXTER HLTHCARE
018631	NDA		US PHARM HOLDINGS
018632	NDA		BAXTER HLTHCARE
018634	NDA		ALCON PHARMS LTD
018642	NDA		COSETTE
018644	NDA		GLAXOSMITHKLINE
018647	NDA		KING PHARMS LLC
018649	NDA		BAXTER HLTHCARE
018651	NDA		ALKEM LABS LTD
018652	NDA		PRECISION DERMAT
018654	NDA		HLR
018655	NDA		PFIZER
018656	NDA		TELIGENT
018657	NDA		BAXTER HLTHCARE
018658	NDA		RB HLTH
018659	ANDA		MYLAN
018660	NDA		BAXTER HLTHCARE
018662	NDA		HOFFMANN LA ROCHE
018663	BLA		DISCURE MEDICAL, LLC
018664	NDA		ANBEX
018667	NDA		HOSPIRA
018668	NDA		TEVA BRANDED PHARM
018669	NDA		BAYER PHARMS
018670	NDA		WYETH AYERST
018671	NDA		CARDINAL HEALTH 418
018672	NDA		POHL BOSKAMP
018674	NDA		B BRAUN
018675	NDA		NOVARTIS
018676	NDA		B BRAUN
018677	NDA		BAUSCH
018678	NDA		BAXTER HLTHCARE
018679	NDA		MAYNE PHARMA
018680	NDA		COOPERSURGICAL
018681	NDA		B BRAUN
018682	NDA		PFIZER
018683	NDA		MAYER LABS INC
018684	NDA		BAXTER HLTHCARE
018685	NDA		SANOFI AVENTIS US
018686	NDA		SCHERING
018687	NDA		SCHERING
018689	NDA		SEBELA IRELAND LTD
018690	NDA		WATSON LABS
018692	NDA		HOSPIRA
018700	NDA		SANOFI AVENTIS US
018701	NDA		JANSSEN PHARMS
018702	NDA		FOUGERA PHARMS
018703	NDA		GLAXO GRP LTD
018704	NDA		NOVARTIS
018705	NDA		POHL BOSKAMP
018706	NDA		NOVARTIS
018707	NDA		FOUGERA PHARMS
018708	NDA		GALT PHARMS
018709	NDA		APOTHECON
018713	NDA		BAYER HLTHCARE
018714	NDA		BAYER HLTHCARE
018716	NDA		CNTY LINE PHARMS
018719	NDA		BIOENVISION
018721	NDA		B BRAUN
018722	NDA		B BRAUN
