StatisticalVariable,ISO3166Alpha3,Year,Value,unit
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BLR,2011,317.9577941895,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BLR,2012,363.7626037598,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BLR,2013,453.8238525391,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BLR,2014,447.7013244629,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BLR,2015,360.9803771973,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BLR,2016,297.5429992676,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BLR,2017,342.4999084473,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEL,2000,1845.3210449219,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEL,2001,1878.2911376953,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEL,2002,2074.9238281250,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEL,2003,2804.9084472656,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEL,2004,3255.4377441406,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEL,2005,3339.9926757812,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEL,2006,3474.4257812500,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEL,2007,3988.8859863281,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEL,2008,4539.7397460938,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEL,2009,4566.7553710938,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEL,2010,4449.5429687500,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEL,2011,4856.1777343750,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEL,2012,4614.6777343750,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEL,2013,4849.9135742188,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEL,2014,4944.2612304688,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEL,2015,4171.0532226562,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEL,2016,4278.7714843750,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEL,2017,4507.3564453125,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BLZ,2000,139.3054199219,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BLZ,2001,160.7647857666,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BLZ,2002,160.0285034180,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BLZ,2003,175.1927337646,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BLZ,2004,174.8044128418,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BLZ,2005,184.2725982666,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BLZ,2006,192.7100982666,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BLZ,2007,218.0575561523,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BLZ,2008,226.3616333008,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BLZ,2009,246.5191040039,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BLZ,2010,250.3055419922,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BLZ,2011,254.4269561768,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BLZ,2012,249.5245361328,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BLZ,2013,266.2803039551,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BLZ,2014,273.1342163086,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BLZ,2015,289.5839843750,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BLZ,2016,300.1517333984,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BLZ,2017,280.4988098145,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEN,2000,15.8283681870,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEN,2001,16.7596569061,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEN,2002,17.3903408051,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEN,2003,21.5393733978,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEN,2004,24.4999790192,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEN,2005,24.1485252380,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEN,2006,25.4039611816,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEN,2007,27.9001255035,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEN,2008,30.2089576721,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEN,2009,30.6014614105,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEN,2010,30.9864921570,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEN,2011,34.8711624146,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEN,2012,39.1034011841,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEN,2013,35.7575836182,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEN,2014,34.4021606445,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEN,2015,31.2943897247,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEN,2016,30.4014759064,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BEN,2017,30.7664470673,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BTN,2000,31.8420009613,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BTN,2001,36.8015213013,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BTN,2002,36.7108383179,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BTN,2003,38.0027122498,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BTN,2004,46.7996330261,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BTN,2005,47.1667976379,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BTN,2006,54.0971641541,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BTN,2007,63.9365844727,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BTN,2008,56.3939476013,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BTN,2009,58.0343742371,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BTN,2010,69.8004379272,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BTN,2011,74.4853210449,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BTN,2012,80.1083068848,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BTN,2013,81.9312362671,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BTN,2014,82.3279800415,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BTN,2015,91.1131668091,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BTN,2016,91.3353347778,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BTN,2017,96.7993011475,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BOL,2000,44.2625083923,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BOL,2001,46.2366523743,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BOL,2002,44.7325172424,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BOL,2003,47.6761665344,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BOL,2004,47.5762786865,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BOL,2005,53.0969505310,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BOL,2006,57.4963111877,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BOL,2007,65.2692337036,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BOL,2008,80.0165786743,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BOL,2009,91.9431762695,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BOL,2010,103.0668411255,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BOL,2011,122.9997711182,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BOL,2012,138.9788818359,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BOL,2013,164.3372650146,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BOL,2014,184.1956024170,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BOL,2015,201.5648803711,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BOL,2016,213.0173339844,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BOL,2017,220.2745666504,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BIH,2000,113.0305862427,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BIH,2001,111.7816162109,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BIH,2002,126.8569869995,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BIH,2003,180.4241333008,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BIH,2004,243.4220428467,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BIH,2005,261.7666625977,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BIH,2006,302.3844299316,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BIH,2007,386.9458007812,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BIH,2008,481.7395629883,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BIH,2009,423.8459472656,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BIH,2010,415.8838806152,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BIH,2011,463.5262145996,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BIH,2012,447.6091308594,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BIH,2013,477.7616882324,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BIH,2014,492.1351013184,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BIH,2015,428.1518859863,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BIH,2016,443.7765502930,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BIH,2017,460.4733276367,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BWA,2000,195.1425476074,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BWA,2001,192.5809631348,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BWA,2002,196.2182769775,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BWA,2003,257.1269836426,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BWA,2004,283.7188720703,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BWA,2005,268.5843200684,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BWA,2006,256.8435363770,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BWA,2007,304.7089538574,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BWA,2008,325.1464538574,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BWA,2009,338.3658752441,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BWA,2010,393.0801391602,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BWA,2011,432.3349914551,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BWA,2012,472.2837524414,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BWA,2013,435.7691345215,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BWA,2014,419.4947509766,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BWA,2015,373.7851562500,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BWA,2016,386.6319580078,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BWA,2017,465.9293212891,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRA,2000,311.6526794434,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRA,2001,269.3467712402,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRA,2002,246.1060333252,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRA,2003,250.5107574463,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRA,2004,294.3576660156,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRA,2005,383.3045959473,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRA,2006,483.4282836914,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRA,2007,599.8584594727,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRA,2008,704.0132446289,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRA,2009,718.0295410156,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRA,2010,891.7641601562,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRA,2011,1025.4903564453,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRA,2012,950.9295043945,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRA,2013,974.4987182617,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRA,2014,1009.8286743164,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRA,2015,776.1528320312,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRA,2016,795.6615600586,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRA,2017,928.7993164062,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRN,2000,508.4324035645,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRN,2001,464.6770324707,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRN,2002,473.1112670898,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRN,2003,535.1319580078,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRN,2004,619.1319580078,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRN,2005,646.0823364258,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRN,2006,654.7131958008,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRN,2007,702.8585205078,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRN,2008,788.9667968750,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRN,2009,741.5541992188,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRN,2010,803.4937744141,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRN,2011,876.4340820312,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRN,2012,881.9977416992,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRN,2013,846.6196899414,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRN,2014,795.0393676758,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRN,2015,739.2253417969,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRN,2016,686.4823608398,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BRN,2017,671.4114990234,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BGR,2000,94.4974517822,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BGR,2001,119.8299789429,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BGR,2002,148.1479187012,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BGR,2003,195.7436981201,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BGR,2004,233.1133270264,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BGR,2005,267.7413940430,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BGR,2006,294.1089172363,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BGR,2007,361.2349853516,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BGR,2008,455.5405883789,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BGR,2009,459.3002014160,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BGR,2010,484.7522888184,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BGR,2011,555.8641967773,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BGR,2012,558.6479492188,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BGR,2013,600.3096923828,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BGR,2014,666.4014282227,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BGR,2015,572.0448608398,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BGR,2016,612.4785766602,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BGR,2017,663.7150878906,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BFA,2000,7.5256433487,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BFA,2001,7.7079801559,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BFA,2002,8.7137517929,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BFA,2003,11.7484159470,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BFA,2004,17.6122093201,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BFA,2005,18.0862007141,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BFA,2006,21.3547229767,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BFA,2007,27.9667491913,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BFA,2008,29.7836475372,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BFA,2009,31.5908832550,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BFA,2010,33.9108161926,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BFA,2011,34.8739547729,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BFA,2012,34.8903427124,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BFA,2013,43.7971343994,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BFA,2014,39.5918540955,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BFA,2015,33.5147590637,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BFA,2016,40.9546623230,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BFA,2017,44.4034919739,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BDI,2000,8.3995933533,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BDI,2001,8.5649986267,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BDI,2002,7.9231681824,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BDI,2003,7.1236495972,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BDI,2004,9.8122749329,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BDI,2005,12.6766033173,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BDI,2006,16.4947853088,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BDI,2007,18.0736312866,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BDI,2008,18.1265411377,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BDI,2009,21.6476840973,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BDI,2010,26.1381664276,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BDI,2011,24.8959045410,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BDI,2012,21.3476390839,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BDI,2013,21.8018951416,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BDI,2014,20.4353446960,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BDI,2015,19.3819789886,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BDI,2016,22.3399829865,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/BDI,2017,23.5004329681,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/CPV,2000,62.0360336304,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/CPV,2001,65.9323120117,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/CPV,2002,71.4061965942,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/CPV,2003,87.0982131958,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/CPV,2004,95.7708740234,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/CPV,2005,98.2250137329,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/CPV,2006,115.4680938721,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/CPV,2007,130.2969512939,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/CPV,2008,130.2868041992,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/CPV,2009,132.6014862061,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/CPV,2010,148.2325286865,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/CPV,2011,158.1145935059,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/CPV,2012,173.9728240967,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/CPV,2013,188.2091064453,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/CPV,2014,188.2107391357,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/CPV,2015,144.3828887939,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/CPV,2016,149.2765197754,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/CPV,2017,167.5896148682,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KHM,2000,19.7355270386,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KHM,2001,22.5658302307,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KHM,2002,24.5614471436,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KHM,2003,25.2207202911,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KHM,2004,28.9832897186,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KHM,2005,32.4975624084,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KHM,2006,33.0298347473,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KHM,2007,30.9654579163,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KHM,2008,49.2301483154,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KHM,2009,55.9824371338,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KHM,2010,54.3047370911,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KHM,2011,66.2179183960,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KHM,2012,69.0616531372,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KHM,2013,72.0094909668,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KHM,2014,73.2993164062,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KHM,2015,72.0516510010,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KHM,2016,77.6736907959,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KHM,2017,82.0758666992,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/CMR,2000,26.2911739349,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/CMR,2001,27.6791877747,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/CMR,2002,31.3229312897,USDollar
