StatisticalVariable,ISO3166Alpha3,Year,Value,measurementMethod,scalingFactor
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/KEN,2000,8.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/KEN,2003,7.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/KEN,2005,7.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/KEN,2008,8.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/KEN,2014,4.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/KGZ,2006,3.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/KGZ,2012,3.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/KGZ,2014,2.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/KGZ,2018,2.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/LAO,2000,19.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/LAO,2006,7.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/LAO,2011,6.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/LAO,2015,10.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/LAO,2017,9.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/LBN,1996,4.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/LSO,2000,7.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/LSO,2004,5.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/LSO,2009,4.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/LSO,2014,2.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/LSO,2018,2.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/LBR,2000,8.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/LBR,2007,8.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/LBR,2010,3.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/LBR,2013,5.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/LBR,2016,5.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/LBY,1995,3.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MDG,1992,7.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MDG,2004,18.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MDG,2012,9.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MDG,2018,7.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MWI,1992,7.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MWI,1998,9.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MWI,2000,6.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MWI,2002,7.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MWI,2004,7.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MWI,2006,4.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MWI,2010,4.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MWI,2014,4.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MWI,2015,3.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MWI,2016,3.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MWI,2018,1.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MDV,2009,10.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MLI,2001,13.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MLI,2006,16.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MLI,2010,10.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MLI,2015,15.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MLI,2018,10.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MHL,2017,4.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MRT,1990,17.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MRT,2000,17.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MRT,2007,14.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MRT,2008,9.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MRT,2011,14.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MRT,2012,13.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MRT,2015,16.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MRT,2018,13.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MEX,1998,2.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MEX,2006,2.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MEX,2012,1.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MEX,2015,1.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MEX,2016,2.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MDA,2005,6.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MDA,2012,2.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MNG,2000,7.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MNG,2005,2.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MNG,2010,1.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MNG,2013,1.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MNG,2016,0.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MNG,2018,1.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MNE,2005,4.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MNE,2013,3.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MAR,1987,4.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MAR,1992,2.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MAR,1997,5.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MAR,2003,11.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MAR,2011,2.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MAR,2017,2.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MOZ,2001,8.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MOZ,2003,5.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MOZ,2008,4.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MOZ,2011,6.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MOZ,2015,4.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MMR,2000,11.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MMR,2003,12.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MMR,2016,7.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NAM,1992,10.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NAM,2000,10.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NAM,2007,7.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NAM,2013,9.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NPL,2001,12.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NPL,2006,13.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NPL,2011,12.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NPL,2014,11.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NPL,2016,9.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NIC,1993,3.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NIC,1998,3.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NIC,2001,2.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NIC,2006,1.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NIC,2012,2.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NER,1992,19.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NER,2000,17.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NER,2006,14.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NER,2012,14.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NER,2013,14.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NER,2014,16.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NER,2016,12.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NGA,1990,12.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NGA,2003,12.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NGA,2007,13.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NGA,2008,14.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NGA,2011,11.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NGA,2013,18.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NGA,2014,8.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NGA,2015,7.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NGA,2016,11.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/NGA,2018,8.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MKD,2005,2.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/MKD,2011,2.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/OMN,1999,8.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PAK,2001,14.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PAK,2013,11.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PAK,2018,7.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PAN,1997,1.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PAN,2003,1.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PAN,2008,1.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PNG,2010,14.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PRY,1990,0.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PRY,2012,2.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PRY,2016,1.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PER,1991,2.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PER,1996,1.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PER,2000,1.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PER,2005,1.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PER,2007,0.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PER,2009,0.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PER,2010,0.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PER,2011,0.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PER,2012,0.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PER,2013,0.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PER,2014,0.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PER,2015,0.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PER,2016,0.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PER,2017,0.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PER,2018,0.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PHL,2011,7.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PHL,2013,7.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/PHL,2015,7.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/RWA,1992,6.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/RWA,2000,9.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/RWA,2005,5.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/RWA,2010,3.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/RWA,2012,2.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/RWA,2015,2.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/WSM,2014,3.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/STP,2000,4.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/STP,2008,11.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/STP,2014,4.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SEN,1993,10.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SEN,2000,11.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SEN,2005,8.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SEN,2011,9.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SEN,2013,10.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SEN,2014,6.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SEN,2015,8.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SEN,2016,7.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SEN,2017,9.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SEN,2019,8.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SRB,2005,4.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SRB,2010,2.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SRB,2014,4.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SLE,2000,12.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SLE,2005,11.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SLE,2008,10.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SLE,2010,9.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SLE,2013,10.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SLE,2017,6.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SLB,2015,8.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SOM,2006,14.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SOM,2009,15.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/ZAF,1994,9.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/ZAF,2004,9.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/ZAF,2008,4.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/ZAF,2012,5.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/ZAF,2016,2.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SSD,2010,25.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/LKA,2012,22.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/LCA,2012,4.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SDN,2010,16.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SDN,2014,16.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SUR,2000,7.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SUR,2006,5.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SUR,2010,5.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SYR,1993,11.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SYR,2006,11.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/SYR,2010,12.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/TJK,2005,9.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/TJK,2007,7.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/TJK,2009,4.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/TJK,2012,9.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/TJK,2016,3.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/TJK,2017,6.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/TZA,1991,8.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/TZA,1996,9.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/TZA,1999,6.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/TZA,2004,4.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/TZA,2009,2.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/TZA,2010,5.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/TZA,2011,5.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/TZA,2013,4.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/TZA,2015,5.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/THA,2006,4.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/THA,2012,7.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/THA,2016,5.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/TLS,2007,26.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/TLS,2009,20.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/TLS,2013,12.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/TGO,2006,15.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_MA_ZS,dcid:country/TGO,2010,5.9000000000,JointChildMalnutritionEstimate,100
