StatisticalVariable,ISO3166Alpha3,Year,Value,measurementMethod
dcid:Count_Person_InLaborForce,dcid:country/AZE,2003,3711398.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/AZE,2004,3794531.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/AZE,2005,3888448.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/AZE,2006,3978806.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/AZE,2007,4076982.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/AZE,2008,4218516.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/AZE,2009,4358559.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/AZE,2010,4454609.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/AZE,2011,4543044.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/AZE,2012,4627397.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/AZE,2013,4702693.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/AZE,2014,4791071.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/AZE,2015,4875807.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/AZE,2016,4969726.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/AZE,2017,5033862.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/AZE,2018,5091052.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/AZE,2019,5103137.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,1990,124675.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,1991,129355.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,1992,133583.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,1993,137491.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,1994,141333.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,1995,144410.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,1996,146644.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,1997,149047.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,1998,151756.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,1999,154591.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,2000,157288.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,2001,160853.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,2002,164397.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,2003,167641.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,2004,170909.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,2005,174338.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,2006,178617.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,2007,182672.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,2008,186374.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,2009,189840.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,2010,193542.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,2011,197179.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,2012,201134.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,2013,205037.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,2014,208884.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,2015,212614.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,2016,216368.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,2017,219835.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,2018,223064.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHS,2019,226287.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,1990,217010.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,1991,222200.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,1992,229882.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,1993,238525.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,1994,247930.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,1995,257703.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,1996,264010.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,1997,271342.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,1998,280117.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,1999,291226.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,2000,305448.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,2001,325858.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,2002,349795.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,2003,378724.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,2004,413255.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,2005,453393.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,2006,501670.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,2007,556627.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,2008,614139.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,2009,668256.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,2010,714127.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,2011,726937.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,2012,739585.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,2013,747319.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,2014,758359.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,2015,777895.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,2016,817831.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,2017,869405.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,2018,926959.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BHR,2019,978624.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,1990,34524774.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,1991,35545695.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,1992,36613055.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,1993,37730242.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,1994,38901986.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,1995,40131662.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,1996,41318615.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,1997,42561914.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,1998,43846915.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,1999,45155414.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,2000,46470368.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,2001,47677319.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,2002,48905212.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,2003,50129634.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,2004,51320867.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,2005,52466130.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,2006,53399097.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,2007,54338014.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,2008,55255746.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,2009,56179947.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,2010,57127914.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,2011,58194620.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,2012,59275453.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,2013,60370738.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,2014,61480265.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,2015,62595846.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,2016,63698450.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,2017,67454903.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,2018,68791250.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BGD,2019,70009461.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,1990,136443.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,1991,134951.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,1992,137561.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,1993,139629.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,1994,141439.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,1995,143737.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,1996,142986.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,1997,143798.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,1998,144369.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,1999,144799.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,2000,145088.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,2001,146307.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,2002,147362.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,2003,148318.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,2004,150525.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,2005,151204.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,2006,151721.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,2007,152208.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,2008,152584.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,2009,152771.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,2010,152537.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,2011,153293.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,2012,151726.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,2013,154227.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,2014,150315.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,2015,152361.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,2016,154871.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,2017,155167.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,2018,155314.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BRB,2019,155296.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,1990,4699886.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,1991,4686929.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,1992,4690168.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,1993,4703431.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,1994,4711867.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,1995,4719209.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,1996,4731320.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,1997,4734189.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,1998,4741280.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,1999,4759854.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,2000,4804827.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,2001,4841462.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,2002,4875443.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,2003,4907190.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,2004,4937435.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,2005,4964961.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,2006,4981592.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,2007,5006973.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,2008,5035892.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,2009,5066340.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,2010,5090380.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,2011,5098113.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,2012,5103198.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,2013,5106387.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,2014,5107036.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,2015,5106430.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,2016,5106665.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,2017,5097017.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,2018,5087320.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/BLR,2019,5036882.0000000000,dcs:InternationalLaborOrganization
